exp,model_id,model_name,cti_r,cti_p,sdi_r,sdi_p,cti_mean_obs,cti_mean_pred,sdi_mean_obs,sdi_mean_pred,rmse_mean,mae_mean,n_subjects
1,C1_S0_B2,C_Q1__S_baseline__B_B2,0.995612374778,4.68588105135e-22,0.75133790534,5.56911179549e-05,0.619918911901,0.613144119105,0.0664537511187,0.0663072580791,0.182515639222,0.147077088922,22
2,C1_S0_B2,C_Q1__S_baseline__B_B2,0.994552965961,4.05705379649e-21,0.948948850445,1.7565419533e-11,0.510179256869,0.515621915522,0.110098807395,0.106957480539,0.19958729026,0.159799977587,22
