Experiment,subID,curDur,n,mean_error,sd_error,lower,upper
1,820531,1.2,48,0.0744166666666667,0.2185504307480126,-0.581234625577371,0.7300679589107044
1,820531,1.4,48,-0.0590208333333332,0.1789309256458543,-0.5958136102708964,0.4777719436042298
1,820531,1.6,48,-0.1824583333333334,0.234838736731195,-0.8869745435269186,0.5220578768602518
1,828098,0.8,48,0.1669166666666666,0.2926163586222297,-0.7109324092000224,1.0447657425333556
1,828098,1.0,48,0.23075,0.2950474538103997,-0.6543923614311993,1.1158923614311993
1,828098,1.2,48,0.155125,0.3411291403933881,-0.8682624211801645,1.1785124211801643
1,828098,1.4,48,0.0797083333333334,0.2588513052448265,-0.6968455824011462,0.856262249067813
1,828098,1.6,48,-0.0280625,0.2785059231006185,-0.8635802693018557,0.8074552693018555
1,882052,0.8,48,0.1611666666666666,0.3075038372591113,-0.7613448451106674,1.0836781784440006
1,882052,1.0,48,0.0437291666666666,0.3175762424513262,-0.908999560687312,0.9964578940206456
1,882052,1.2,48,-0.0574791666666666,0.3335757268060498,-1.058206347084816,0.9432480137514828
1,882052,1.4,48,-0.0756041666666665,0.404380468601693,-1.2887455724717456,1.1375372391384126
1,882052,1.6,48,-0.1595625,0.3668830126168402,-1.2602115378505208,0.9410865378505208
1,897347,0.8,48,0.2030208333333333,0.2376902588058788,-0.5100499430843032,0.9160916097509698
1,897347,1.0,48,0.1842708333333333,0.1606520939839205,-0.2976854486184284,0.6662271152850949
1,897347,1.2,48,0.1285208333333333,0.1566357734177745,-0.3413864869199902,0.5984281535866569
1,897347,1.4,48,0.0547291666666667,0.2581196934611581,-0.7196299137168077,0.8290882470501412
1,897347,1.6,48,-0.0677083333333334,0.2752029779599309,-0.893317267213126,0.7579006005464592
1,919598,0.8,48,-0.0438333333333333,0.1272548679557671,-0.4255979372006346,0.3379312705339679
1,919598,1.0,48,-0.0036041666666666,0.1482475990381206,-0.4483469637810285,0.4411386304476951
1,919598,1.2,48,-0.1207291666666666,0.1724442234319128,-0.638061836962405,0.3966035036290717
1,919598,1.4,48,-0.1724791666666665,0.1450677009351493,-0.6076822694721146,0.2627239361387815
1,919598,1.6,48,-0.2425208333333334,0.1324389846801936,-0.6398377873739144,0.1547961207072475
1,994851,0.8,48,0.3485833333333333,0.1973551538156241,-0.243482128113539,0.9406487947802056
1,994851,1.0,48,0.3138541666666667,0.1859058317539873,-0.2438633285952953,0.8715716619286287
1,994851,1.2,48,0.2491041666666667,0.2042287244663764,-0.3635820067324626,0.861790340065796
1,994851,1.4,48,0.2178958333333334,0.2476794633755778,-0.5251425567934,0.9609342234600668
1,994851,1.6,48,0.0526458333333332,0.3158859536714957,-0.895012027681154,1.0003036943478203
2,002046,0.8,48,0.1267145833333333,0.2042509959761996,-0.4860384045952656,0.7394675712619322
2,002046,1.0,48,0.0452020833333333,0.2305812179703146,-0.6465415705776107,0.7369457372442774
2,002046,1.2,48,-0.1644437500007499,0.2225993891428893,-0.8322419174294181,0.5033544174279182
2,002046,1.4,48,-0.2908291666666666,0.2063774480075264,-0.909961510689246,0.3283031773559128
2,002046,1.6,48,-0.3381708333333335,0.2390373610594576,-1.0552829165117064,0.3789412498450393
2,062573,0.8,48,0.2804145833291666,0.1970695416717215,-0.310794041685998,0.8716232083443314
2,062573,1.0,48,0.11060416667125,0.278234836482776,-0.724100342777078,0.945308676119578
2,062573,1.2,48,-0.0022354166645832,0.178077680263066,-0.5364684574537812,0.5319976241246147
2,062573,1.4,48,-0.1389583333322915,0.2508779289803561,-0.8915921202733599,0.6136754536087767
2,062573,1.6,48,-0.3008562500000001,0.3155346809048466,-1.24746029271454,0.6457477927145399
2,082622,0.8,48,0.1465812499999999,0.1792071149996265,-0.3910400949988796,0.6842025949988795
2,082622,1.0,48,0.0957479166666666,0.2317127522818618,-0.5993903401789188,0.7908861735122522
2,082622,1.2,48,0.1839291666666667,1.2803065638467523,-3.6569905248735903,4.024848858206924
2,082622,1.4,48,-0.1049166666666665,0.1491885203691258,-0.5524822277740441,0.3426488944407109
2,082622,1.6,48,-0.1554937500000001,0.2678333805696005,-0.9589938917088016,0.6480063917088014
2,118354,0.8,48,0.1034416666666666,0.3438209961242718,-0.9280213217061488,1.134904655039482
2,118354,1.0,48,-0.0099708333329166,0.2970062646780986,-0.9009896273672128,0.8810479607013793
2,118354,1.2,48,0.0046770833333333,0.4145693085496224,-1.2390308423155338,1.2483850089822006
2,118354,1.4,48,-0.0222437499999999,0.4150241023025305,-1.2673160569075914,1.2228285569075916
2,118354,1.6,48,-0.2223229166668751,0.4375657943187948,-1.5350202996232594,1.0903744662895094
2,169207,0.8,48,0.0855395833333332,0.2099849485381955,-0.5444152622812535,0.7154944289479199
2,169207,1.0,48,0.0046520833333333,0.1932999983374793,-0.5752479116791046,0.5845520783457713
2,169207,1.2,48,-0.0333312499999999,0.2186813071779171,-0.6893751715337513,0.6227126715337514
2,169207,1.4,48,-0.1453708333333332,0.2021690455064595,-0.7518779698527118,0.4611363031860453
2,169207,1.6,48,-0.3112458333333334,0.3065675295836717,-1.2309484220843483,0.6084567554176817
2,183923,0.8,48,0.0304624999999999,0.206729758457545,-0.5897267753726351,0.650651775372635
2,183923,1.0,48,0.3885645833333333,1.8275482641110037,-5.094080208999677,5.871209375666344
2,183923,1.2,48,-0.0503124999999999,0.2619616933381591,-0.8361975800144774,0.7355725800144775
2,183923,1.4,48,-0.2053749999999999,0.393260265451493,-1.385155796354479,0.9744057963544792
2,183923,1.6,48,-0.0501874999997917,1.2931758666041675,-3.929715099812294,3.829340099812711
2,184189,0.8,48,0.1543916666770833,0.3475708639503542,-0.8883209251739794,1.197104258528146
2,184189,1.0,48,0.3190104166958333,1.3193363462568002,-3.638998622074568,4.277019455466234
2,184189,1.2,48,0.2967020833208334,1.3027614215580885,-3.6115821813534312,4.204986347995098
2,184189,1.4,48,-0.1178041666666665,0.3909595663534368,-1.290682865726977,1.055074532393644
2,184189,1.6,48,-0.1833729166708334,0.317754144053163,-1.1366353488303222,0.7698895154886555
2,189058,0.8,48,0.3984458333333333,1.316215912243065,-3.550201903395862,4.347093570062529
2,189058,1.0,48,0.3687166666666666,1.2926789588989769,-3.509320210030264,4.246753543363598
2,189058,1.2,48,0.2544875000000001,1.2959887687694658,-3.633478806308397,4.1424538063083975
2,189058,1.4,48,-0.0961354166666665,0.3085557492919218,-1.021802664542432,0.8295318312090989
2,189058,1.6,48,-0.1917250000005001,0.3501131862597111,-1.2420645587796335,0.8586145587786335
2,194491,0.8,48,0.3796187499999999,0.4000557991167168,-0.8205486473501507,1.5797861473501504
2,194491,1.0,48,0.142425,0.361862906037573,-0.943163718112719,1.228013718112719
2,194491,1.2,48,0.0615916666666667,0.2826553188793378,-0.7863742899713467,0.9095576233046802
2,194491,1.4,48,0.0081479166666667,1.296479209733871,-3.881289712534947,3.89758554586828
2,194491,1.6,48,-0.3845854166666667,0.3672223519071902,-1.486252472388237,0.717081639054904
2,203316,0.8,48,0.0499458333333333,0.1797853897435724,-0.489410335897384,0.5893020025640505
2,203316,1.0,48,-0.0054645833333333,0.1745070046629029,-0.5289855973220422,0.5180564306553755
2,203316,1.2,48,-0.0794958333333333,0.1520501946213722,-0.5356464171974499,0.3766547505307833
2,203316,1.4,48,-0.2582645833333332,0.2546321272116567,-1.0221609649683034,0.505631798301637
2,203316,1.6,48,-0.3006562500000001,0.2280970369337987,-0.9849473608013964,0.383634860801396
2,298043,0.8,48,0.1994687499979166,0.2998047770137503,-0.6999455810433343,1.0988830810391677
2,298043,1.0,48,0.0529979166624999,0.2796185901422113,-0.7858578537641341,0.891853687089134
2,298043,1.2,48,-0.0343437499999999,0.2404222021354791,-0.7556103564064374,0.6869228564064376
2,298043,1.4,48,-0.2470083333354165,0.3163237789405459,-1.1959796701570542,0.7019630034862211
2,298043,1.6,48,-0.3135895833354167,0.276702051329035,-1.1436957373225218,0.5165165706516883
2,372056,0.8,48,0.1284854166666666,0.2914840180207567,-0.7459666373956034,1.002937470728937
2,372056,1.0,48,0.0288395833333333,0.3029187109128442,-0.8799165494051994,0.937595716071866
2,372056,1.2,48,-0.2821729166666666,0.2675780377238818,-1.084907029838312,0.5205611965049788
2,372056,1.4,48,-0.3578458333333332,0.2870967299059587,-1.2191360230512094,0.503444356384543
2,372056,1.6,48,-0.601225,0.2132239453041422,-1.2408968359124266,0.0384468359124265
2,469417,0.8,48,0.1796166666666666,0.3327536366368299,-0.8186442432438231,1.1778775765771563
2,469417,1.0,48,0.2600895833333333,1.3192997601467331,-3.697809697106866,4.217988863773533
2,469417,1.2,48,0.3317020833333333,1.8136135113962328,-5.109138450855365,5.772542617522031
2,469417,1.4,48,-0.1530729166669165,0.4155772712750991,-1.399804730492214,1.0936588971583805
2,469417,1.6,48,-0.1358416666658334,1.312826561575371,-4.074321351391946,3.80263801806028
2,551900,0.8,48,0.0876520833333332,0.2168819729906875,-0.5629938356387294,0.738298002305396
2,551900,1.0,48,0.0061666666666666,0.1734174011899065,-0.5140855369030529,0.5264188702363862
2,551900,1.2,48,-0.0920791666666666,0.2057841359788634,-0.709431574603257,0.5252732412699238
2,551900,1.4,48,-0.1992375000002082,0.2445312664393902,-0.9328312993183788,0.5343562993179625
2,551900,1.6,48,-0.3322812500000001,0.2243392441136148,-1.0052989823408447,0.3407364823408444
2,555268,0.8,48,0.6043645833333333,1.8401924267430227,-4.916212696895735,6.124941863562401
2,555268,1.0,48,0.3423166666666666,1.3047973473258796,-3.572075375310972,4.256708708644306
2,555268,1.2,48,0.02565833333375,0.2999387156063712,-0.8741578134853637,0.9254744801528636
2,555268,1.4,48,-0.0098708333333332,1.2837373460327823,-3.86108287143168,3.8413412047650137
2,555268,1.6,48,-0.20665,0.2962767294701559,-1.0954801884104677,0.6821801884104676
2,611856,0.8,48,0.2377770833333332,0.2102996830660831,-0.3931219658649163,0.8686761325315828
2,611856,1.0,48,0.2169854166666666,0.1915865495096516,-0.3577742318622881,0.7917450651956215
2,611856,1.2,48,0.1726000000000001,0.1641706921780278,-0.3199120765340832,0.6651120765340834
2,611856,1.4,48,0.0941166666666667,0.1540426486030816,-0.3680112791425782,0.5562446124759117
2,611856,1.6,48,0.0614916666666665,0.1941895014728383,-0.5210768377518485,0.6440601710851818
2,624708,0.8,48,0.3645541666664583,0.3427035707861133,-0.6635565456918817,1.3926648790247982
2,624708,1.0,48,0.1745562499999999,0.3729660881887652,-0.9443420145662956,1.2934545145662957
2,624708,1.2,48,0.2743604166664583,1.315361016496829,-3.6717226328240287,4.220443466156945
2,624708,1.4,48,0.0015375,1.3037391124981437,-3.9096798374944313,3.912754837494431
2,624708,1.6,48,-0.3090583333333334,0.5235991969799172,-1.879855924273085,1.261739257606418
2,742322,0.8,48,0.3438187499999999,0.1850638563241163,-0.2113728189723492,0.8990103189723491
2,742322,1.0,48,0.1683604166665416,0.3403354951385227,-0.8526460687490264,1.1893669020821096
2,742322,1.2,48,0.0005770833333333,0.3417017626089094,-1.0245282044933948,1.0256823711600616
2,742322,1.4,48,-0.1296104166666666,0.3036879986556635,-1.040674412633657,0.7814535793003238
2,742322,1.6,48,-0.19486875,0.2136907012744593,-0.8359408538233781,0.446203353823378
2,753780,0.8,48,0.4755562499999999,0.4276430386056223,-0.8073728658168671,1.7584853658168669
2,753780,1.0,48,0.3031604166666666,0.3881904532240466,-0.8614109430054735,1.4677317763388067
2,753780,1.2,48,0.0730520833333333,0.3222877325432877,-0.8938111142965298,1.0399152809631966
2,753780,1.4,48,-0.1688124999958332,0.3862211573506829,-1.327475972047882,0.9898509720562156
2,753780,1.6,48,-0.3128437499958334,0.3461025053542663,-1.3511512660586324,0.7254637660669656
2,815266,0.8,48,0.1172999999999999,0.1905691843991394,-0.4544075531974182,0.6890075531974181
2,815266,1.0,48,0.0478104166666666,0.192442795302013,-0.5295179692393724,0.6251388025727057
2,815266,1.2,48,-0.0357729166666666,0.132934760418343,-0.4345771979216958,0.3630313645883625
2,815266,1.4,48,-0.1831291666666665,0.1306268731244436,-0.5750097860399975,0.2087514527066644
2,815266,1.6,48,-0.2366791666666667,0.1433005307384766,-0.6665807588820967,0.1932224255487631
2,885939,0.8,48,0.3899875,1.341828231012656,-3.635497193037968,4.415472193037968
2,885939,1.0,48,0.0975208333333333,0.4080877888230972,-1.1267425331359584,1.321784199802625
2,885939,1.2,48,0.2130812500000001,1.3284847174636882,-3.772372902391065,4.198535402391065
2,885939,1.4,48,-0.1070833333333332,0.3527996383539742,-1.165482248395256,0.9513155817285897
2,885939,1.6,48,-0.2193270833333334,0.275459238008236,-1.0457047973580416,0.6070506306913747
2,898122,0.8,48,0.2198854166666666,0.2955075280673972,-0.666637167535525,1.1064080008688584
2,898122,1.0,48,0.0092479166666666,0.2354901940313631,-0.6972226654274228,0.7157184987607562
2,898122,1.2,48,-0.1823958333333333,0.267430437133984,-0.9846871447352854,0.6198954780686188
2,898122,1.4,48,-0.3975479166666666,0.3294116967459021,-1.385783006904373,0.5906871735710397
2,898122,1.6,48,-0.5681875000000001,0.2472968692534404,-1.3100781077603214,0.1737031077603211
