exp,model_id,model_name,mean_AIC,sem_AIC,mean_BIC,mean_RMSE,n_subjects,success_rate,delta_AIC
2,C2_S1_B1,C_Q2__S_x_reset__B_B1,-112.12469379858668,21.189398657945194,-81.8746295892048,0.18358175885275288,22,1.0,4.649743397072044
2,C2_S1_B3,C_Q2__S_x_reset__B_B3,-112.10414615387212,21.186295277168195,-81.85408194449023,0.18358979275924703,22,1.0,4.670291041786598
2,C4_S1_B2,C_R__S_x_reset__B_B2,-112.10001383478335,20.83807846170554,-81.84994962540148,0.18342773738250734,22,1.0,4.674423360875366
2,C5_S1_B2,C_Q1_R__S_x_reset__B_B2,-112.0849177365329,21.087837125780805,-78.47373528166413,0.18269161645377727,22,1.0,4.689519459125819
2,C5_S0_B3,C_Q1_R__S_baseline__B_B3,-111.95380028272484,20.95287745544714,-81.70373607334297,0.18354733415605337,22,1.0,4.820636912933878
2,C4_S0_B1,C_R__S_baseline__B_B1,-111.91962979240112,20.6156166704777,-85.03068382850611,0.18427303599817285,22,1.0,4.854807403257595
2,C4_S0_B3,C_R__S_baseline__B_B3,-111.91859952510282,20.615435260760325,-85.02965356120784,0.18427340426101238,22,1.0,4.8558376705559
2,C4_S2_B2,C_R__S_K_reset__B_B2,-111.90285969915182,20.77129680314942,-81.65279548976996,0.18348378106083432,22,1.0,4.871577496506902
2,C5_S0_B1,C_Q1_R__S_baseline__B_B1,-111.88987736551722,20.952190218484773,-81.63981315613533,0.18357337533912838,22,1.0,4.884559830141498
2,C8_S1_B1,C_Q1_Q2__S_x_reset__B_B1,-111.81163999313596,21.104775133594227,-78.2004575382672,0.18281454436723976,22,1.0,4.962797202522765
2,C8_S1_B3,C_Q1_Q2__S_x_reset__B_B3,-111.80126957671023,21.106761998621344,-78.19008712184146,0.1828200098242543,22,1.0,4.973167618948494
2,C7_S1_B2,C_Q3_R__S_x_reset__B_B2,-111.77455999457547,20.96679361016286,-78.1633775397067,0.18276268639332824,22,1.0,4.999877201083251
2,C11_S0_B2,C_Q1_Q2_R__S_baseline__B_B2,-111.73441966545529,20.935589335532647,-78.12323721058652,0.18277783963817404,22,1.0,5.0400175302034285
2,C5_S2_B2,C_Q1_R__S_K_reset__B_B2,-111.65849555046226,21.01837142782532,-78.04731309559351,0.18284487344996433,22,1.0,5.115941645196457
2,C2_S2_B1,C_Q2__S_K_reset__B_B1,-111.55217991592214,21.1421719317528,-81.30211570654025,0.18382478721006928,22,1.0,5.222257279736581
2,C3_S1_B1,C_Q3__S_x_reset__B_B1,-111.47751217519175,21.24398240751064,-81.22744796580986,0.18388560299500092,22,1.0,5.296925020466972
2,C3_S1_B3,C_Q3__S_x_reset__B_B3,-111.46553027884612,21.24133602849446,-81.21546606946423,0.1838895083970959,22,1.0,5.308906916812603
2,C10_S0_B3,C_Q2_Q3__S_baseline__B_B3,-111.44762591161702,21.13322351267801,-81.19756170223513,0.18385565865783124,22,1.0,5.326811284041696
2,C2_S2_B3,C_Q2__S_K_reset__B_B3,-111.41639724520824,21.1609210540748,-81.16633303582636,0.18387568491383924,22,1.0,5.358039950450475
2,C12_S1_B2,C_Q1_Q3_R__S_x_reset__B_B2,-111.33266288414453,21.19031146230602,-74.3603621837889,0.18219843718288686,22,1.0,5.4417743115141946
2,C10_S0_B1,C_Q2_Q3__S_baseline__B_B1,-111.24118198672714,21.142232767764224,-80.99111777734525,0.1839528286448698,22,1.0,5.533255208931578
2,C12_S2_B2,C_Q1_Q3_R__S_K_reset__B_B2,-111.21553526004453,21.173726217978796,-74.2432345596889,0.18223414182469666,22,1.0,5.5589019356141876
2,C9_S1_B1,C_Q1_Q3__S_x_reset__B_B1,-111.21215672023354,21.148405550858307,-77.60097426536477,0.18309057378485472,22,1.0,5.562280475425183
2,C9_S1_B3,C_Q1_Q3__S_x_reset__B_B3,-111.21116541042238,21.147769034460104,-77.59998295555363,0.18309076821422285,22,1.0,5.5632717852363385
2,C4_S1_B1,C_R__S_x_reset__B_B1,-111.17044890787584,20.734789450974016,-80.92038469849395,0.18378546130949597,22,1.0,5.603988287782883
2,C4_S1_B3,C_R__S_x_reset__B_B3,-111.17041398820139,20.734187693542566,-80.9203497788195,0.18378527046669,22,1.0,5.604023207457331
2,C13_S0_B2,C_Q2_Q3_R__S_baseline__B_B2,-111.16298136307236,20.84615594237712,-77.55179890820361,0.18296942387470044,22,1.0,5.611455832586358
2,C7_S2_B2,C_Q3_R__S_K_reset__B_B2,-111.06779079641151,20.895310010582627,-77.45660834154276,0.1830290552933491,22,1.0,5.706646399247205
2,C5_S1_B3,C_Q1_R__S_x_reset__B_B3,-111.02886284223419,20.996936534453916,-77.41768038736544,0.18310277589018076,22,1.0,5.74557435342453
2,C8_S2_B3,C_Q1_Q2__S_K_reset__B_B3,-111.00133498522517,21.104968770028286,-77.3901525303564,0.18316694567727404,22,1.0,5.773102210433549
2,C5_S1_B1,C_Q1_R__S_x_reset__B_B1,-110.99903533025949,20.999000775351327,-77.3878528753907,0.18311604596890574,22,1.0,5.775401865399232
2,C8_S2_B1,C_Q1_Q2__S_K_reset__B_B1,-110.98510371095402,21.104498515992365,-77.37392125608527,0.18317295524118374,22,1.0,5.789333484704699
2,C14_S0_B3,C_Q1_Q2_Q3__S_baseline__B_B3,-110.83286341431021,21.09827689577006,-77.22168095944144,0.18323937469370025,22,1.0,5.941573781348509
2,C15_S0_B2,C_Q1_Q2_Q3_R__S_baseline__B_B2,-110.82501196831545,21.081987807396217,-73.85271126795982,0.18236796544421827,22,1.0,5.949425227343269
2,C14_S0_B1,C_Q1_Q2_Q3__S_baseline__B_B1,-110.80775432989844,21.096774729354998,-77.19657187502968,0.18324938534948226,22,1.0,5.966682865760276
2,C6_S1_B2,C_Q2_R__S_x_reset__B_B2,-110.71824811920925,20.782595591480504,-77.10706566434048,0.1831399720271002,22,1.0,6.056189076449471
2,C11_S0_B1,C_Q1_Q2_R__S_baseline__B_B1,-110.57568028277447,20.93315219589645,-76.96449782790572,0.18326769574340493,22,1.0,6.1987569128842495
2,C11_S0_B3,C_Q1_Q2_R__S_baseline__B_B3,-110.57492132897588,20.93273044349315,-76.96373887410711,0.18326780450036892,22,1.0,6.1995158666828445
2,C6_S0_B1,C_Q2_R__S_baseline__B_B1,-110.56574119840194,20.625949513631202,-80.31567698902008,0.18399717429983056,22,1.0,6.208695997256783
2,C6_S0_B3,C_Q2_R__S_baseline__B_B3,-110.54967475695926,20.619052046565784,-80.29961054757739,0.1840009621904403,22,1.0,6.224762438699457
2,C3_S2_B3,C_Q3__S_K_reset__B_B3,-110.5393129911842,21.19258284581362,-80.28924878180231,0.18427588890261087,22,1.0,6.235124204474516
2,C3_S2_B1,C_Q3__S_K_reset__B_B1,-110.52320670470475,21.19022868986478,-80.27314249532286,0.1842816141339335,22,1.0,6.251230490953972
2,C13_S1_B2,C_Q2_Q3_R__S_x_reset__B_B2,-110.38105480995056,21.03852407573796,-73.40875410959494,0.18253533006930364,22,1.0,6.393382385708165
2,C9_S2_B3,C_Q1_Q3__S_K_reset__B_B3,-110.33661909915654,21.117746483487085,-76.72543664428778,0.18345850410942457,22,1.0,6.437818096502184
2,C9_S2_B1,C_Q1_Q3__S_K_reset__B_B1,-110.32458939588328,21.117578987084116,-76.71340694101453,0.18346356227020114,22,1.0,6.449847799775441
2,C6_S2_B2,C_Q2_R__S_K_reset__B_B2,-110.26410264771795,20.752506877686866,-76.6529201928492,0.1833179575673873,22,1.0,6.510334547940772
2,C5_S2_B1,C_Q1_R__S_K_reset__B_B1,-110.17996695549829,21.007181476135802,-76.56878450062953,0.18347113874121604,22,1.0,6.594470240160433
2,C4_S2_B3,C_R__S_K_reset__B_B3,-110.16248235338435,20.643682961741316,-79.91241814400246,0.18417401386706958,22,1.0,6.611954842274372
2,C11_S1_B2,C_Q1_Q2_R__S_x_reset__B_B2,-110.1462616229261,20.96978491866041,-73.17396092257047,0.18261363970538624,22,1.0,6.628175572732616
2,C5_S2_B3,C_Q1_R__S_K_reset__B_B3,-110.12480505380323,20.993357076440557,-76.51362259893448,0.18348867007097883,22,1.0,6.649632141855491
2,C10_S1_B3,C_Q2_Q3__S_x_reset__B_B3,-110.11975312237347,21.188669729913478,-76.5085706675047,0.18358367408630547,22,1.0,6.654684073285253
2,C10_S1_B1,C_Q2_Q3__S_x_reset__B_B1,-110.10938463894409,21.193498849502873,-76.49820218407534,0.1835905075033627,22,1.0,6.6650525567146275
2,C4_S2_B1,C_R__S_K_reset__B_B1,-110.06722213883607,20.64774471592187,-79.81715792945418,0.1842187973302228,22,1.0,6.707215056822648
2,C11_S2_B2,C_Q1_Q2_R__S_K_reset__B_B2,-110.03861158300197,20.97688204441492,-73.06631088264633,0.18266190769331125,22,1.0,6.735825612656754
2,C12_S0_B1,C_Q1_Q3_R__S_baseline__B_B1,-109.94108321583012,20.965514627024156,-76.32990076096135,0.1835571921728139,22,1.0,6.833353979828601
2,C12_S0_B3,C_Q1_Q3_R__S_baseline__B_B3,-109.93800152963546,20.952430913050847,-76.3268190747667,0.1835532223348633,22,1.0,6.836435666023263
2,C7_S0_B3,C_Q3_R__S_baseline__B_B3,-109.9154426492567,20.61625435480984,-79.66537843987481,0.18427514466919517,22,1.0,6.858994546402016
2,C7_S0_B1,C_Q3_R__S_baseline__B_B1,-109.9137374615011,20.616188744496185,-79.66367325211921,0.1842758465631677,22,1.0,6.86069973415762
2,C14_S1_B3,C_Q1_Q2_Q3__S_x_reset__B_B3,-109.82341463138886,21.108436169910597,-72.85111393103321,0.1828113648441857,22,1.0,6.951022564269863
2,C14_S1_B1,C_Q1_Q2_Q3__S_x_reset__B_B1,-109.82062088935305,21.11043765345039,-72.84832018899742,0.18281384041621573,22,1.0,6.953816306305669
2,C6_S1_B3,C_Q2_R__S_x_reset__B_B3,-109.81713374712012,20.711197194485113,-76.20595129225137,0.18349518410844487,22,1.0,6.957303448538596
2,C6_S1_B1,C_Q2_R__S_x_reset__B_B1,-109.8097312340134,20.70471123950019,-76.19854877914464,0.18349533146425115,22,1.0,6.964705961645322
2,C10_S2_B3,C_Q2_Q3__S_K_reset__B_B3,-109.75569815112266,21.12617175277723,-76.1445156962539,0.1837266247013685,22,1.0,7.018739044536062
2,C10_S2_B1,C_Q2_Q3__S_K_reset__B_B1,-109.62846775841068,21.143596687979393,-76.01728530354193,0.18378421463110808,22,1.0,7.145969437248041
2,C11_S1_B1,C_Q1_Q2_R__S_x_reset__B_B1,-109.56834635610765,20.9656692318866,-72.59604565575201,0.18285483917829526,22,1.0,7.2060908395510666
2,C11_S1_B3,C_Q1_Q2_R__S_x_reset__B_B3,-109.5432317722645,20.953269285098,-72.57093107190886,0.18286150830130235,22,1.0,7.231205423394215
2,C15_S1_B2,C_Q1_Q2_Q3_R__S_x_reset__B_B2,-109.43911662049932,21.13190024772232,-69.1056976746568,0.1821300748480782,22,1.0,7.3353205751594
2,C13_S2_B2,C_Q2_Q3_R__S_K_reset__B_B2,-109.28231224455466,20.882756800427142,-72.31001154419901,0.18292744684041817,22,1.0,7.49212495110406
2,C14_S2_B3,C_Q1_Q2_Q3__S_K_reset__B_B3,-109.24155076338083,21.083641010489867,-72.26925006302518,0.18306158215358745,22,1.0,7.532886432277891
2,C14_S2_B1,C_Q1_Q2_Q3__S_K_reset__B_B1,-109.19165945034187,21.083041791005947,-72.21935874998623,0.18308239382342614,22,1.0,7.582777745316847
2,C15_S2_B2,C_Q1_Q2_Q3_R__S_K_reset__B_B2,-109.09476810987304,21.13729964171302,-68.76134916403053,0.182274206052329,22,1.0,7.679669085785676
2,C12_S1_B3,C_Q1_Q3_R__S_x_reset__B_B3,-109.02660730033094,20.997249148628182,-72.05430659997529,0.1831039391666878,22,1.0,7.747829895327783
2,C12_S1_B1,C_Q1_Q3_R__S_x_reset__B_B1,-109.02568323052819,20.9985467540488,-72.05338253017256,0.1831050816654651,22,1.0,7.748753965130533
2,C11_S2_B3,C_Q1_Q2_R__S_K_reset__B_B3,-108.91756844553646,20.97038821613967,-71.94526774518081,0.18313427382971553,22,1.0,7.85686875012226
2,C11_S2_B1,C_Q1_Q2_R__S_K_reset__B_B1,-108.89120242899713,20.97187149028627,-71.9189017286415,0.183146161557566,22,1.0,7.883234766661587
2,C7_S1_B3,C_Q3_R__S_x_reset__B_B3,-108.86201718760871,20.574973705439824,-75.25083473273996,0.18386075041172936,22,1.0,7.912420008050006
2,C7_S1_B1,C_Q3_R__S_x_reset__B_B1,-108.86068453629687,20.575481500904967,-75.2495020814281,0.1838615743324084,22,1.0,7.9137526593618475
2,C6_S2_B1,C_Q2_R__S_K_reset__B_B1,-108.81575482731341,20.656777482593533,-75.20457237244464,0.18389649179178721,22,1.0,7.958682368345308
2,C6_S2_B3,C_Q2_R__S_K_reset__B_B3,-108.80324260382787,20.65687228411664,-75.19206014895911,0.1839020325532961,22,1.0,7.9711945918308516
2,C13_S0_B1,C_Q2_Q3_R__S_baseline__B_B1,-108.58371493596884,20.62524186481633,-74.97253248110009,0.1839889842704552,22,1.0,8.190722259689878
2,C15_S0_B1,C_Q1_Q2_Q3_R__S_baseline__B_B1,-108.56696950654019,20.932998266854355,-71.59466880618457,0.18327145378951598,22,1.0,8.20746768911853
2,C13_S0_B3,C_Q2_Q3_R__S_baseline__B_B3,-108.56365757317279,20.62050908993508,-74.95247511830402,0.18399555550898986,22,1.0,8.21077962248593
2,C15_S0_B3,C_Q1_Q2_Q3_R__S_baseline__B_B3,-108.56245018173034,20.93156857718676,-71.5901494813747,0.18327256762351626,22,1.0,8.211987013928379
2,C12_S2_B1,C_Q1_Q3_R__S_K_reset__B_B1,-108.18836833872861,20.993373013315235,-71.21606763837298,0.18346079478661645,22,1.0,8.586068856930112
2,C12_S2_B3,C_Q1_Q3_R__S_K_reset__B_B3,-108.18694094623028,20.993042302393587,-71.21464024587465,0.1834612930605129,22,1.0,8.58749624942844
2,C7_S2_B1,C_Q3_R__S_K_reset__B_B1,-108.03879858008868,20.652190643098535,-74.42761612521991,0.1842326081788083,22,1.0,8.73563861557004
2,C7_S2_B3,C_Q3_R__S_K_reset__B_B3,-108.0368797293576,20.653172668793445,-74.42569727448885,0.18423390121034053,22,1.0,8.737557466301126
2,C13_S1_B3,C_Q2_Q3_R__S_x_reset__B_B3,-107.82416118863156,20.708221958301223,-70.85186048827593,0.18349062298934263,22,1.0,8.950276007027156
2,C15_S1_B3,C_Q1_Q2_Q3_R__S_x_reset__B_B3,-107.58493272363756,20.968707450486473,-67.25151377779504,0.18284965027775826,22,1.0,9.189504472021156
2,C15_S1_B1,C_Q1_Q2_Q3_R__S_x_reset__B_B1,-107.56782041646858,20.969591350281334,-67.23440147062607,0.18285737875626004,22,1.0,9.206616779190142
2,C13_S1_B1,C_Q2_Q3_R__S_x_reset__B_B1,-107.49463109344492,20.54218950808667,-70.52233039308929,0.18357277610243997,22,1.0,9.279806102213797
2,C15_S2_B1,C_Q1_Q2_Q3_R__S_K_reset__B_B1,-106.87703134000243,20.970752209733035,-66.54361239415992,0.18315180595721428,22,1.0,9.897405855656288
2,C15_S2_B3,C_Q1_Q2_Q3_R__S_K_reset__B_B3,-106.83691255027179,20.975829180080424,-66.5034936044293,0.18317171542961563,22,1.0,9.93752464538693
2,C13_S2_B1,C_Q2_Q3_R__S_K_reset__B_B1,-106.80242570896179,20.65342213406996,-69.83012500860616,0.18390086141756393,22,1.0,9.972011486696928
2,C13_S2_B3,C_Q2_Q3_R__S_K_reset__B_B3,-106.54999650563559,20.70134315981676,-69.57769580527996,0.18403175938134203,22,1.0,10.22444069002313
