AIC,BIC,DW,N,RMSE,RSS,Sub,alpha_d0,alpha_q1,alpha_q2,alpha_q3,b_id,c_id,d0,exp,k_reset,lambda,model_id,model_name,n_params,q1,q2,q3,r_base,r_low,s_id,success,x_reset
-128.41765756543947,-97.79356112858895,1.4077625961987323,222,0.17399859887789274,6.721163755346299,2046,0.06120567626021527,,0.0,,B1,C10,-0.12852831585486538,2,,0.00020723527699401112,C10_S0_B1,C_Q2_Q3__S_baseline__B_B1,9,0.5622905343754616,0.4140431891324795,0.4027094619277046,1.2140418040837158,,S0,True,
-131.0702018554571,-100.44610541860658,1.4241641168790817,222,0.17296219557058204,6.641334483444372,2046,0.06302843295912489,,-4.974126728673229,,B2,C10,-0.12864409009425323,2,,0.7990332935720824,C10_S0_B2,C_Q2_Q3__S_baseline__B_B2,9,0.22645527116655492,0.036912344837641255,0.483676944854991,0.5738556286584889,,S0,True,
-128.44362385344886,-97.81952741659833,1.4076462801781622,222,0.17398842327965142,6.72037765864529,2046,0.061651096864462004,,-3.049473333647924,,B3,C10,-0.1287924895360891,2,,0.0050000000000001155,C10_S0_B3,C_Q2_Q3__S_baseline__B_B3,9,0.4462125402314721,0.36493564956737484,2.1079392174722136,0.9856403775730993,,S0,True,
-126.46203225251784,-92.43525843379504,1.4084329612040738,222,0.17398120980682616,6.719820423218004,2046,0.06336683914413384,-4.999987092554561,-3.7624566808654167,0.07343907680729839,B1,C10,-0.12951589358920088,2,,0.850516430338323,C10_S1_B1,C_Q2_Q3__S_x_reset__B_B1,10,0.311952114362931,0.28867760885263527,4.995263021088768,0.7195368286735812,,S1,True,
-131.18651504771907,-97.15974122899627,1.4306063193897884,222,0.17213973792216924,6.57832384056471,2046,0.062240093142920755,-4.999706248436316,-4.859058246911277,5.115727155804493e-06,B2,C10,-0.12751333367962184,2,,0.7629463012464522,C10_S1_B2,C_Q2_Q3__S_x_reset__B_B2,10,0.03879535644826701,0.005279795643381668,0.08061012419596267,0.1003089526246629,,S1,True,
-126.46621589772042,-92.43944207899762,1.4079382211851839,222,0.17397957045496917,6.71969378772442,2046,0.06345366287900187,-4.997496086007057,-4.592710820863823,0.0791287427976477,B3,C10,-0.12955543165713282,2,,0.610279380068606,C10_S1_B3,C_Q2_Q3__S_x_reset__B_B3,10,0.24756797129997413,0.22771967119356495,0.0210170392496698,0.5715666455358047,,S1,True,
-131.4094809695815,-97.38270715085869,1.4644189291030978,222,0.17205331526474843,6.571720211177182,2046,0.06224742999979679,-4.999771555561297,-3.0570846445071176,,B1,C10,-0.12525365297886196,2,0.358461944946342,0.3396348518054173,C10_S2_B1,C_Q2_Q3__S_K_reset__B_B1,10,0.0678116859210622,0.015004138166148729,3.2159394097050753,0.10000003848190687,,S2,True,
-133.8499744396169,-99.82320062089408,1.464401578919655,222,0.17111020016339845,6.499871533190738,2046,0.06441594619094203,-4.9732900054204165,-4.895713932206795,,B2,C10,-0.1263791961639384,2,0.28813057669434194,0.6993106525423542,C10_S2_B2,C_Q2_Q3__S_K_reset__B_B2,10,0.05136790643215954,0.006361340269987051,0.09534280720063645,0.10003504989574091,,S2,True,
-131.39017591566991,-97.36340209694711,1.463298865513218,222,0.17206079627992188,6.5722917108587335,2046,0.062250114153092846,-4.987075167804291,1.609374480745257e-17,,B3,C10,-0.1254112065194781,2,0.35280265472447603,0.004999999999999893,C10_S2_B3,C_Q2_Q3__S_K_reset__B_B3,10,0.06727458997776795,0.01611074512005039,4.141221844703404,0.10003573001924808,,S2,True,
-131.90671549371464,-97.87994167499184,1.4289853810909563,222,0.17186074102572843,6.557017375912573,2046,0.05466526278209514,-4.990152226662401,,,B1,C11,-0.12201750958072693,2,,0.6815892018189011,C11_S0_B1,C_Q1_Q2_R__S_baseline__B_B1,10,0.08714400094297649,0.1078982745382721,3.8376843350500742,0.10705652711025282,,S0,True,
-132.3174242036386,-98.2906503849158,1.4307571045116978,222,0.17170183997352245,6.544897850765071,2046,0.054657644788860926,-4.962991553715464,,,B2,C11,-0.12219822277100036,2,,0.9989041569036613,C11_S0_B2,C_Q1_Q2_R__S_baseline__B_B2,10,0.09610496421022875,0.10573210056546169,0.00035620149100004233,7.57430786685003,,S0,True,
