model_id,model_name,c_id,s_id,b_id,n_params,AIC,BIC,RMSE,DW,RSS,N,success,Sub,exp,q1,q2,q3,lambda,r_base,d0,alpha_d0,alpha_q1,alpha_q2,x_reset,k_reset,alpha_q3,r_low
C4_S2_B3,C_R__S_K_reset__B_B3,C4,S2,B3,9,-130.32030982586488,-99.69621338901436,0.1732545662107342,1.43908644591367,6.663806126257072,222,True,2046,1,0.6339192291143355,0.0158071981647073,0.8791580677322873,0.995,1.2849337442125983,-0.1271925056825444,0.0628417134155415,,,,0.2935897579252596,,
C5_S0_B1,C_Q1_R__S_baseline__B_B1,C5,S0,B1,9,-133.29542339955168,-102.67132696270116,0.1720975191022211,1.4262371011942858,6.575097450012938,222,True,2046,1,0.0930387656413151,0.0092050765778431,4.998740279818865,0.3367962580023184,1.8960309160028024,-0.1208285874946156,0.0548269184114989,4.999815096273616,,,,,4.090719037913801
C5_S0_B2,C_Q1_R__S_baseline__B_B2,C5,S0,B2,9,-133.84577779003942,-103.2216813531889,0.1718843300293848,1.4280516666712786,6.5588174859424075,222,True,2046,1,0.0912986262006036,0.0081392364050072,0.0048917966025149,0.3679712414976667,3.370023062125931,-0.1206155825834057,0.0546676189226333,4.999118559944595,,,,,4.043824670183399
C5_S0_B3,C_Q1_R__S_baseline__B_B3,C5,S0,B3,9,-133.3032624924854,-102.67916605563488,0.1720944806415533,1.4259998536952438,6.574865279337487,222,True,2046,1,0.0933582599983878,0.008670757778612,3.9761275980926687,0.005,0.614289443020096,-0.1209315786854133,0.0546924404280429,4.99999999318863,,,,,4.116193292276682
C5_S1_B1,C_Q1_R__S_x_reset__B_B1,C5,S1,B1,10,-131.30491024095826,-97.27813642223546,0.172093841975131,1.425933263842358,6.574816478959028,222,True,2046,1,0.0942075798169317,0.0081916614109368,4.960020456118561,0.995,1.925986921777581,-0.1208483956728004,0.0548005329024403,4.999999656177787,,,,,4.164350127088987
C5_S1_B2,C_Q1_R__S_x_reset__B_B2,C5,S1,B2,10,-132.62277594234797,-98.59600212362515,0.1715837962102891,1.4304432138335827,6.535901805069356,222,True,2046,1,0.078584898023399,0.0058259379905164,0.0114029819822048,0.999998013164279,8.076178231653639,-0.1210476204945275,0.05556744626157,4.999999999999997,,,,,3.537317829807972
C5_S1_B3,C_Q1_R__S_x_reset__B_B3,C5,S1,B3,10,-131.2969635917479,-97.2701897730251,0.1720969221139414,1.4259038696760469,6.575051833442429,222,True,2046,1,0.0936384931675545,0.0085047387567735,2.178721453784315,0.9983725295014336,9.704180446226262,-0.1208675752971299,0.0547855909772787,4.999117259953641,,,,,4.132299904391526
C5_S2_B1,C_Q1_R__S_K_reset__B_B1,C5,S2,B1,10,-134.00426397360977,-99.97749015488697,0.1710507498784871,1.4657225688775046,6.495355705546391,222,True,2046,1,0.109789791801933,0.0109744814369275,4.266717646623797,0.437121660050708,2.8269441679282865,-0.120351528312677,0.0565225667008809,4.999999877381242,,,,,3.919163370563973
C5_S2_B2,C_Q1_R__S_K_reset__B_B2,C5,S2,B2,10,-134.3835029496059,-100.35672913088312,0.170904710654608,1.4657631852356094,6.484269267513636,222,True,2046,1,0.1048494040084661,0.0105099876117578,0.0197163884086667,0.3163830001873836,7.007620810023254,-0.1202502594818945,0.0564989602246356,4.999978320394398,,,,,3.807760606403504
C5_S2_B3,C_Q1_R__S_K_reset__B_B3,C5,S2,B3,10,-134.00426397360977,-99.97749015488697,0.1710507498784871,1.4657225688775046,6.495355705546391,222,True,2046,1,0.109789791801933,0.0109744814369275,4.266717646623797,0.437121660050708,2.8269441679282865,-0.120351528312677,0.0565225667008809,4.999999877381242,,,,,3.919163370563973
C6_S0_B1,C_Q2_R__S_baseline__B_B1,C6,S0,B1,9,-128.55992633993367,-97.93582990308316,0.173942854279117,1.40541849826163,6.716857875158081,222,True,2046,1,0.4367699080434357,0.3326755548809988,0.0250000000000003,0.8488455039445874,3.648903442862792,-0.1292204330855164,0.0620003344895564,,,,,,0.9052649296923534
C6_S0_B2,C_Q2_R__S_baseline__B_B2,C6,S0,B2,9,-129.2862582657781,-98.66216182892757,0.1736585367886931,1.4076381966219569,6.694917802708954,222,True,2046,1,0.3867810467050663,0.0766873782984755,0.0942456547085623,0.6584259451689152,0.5559403651045607,-0.1290799315358018,0.0633532945572209,,,,,,0.8757135933897664
C6_S0_B3,C_Q2_R__S_baseline__B_B3,C6,S0,B3,9,-128.5547770300734,-97.93068059322287,0.173944871600848,1.4048390076868895,6.7170136750842815,222,True,2046,1,0.4426363984701258,0.3117399578348133,2.011155744605388,0.9548531796871288,1.3240927625887753,-0.1288883244902864,0.0613755695502135,,,,,,0.9011795117606975
C6_S1_B1,C_Q2_R__S_x_reset__B_B1,C6,S1,B1,10,-126.75932628196551,-92.73255246324273,0.1738647542613067,1.4081255749110029,6.710827515904494,222,True,2046,1,0.3891463725800311,0.3304351956448964,0.0250000000000003,0.4432018385904694,1.1922018056729289,-0.1303536548653984,0.0644067251471183,,-4.902730201902347,0.150858876753169,,,0.8127523013770183
C6_S1_B2,C_Q2_R__S_x_reset__B_B2,C6,S1,B2,10,-127.3298152762658,-93.303041457543,0.1736415014830655,1.4103164588305557,6.693604370279148,222,True,2046,1,0.3874160512706451,0.3343327748149653,0.0004253948494365,0.4837443526801658,0.4989168834569585,-0.1300659461737851,0.0639484370317184,,-4.968458751183224,0.1242257380922284,,,0.810646430159567
C6_S1_B3,C_Q2_R__S_x_reset__B_B3,C6,S1,B3,10,-126.7689428987204,-92.7421690799976,0.1738609885572477,1.4079656337260875,6.710536821946963,222,True,2046,1,0.3939082818200437,0.346737699123076,0.0223708735298018,0.417837824245656,1.148149158048242,-0.1302500867349532,0.0641666176639242,,-4.987808018764887,0.1281617120910581,,,0.828030117915321
C6_S2_B1,C_Q2_R__S_K_reset__B_B1,C6,S2,B1,10,-129.0138184632273,-94.9870446445045,0.1729841613691266,1.439009458431537,6.643021458776769,222,True,2046,1,0.5831309592068286,0.2274526418215148,4.998660974639839,0.8480008497776209,0.9794972398451316,-0.1283730818277653,0.0636298540526712,,-4.973946301614935,,,,0.8732439204231077
C6_S2_B2,C_Q2_R__S_K_reset__B_B2,C6,S2,B2,10,-129.74054725176362,-95.7137734330408,0.1727012565393003,1.4430292153130262,6.6213107302762175,222,True,2046,1,0.5010631863189973,0.0916898144816098,0.09513894779434,0.6292927273099779,0.1495000000000004,-0.128821687142094,0.0657733721061444,,-4.994032613629784,,,,0.8465245345698554
C6_S2_B3,C_Q2_R__S_K_reset__B_B3,C6,S2,B3,10,-129.00706300856498,-94.98028918984218,0.1729867933410849,1.4412448420296065,6.643223608835731,222,True,2046,1,0.5954530042676828,0.2115544713568714,1.0418152590568663,0.995,1.086299045007626,-0.1276263502856662,0.0627043667712496,,-4.946479228489181,,,,0.8897374785018681
C7_S0_B1,C_Q3_R__S_baseline__B_B1,C7,S0,B1,9,-127.26966707976052,-96.64557064291,0.1744490655227609,1.3978193000114538,6.756009774511727,222,True,2046,1,0.4735447109730883,0.0250794796367757,2.111219771898977,0.995,0.6957109499525973,-0.1280895453788363,0.061651838418112,,,,,,0.8745206834293098
C7_S0_B2,C_Q3_R__S_baseline__B_B2,C7,S0,B2,9,-130.93625454919783,-100.3121581123473,0.1730143832174356,1.4205899619250728,6.645342849624345,222,True,2046,1,0.3670987723324531,0.0043421708319817,0.7820152519225905,0.7855620016038644,7.410124647228709,-0.1290576998290634,0.0633259171751838,,,,,,0.8502764342357719
C7_S0_B3,C_Q3_R__S_baseline__B_B3,C7,S0,B3,9,-127.26966707976052,-96.64557064291,0.1744490655227609,1.3978193000114538,6.756009774511727,222,True,2046,1,0.4735447109730883,0.0250794796367757,2.111219771898977,0.995,0.6957109499525973,-0.1280895453788363,0.061651838418112,,,,,,0.8745206834293098
C7_S1_B1,C_Q3_R__S_x_reset__B_B1,C7,S1,B1,10,-125.7106148116051,-91.6838409928823,0.1742759017044075,1.403533104012189,6.742603961104316,222,True,2046,1,0.380709729406653,0.0348362239449295,4.9987048600078525,0.9012968155055672,0.479168293026997,-0.1302892184653516,0.0654898831816426,,,0.2591165224004741,,,0.7497525078252788
C7_S1_B2,C_Q3_R__S_x_reset__B_B2,C7,S1,B2,10,-128.621697652751,-94.5949238340282,0.173137000672912,1.4198952588557603,6.654765462446651,222,True,2046,1,0.3626295829882694,0.0049016732455202,0.4512879519753027,0.7855935288709321,1.7355012572863708,-0.1293848209535613,0.064094951996368,,,0.0002713753969822,,,0.8558187311006581
C7_S1_B3,C_Q3_R__S_x_reset__B_B3,C7,S1,B3,10,-125.70629714503237,-91.67952332630956,0.1742775964541685,1.4033479255933523,6.7427350989369295,222,True,2046,1,0.3817687837283686,0.034825748503263,0.2070944279282042,0.0003508895913332,2.413793648766271,-0.1303345623742997,0.065561382834922,,,0.2474660777046787,,,0.7517520443454344
C7_S2_B1,C_Q3_R__S_K_reset__B_B1,C7,S2,B1,10,-128.31488104941997,-94.28810723069716,0.173256684602757,1.4387880140061011,6.66396908461771,222,True,2046,1,0.6315299822614686,0.0164266284595488,4.93572936197898,0.0023794458278545,0.1913039572844564,-0.1270577768538375,0.062570020642631,,,,0.2921758033097218,2.8902534675834457e-16,0.8639187679439164
C7_S2_B2,C_Q3_R__S_K_reset__B_B2,C7,S2,B2,10,-131.2305811537165,-97.20380733499373,0.1721226542475613,1.451323772708638,6.57701819936007,222,True,2046,1,0.4398774602102571,0.0056743020683831,0.8233514750683294,0.7507247398004878,6.856223016024634,-0.1295812872538712,0.0667218723340506,,,,0.2592334143508142,-4.654129908899444,0.7705431551340823
C7_S2_B3,C_Q3_R__S_K_reset__B_B3,C7,S2,B3,10,-128.3173532467851,-94.2905794280623,0.1732557199101293,1.438904390383778,6.663894874910136,222,True,2046,1,0.6315241012462985,0.016008478471955,0.0233309309010785,0.3268371294266526,4.60427759294401,-0.1275467883402261,0.0640615526606628,,,,0.2907035894521641,-3.595153580164261,0.8612890977012866
C8_S0_B1,C_Q1_Q2__S_baseline__B_B1,C8,S0,B1,9,-130.5771287223637,-99.9530322855132,0.1731543811193938,1.4135812967842325,6.6561016135865465,222,True,2046,1,0.0701061394313782,0.0907055452704315,3.8629217850336,0.995,0.3575504175232551,-0.1277033743434139,0.0597991337141843,,,,,,
C8_S0_B2,C_Q1_Q2__S_baseline__B_B2,C8,S0,B2,9,-134.17343663034106,-103.54934019349054,0.1717575312809096,1.4269802153745776,6.549144200480207,222,True,2046,1,0.0140760005562168,0.0076021528257087,0.0093113542601458,0.645259854750833,0.100308532420311,-0.1260264867657239,0.0596471611677768,,,,,,
C8_S0_B3,C_Q1_Q2__S_baseline__B_B3,C8,S0,B3,9,-130.5771287223637,-99.9530322855132,0.1731543811193938,1.4135812967842325,6.6561016135865465,222,True,2046,1,0.0701061394313782,0.0907055452704315,3.8629217850336,0.995,0.3575504175232551,-0.1277033743434139,0.0597991337141843,,,,,,
C8_S1_B1,C_Q1_Q2__S_x_reset__B_B1,C8,S1,B1,10,-128.61912070547805,-94.59234688675524,0.173138005551778,1.4133665718932025,6.654842710551346,222,True,2046,1,0.0415516786259009,0.0544007802250474,4.998863897205814,0.8746263638002609,0.2136219589752947,-0.1276636999075873,0.0597119464400956,,,,,,
C8_S1_B2,C_Q1_Q2__S_x_reset__B_B2,C8,S1,B2,10,-132.16779861987092,-98.14102480114812,0.1717597123099817,1.4268938709827208,6.549310527563305,222,True,2046,1,0.0142338324167962,0.0077695392165463,0.0092324681678928,0.6432006125091794,0.1006502345096655,-0.1260130012383656,0.0595862089750042,,,,,,
C8_S1_B3,C_Q1_Q2__S_x_reset__B_B3,C8,S1,B3,10,-128.53185358643324,-94.50507976771044,0.1731720387497117,1.4140930231052322,6.65745921105043,222,True,2046,1,0.0865663740379632,0.1252554752120658,3.3457826085624216,0.0041236402408453,0.4445481549226766,-0.1279866202238676,0.0602565095874656,,,,,,
C8_S2_B1,C_Q1_Q2__S_K_reset__B_B1,C8,S2,B1,10,-134.15520316283985,-100.12842934411702,0.1709926105237535,1.4811851933015674,6.490940973527628,222,True,2046,1,0.0249097447379074,0.0130519109733402,4.996659942909319,0.0449999711620708,0.1000001732041161,-0.1232498500678664,0.0589900956263395,,,,0.3543135959603108,,
C8_S2_B2,C_Q1_Q2__S_K_reset__B_B2,C8,S2,B2,10,-135.9996182180166,-101.9728443992938,0.1702837655004015,1.478697674316224,6.437236496045056,222,True,2046,1,0.0175752755493601,0.0088636254616214,0.0097311985741054,0.5302530401507326,0.100001542516997,-0.1229712297162917,0.0595894247674988,,,,0.3153898775663615,,
C8_S2_B3,C_Q1_Q2__S_K_reset__B_B3,C8,S2,B3,10,-134.15265853849587,-100.12588471977308,0.1709935905084522,1.4809079446654998,6.491015374883839,222,True,2046,1,0.0248681985233724,0.0132035902814507,3.125503435994794,0.995,0.1000005333758482,-0.1232846559329512,0.0590149583822914,,,,0.3535453761227483,,
C9_S0_B1,C_Q1_Q3__S_baseline__B_B1,C9,S0,B1,9,-129.52182096761047,-98.89772453075994,0.173566427274324,1.4072426854380158,6.6878176382436525,222,True,2046,1,0.0588245032222299,0.0047457462532809,4.342569975162073,0.0009473462337873,0.2637911212139485,-0.1261758133901035,0.0590083006748857,1.6717397853163718,,,,-4.533511681322031,
C9_S0_B2,C_Q1_Q3__S_baseline__B_B2,C9,S0,B2,9,-134.04719551567484,-103.42309907882432,0.1718063734993852,1.4380709582957891,6.552869454452278,222,True,2046,1,0.0070448137422712,0.0007196411821019,0.025228577780702,0.7047398250891629,0.1007801158816944,-0.1265303847494227,0.0617758095756789,3.00318497268279,,,,-1.3779532577377842,
C9_S0_B3,C_Q1_Q3__S_baseline__B_B3,C9,S0,B3,9,-129.37348523713453,-98.749388800284,0.1736244236797427,1.4075336725361751,6.692287790583263,222,True,2046,1,0.140742039246295,0.011891316361742,0.0026597968900561,0.9458296946444448,0.6222072386557091,-0.1263843162333684,0.0593848521291144,1.62937210788304,,,,0.0,
C9_S1_B1,C_Q1_Q3__S_x_reset__B_B1,C9,S1,B1,10,-127.56696202900795,-93.54018821028517,0.1735487818363139,1.4071838305306223,6.686457888264805,222,True,2046,1,0.0352654311702425,0.0027566424742718,4.557565018126911,0.1611761029167342,0.1585144409755448,-0.126068418450172,0.0588095975285668,1.6876449446234891,,,,-4.8243181754515465,
C9_S1_B2,C_Q1_Q3__S_x_reset__B_B2,C9,S1,B2,10,-131.12574588743018,-97.09897206870738,0.1721632998663794,1.4308798295435448,6.580124804235556,222,True,2046,1,0.060088775620364,0.0019497235713965,0.314761340345084,0.7758733695301971,0.3647589135577594,-0.127671371205714,0.0623781454108658,1.7009166213276352,,,,-4.979219641828181,
C9_S1_B3,C_Q1_Q3__S_x_reset__B_B3,C9,S1,B3,10,-127.45978551830508,-93.43301169958228,0.173590679579581,1.407408641624816,6.689686736191971,222,True,2046,1,0.0628224130978911,0.0062518482624189,0.1744940084241457,0.996421554959991,0.285704096827802,-0.1265274300827958,0.0596399356319498,1.654042428323492,,,,-1.3049591392124182e-18,
C9_S2_B1,C_Q1_Q3__S_K_reset__B_B1,C9,S2,B1,10,-133.76802347451166,-99.74124965578886,0.1711417856143715,1.4832478758611156,6.502271393887159,222,True,2046,1,0.0269218683908658,0.0011908624497685,4.635854981873831,0.9997447047755622,0.1000119562608984,-0.1225790886589163,0.0594047292996942,1.88716012902671,,,,8.03503649958375e-19,
C9_S2_B2,C_Q1_Q3__S_K_reset__B_B2,C9,S2,B2,10,-132.6041282257696,-98.5773544070468,0.1715910027715361,1.4582167381001272,6.536450835535373,222,True,2046,1,0.1626577536033084,0.0060525402296938,0.6976275502030063,0.7439942263733368,0.752881865141879,-0.1273289785154877,0.064374198999214,1.6953013534526995,,,,-4.890005349145247,
C9_S2_B3,C_Q1_Q3__S_K_reset__B_B3,C9,S2,B3,10,-133.76872519980526,-99.74195138108246,0.1711415151314326,1.4824928901202272,6.502250840729088,222,True,2046,1,0.0262916079043694,0.0012030714497564,4.0923983056714395,0.01613426280543,0.1000000048752476,-0.1226081156162425,0.0593773793515758,1.9236106836638356,,,,-4.548189439479424,
