model_id,model_name,c_id,s_id,b_id,n_params,AIC,BIC,RMSE,DW,RSS,N,success,Sub,exp,q1,q2,q3,lambda,r_base,d0,alpha_d0,alpha_q1,alpha_q2,x_reset,k_reset,alpha_q3,r_low
C12_S1_B1,C_Q1_Q3_R__S_x_reset__B_B1,C12,S1,B1,11,-139.16688415748212,-101.34801175932697,0.1704520378351426,1.876976362951039,6.682396356495165,230,True,82622,1,0.8551304261409919,0.3590243393137848,2.8740311404185195,0.1608391765089045,2.22434119275867,0.0545837028995148,-0.105541926009839,-0.8415604160873491,,0.2179758248315017,,-7.040269225423834e-16,0.715552281753299
C12_S1_B2,C_Q1_Q3_R__S_x_reset__B_B2,C12,S1,B2,11,-141.30217474024673,-103.48330234209158,0.1696626439514294,1.9034997981550896,6.6206449330955905,230,True,82622,1,0.6490844288162196,0.1645385844298278,1.2773914119187142,0.9959441772115968,7.055666813097023,0.0588741056198777,-0.10755316064071,-0.2291584938955631,,0.4597024818023278,,-4.0197779949713235,0.7879481087675608
C12_S1_B3,C_Q1_Q3_R__S_x_reset__B_B3,C12,S1,B3,11,-139.16688415748212,-101.34801175932697,0.1704520378351426,1.876976362951039,6.682396356495165,230,True,82622,1,0.8551304261409919,0.3590243393137848,2.8740311404185195,0.1608391765089045,2.22434119275867,0.0545837028995148,-0.105541926009839,-0.8415604160873491,,0.2179758248315017,,-7.040269225423834e-16,0.715552281753299
C12_S2_B1,C_Q1_Q3_R__S_K_reset__B_B1,C12,S2,B1,11,-138.57654657195957,-100.75767417380442,0.1706709266172758,1.867088280983482,6.699569994251899,230,True,82622,1,0.9819724507456684,0.3657867968022476,1.1306543539635832,0.3997442474309483,2.1419058202639425,0.0558397387371034,-0.1104151402189418,-0.9976325255090676,,,,-4.424412631490907,0.7091744716988149
C12_S2_B2,C_Q1_Q3_R__S_K_reset__B_B2,C12,S2,B2,11,-139.21452325472887,-101.39565085657372,0.1704343861813499,1.8791401452495784,6.681012398393108,230,True,82622,1,0.8959419271150888,0.3761639877743139,0.0343950684452642,1.0580579392757364e-06,8.445785631623345,0.0584198572840377,-0.115161267241074,-2.4061349912885026,,,,3.6225951177241114,0.6562608280217542
C12_S2_B3,C_Q1_Q3_R__S_K_reset__B_B3,C12,S2,B3,11,-138.57663936875932,-100.75776697060417,0.1706708921874623,1.8670905817873271,6.699567291214812,230,True,82622,1,0.9821533482300752,0.3657947503373217,4.415863415014666,0.6273843499747164,8.152282165898425,0.0558393592042986,-0.1104138547058775,-0.9981040178109662,,,,-4.462233719254105,0.7091519372840197
C13_S0_B1,C_Q2_Q3_R__S_baseline__B_B1,C13,S0,B1,10,-141.09728548744636,-106.7164923982144,0.170477829427851,1.8696859196431403,6.684418775079235,230,True,82622,1,0.6191390682862025,1.028278666164642,1.8534810096384131,0.9954806525164972,1.161352559253508,0.0575848650739975,-0.1118022808670697,,,,,-3.5615180313399626,0.8239930855473749
C13_S0_B2,C_Q2_Q3_R__S_baseline__B_B2,C13,S0,B2,10,-141.72232748573722,-107.34153439650528,0.1702463436830027,1.880483007983762,6.666278033609146,230,True,82622,1,0.494265112653297,1.339191409892197,0.0639620308135446,0.6519431175609697,7.146354603672129,0.0581865580535802,-0.1123791746691291,,,,,2.4187489349423203,0.8113322355012053
C13_S0_B3,C_Q2_Q3_R__S_baseline__B_B3,C13,S0,B3,10,-141.09721406333554,-106.71642097410358,0.1704778558979126,1.869948917735391,6.684420850856373,230,True,82622,1,0.6189753224290881,1.0276321399201425,0.7351588246140954,0.995,2.0188787715406327,0.0573281181583282,-0.1113475668640478,,,,,-4.944486988033568,0.823881421149883
C13_S1_B1,C_Q2_Q3_R__S_x_reset__B_B1,C13,S1,B1,11,-139.46419310201233,-101.64532070385718,0.1703419062217918,1.876650041316425,6.673763953512953,230,True,82622,1,0.5925454437782314,0.863360261902499,2.4993777962053105,0.995,2.071844055932424,0.0563879498568522,-0.1078052222432224,,,0.1649207834597298,,-3.2153070422186403,0.8165662042106727
C13_S1_B2,C_Q2_Q3_R__S_x_reset__B_B2,C13,S1,B2,11,-141.57104182865618,-103.75216943050104,0.1695635061854478,1.9098357383688664,6.612910004877557,230,True,82622,1,0.5526028919663116,0.051082414598789,1.2321886270720783,0.9959838058159004,3.223250968330719,0.0591204973904641,-0.1085445152763136,,,0.4956647864715222,,-3.882181189351747,0.8013358018956395
C13_S1_B3,C_Q2_Q3_R__S_x_reset__B_B3,C13,S1,B3,11,-139.46380980490983,-101.64493740675468,0.1703420481600228,1.8775908802779209,6.673775075410856,230,True,82622,1,0.5880069499303717,0.8260650644505378,4.671526069475279,0.6595304685605348,5.231211490402189,0.0562040047203235,-0.1073414448437924,,,0.1881260687043439,,-4.986452368545304,0.8153180620936606
C13_S2_B1,C_Q2_Q3_R__S_K_reset__B_B1,C13,S2,B1,11,-139.0950853754186,-101.27621297726344,0.1704786448000682,1.8696064758277455,6.684482716559603,230,True,82622,1,0.6270253079920756,1.0262698514165811,0.0100550115549293,0.7901971560203574,5.0791830900352695,0.0574971168112413,-0.111646653994968,,-1.8345673320674345,,0.0001516290390257,-3.1081654230826445,0.8294360926044211
C13_S2_B2,C_Q2_Q3_R__S_K_reset__B_B2,C13,S2,B2,11,-140.17255569951573,-102.35368330136058,0.170079795403143,1.884996979936509,6.6532414650062455,230,True,82622,1,0.0044658411340151,1.4586424689758193,0.1466949898954419,8.878836849255264e-09,8.374317012209698,0.0617489244510899,-0.1189041735473,,-2.4112704402917884,,0.0012810649917354,2.403327785074612,0.7805801898013136
C13_S2_B3,C_Q2_Q3_R__S_K_reset__B_B3,C13,S2,B3,11,-139.0836528489771,-101.26478045082196,0.1704828818127512,1.8694588383528297,6.684814987971517,230,True,82622,1,0.6204000397877051,1.0216678097607022,2.343448873272401,0.0050000000000001,5.4504918203275805,0.0576005190288637,-0.1118906777461946,,-1.8078063865173395,,0.001649118384106,-3.227308385780869,0.8227212463636128
C14_S0_B1,C_Q1_Q2_Q3__S_baseline__B_B1,C14,S0,B1,10,-140.87824033278744,-106.49744724355548,0.1705590277644993,1.8652937512801209,6.690787848953392,230,True,82622,1,1.3893354964589557,2.985419304987624,3.9803783314455954,0.0029313530567816,2.5479154435951368,0.058409121297751,-0.113936045129829,-1.9264476986258987,-3.0815920668490495,,,,
C14_S0_B2,C_Q1_Q2_Q3__S_baseline__B_B2,C14,S0,B2,10,-141.7344084213668,-107.35361533213484,0.1702418725784124,1.879117095271737,6.6659278911710125,230,True,82622,1,0.5252947348777504,10.806038016318032,0.3140070139517191,7.220036970711147e-08,6.276180122501134,0.0618908296833622,-0.1203919333248441,-2.590664806071335,3.665433329299929,,,,
C14_S0_B3,C_Q1_Q2_Q3__S_baseline__B_B3,C14,S0,B3,10,-140.93413395875575,-106.5533408695238,0.1705383047572175,1.8645191595858113,6.689162079577088,230,True,82622,1,5.2330435591467985,11.626351167017472,2.377202363480513,0.0035505186878812,9.974488618569412,0.0578086115610615,-0.1131893175191578,-1.870150550002589,-3.3612328697450264,,,,
C14_S1_B1,C_Q1_Q2_Q3__S_x_reset__B_B1,C14,S1,B1,11,-139.40534484748596,-101.5864724493308,0.1703636996241657,1.8740779083070325,6.675471734415585,230,True,82622,1,2.47366774086401,5.13596630060627,0.0213363579158158,0.3293043358611449,5.377314257028248,0.0567864440248799,-0.1088565584145482,-1.58899051284781,-3.2057084540973806,,,,
C14_S1_B2,C_Q1_Q2_Q3__S_x_reset__B_B2,C14,S1,B2,11,-141.15253949331975,-103.3336670951646,0.1697178431715871,1.9020312206156025,6.624953646887553,230,True,82622,1,1.5852830623949363,0.5752265371427572,2.5005323604379246,0.9941220502329532,3.3299192816305614,0.0584561976206319,-0.1086531557859247,0.1834022193116511,-2.699365838355249,,,,
C14_S1_B3,C_Q1_Q2_Q3__S_x_reset__B_B3,C14,S1,B3,11,-139.39453315288458,-101.57566075472944,0.1703677038457692,1.873955699147658,6.675785538146341,230,True,82622,1,2.2739711457763354,4.5146516903967715,2.0770477168020367,0.005,4.833486395050503,0.0568348479399809,-0.1088813369629781,-1.5880276722893378,-4.470581248656786,,,,
C14_S2_B1,C_Q1_Q2_Q3__S_K_reset__B_B1,C14,S2,B1,11,-138.9006230032842,-101.08175060512906,0.1705507289087544,1.8652827245809116,6.690136760200711,230,True,82622,1,1.9997169670378472,4.377624966875031,3.364820767340176,0.005,3.7651349384535058,0.0579759674483339,-0.11331989916091,-1.883433452841386,5.505217375291138e-19,,9.731376240994912e-05,,
C14_S2_B2,C_Q1_Q2_Q3__S_K_reset__B_B2,C14,S2,B2,11,-139.73575842096733,-101.91688602281218,0.1702413729564064,1.879104105415387,6.665888765198927,230,True,82622,1,1.0613876441353725,13.881445140637142,0.1519184474121748,8.235403931002684e-10,7.971127637037753,0.061974154931098,-0.1206173615547094,-2.60384464695348,4.892926441516772,,1.5118733566110904e-07,,
C14_S2_B3,C_Q1_Q2_Q3__S_K_reset__B_B3,C14,S2,B3,11,-138.9006230032842,-101.08175060512906,0.1705507289087544,1.8652827245809116,6.690136760200711,230,True,82622,1,1.9997169670378472,4.377624966875031,3.364820767340176,0.005,3.7651349384535058,0.0579759674483339,-0.11331989916091,-1.883433452841386,5.505217375291138e-19,,9.731376240994912e-05,,
C15_S0_B1,C_Q1_Q2_Q3_R__S_baseline__B_B1,C15,S0,B1,11,-139.16683188435476,-101.3479594861996,0.1704520572048417,1.8689670223423207,6.682397875233407,230,True,82622,1,0.8833222223712189,0.928958867975654,4.891712044182661,0.4949854767268651,3.2950056901941345,0.0571026417710386,-0.1106084583102904,-0.7307070508693065,-1.81960411980678,,,-1.1083230173159378e-20,0.7452996949382021
C15_S0_B2,C_Q1_Q2_Q3_R__S_baseline__B_B2,C15,S0,B2,11,-140.25487456568172,-102.43600216752657,0.1700493616569642,1.8832545164969836,6.650860641986435,230,True,82622,1,0.5348482443328122,1.325352730787156,0.0402616373239229,4.730602284736777e-07,6.900800536874648,0.0611141740522711,-0.1175631965120486,-2.4443355618954428,-2.3107435745764273,,,3.8685422527076696,0.7140981332023854
C15_S0_B3,C_Q1_Q2_Q3_R__S_baseline__B_B3,C15,S0,B3,11,-139.16683188435476,-101.3479594861996,0.1704520572048417,1.8689670223423207,6.682397875233407,230,True,82622,1,0.8833222223712189,0.928958867975654,4.891712044182661,0.4949854767268651,3.2950056901941345,0.0571026417710386,-0.1106084583102904,-0.7307070508693065,-1.81960411980678,,,-1.1083230173159378e-20,0.7452996949382021
C15_S1_B1,C_Q1_Q2_Q3_R__S_x_reset__B_B1,C15,S1,B1,12,-137.49756090078134,-96.240609193703,0.1703295502907023,1.875498004586987,6.67279581151357,230,True,82622,1,0.794234058416338,0.7787849641229709,0.5279120767462635,0.0007411772813559,3.458876442904593,0.056108525498428,-0.1071014425270297,-0.6287492061733936,-1.488129259272459,,,-3.264270275775848,0.7488114362180436
C15_S1_B2,C_Q1_Q2_Q3_R__S_x_reset__B_B2,C15,S1,B2,12,-139.3611131463557,-98.10416143927736,0.169640906983547,1.9065880808504216,6.6189485841061035,230,True,82622,1,0.6278066710210268,0.0916545099424642,0.7738469959484021,0.9945297475767484,1.0126454731151138,0.057884255210802,-0.1070596540198513,-0.2772883077724977,1.097382334193935,,,-2.6723004922865163,0.7757472196236076
C15_S1_B3,C_Q1_Q2_Q3_R__S_x_reset__B_B3,C15,S1,B3,12,-137.49150231686764,-96.2345506097893,0.1703317936878095,1.8739114327498536,6.6729715864085,230,True,82622,1,0.7717846429175748,0.8135927386530697,0.0023458046686624,0.5637589086344432,1.5567317467729922,0.0575336675299615,-0.1096892065732585,-0.5788990264970627,-1.5669814432455496,,,-3.2867597046626886,0.7520005855883918
C15_S2_B1,C_Q1_Q2_Q3_R__S_K_reset__B_B1,C15,S2,B1,12,-137.1642501634795,-95.90729845640112,0.1704530138589052,1.8689660331533116,6.682472884724353,230,True,82622,1,0.8794771148034367,0.9245925181516907,1.0128934501427942,0.995,1.11891656853658,0.057093734233216,-0.1106179695571787,-0.7246092896082686,-1.80436630399982,,,-4.5135013647575635,0.7446859482829855
C15_S2_B2,C_Q1_Q2_Q3_R__S_K_reset__B_B2,C15,S2,B2,12,-138.2554229694,-96.99847126232166,0.1700491589272976,1.883365144225749,6.650844783932705,230,True,82622,1,0.5251297912487786,1.3338387710836792,0.0686193273602456,1.993004681867e-09,0.5495057057007915,0.0611392053027597,-0.1176531950546154,-3.2314306786459235,-2.316007465924082,,,3.219724509703522,0.7203358394630169
C15_S2_B3,C_Q1_Q2_Q3_R__S_K_reset__B_B3,C15,S2,B3,12,-137.15697803669423,-95.90002632961588,0.1704557085670048,1.8685952674723147,6.68268417410833,230,True,82622,1,0.8866286436307297,0.9440417275798474,3.827182052015574,0.995,0.3270605318756214,0.057198256583385,-0.1107498238531552,-0.696640691035278,-1.8703678444073195,,,-4.321122199839179,0.7675920474449139
C1_S0_B1,C_Q1__S_baseline__B_B1,C1,S0,B1,8,71.3018187882836,97.96356913440655,0.2765512117817692,1.84670560277436,15.83147855675875,207,True,118354,1,1.3670736385959197,0.8482761679611109,3.443096105216866,0.0020875922223019,3.337198128703072,0.0776305955208908,-0.1688977181413513,3.168127269829218,,,,,
C1_S0_B2,C_Q1__S_baseline__B_B2,C1,S0,B2,8,71.30228352891567,97.9640338750386,0.2765515222278009,1.846724425540576,15.831514100428365,207,True,118354,1,1.1191803615869522,0.7051739791750934,0.0511701431550206,0.0063502221913838,2.794209381909882,0.0776116451872081,-0.1688559852514198,3.1985597049186394,,,,,
C1_S0_B3,C_Q1__S_baseline__B_B3,C1,S0,B3,8,71.30159389305553,97.96334423917848,0.2765510615522258,1.8466795970632472,15.83146135665224,207,True,118354,1,1.6031355807090928,0.9984247921330502,4.7745625445659385,0.460736309751084,3.918287643780736,0.0776415514519737,-0.1689173295462366,3.16707763824223,,,,,
C1_S1_B1,C_Q1__S_x_reset__B_B1,C1,S1,B1,9,73.30172619671805,103.29619533610636,0.2765511499307866,1.846610363101834,15.831471475304363,207,True,118354,1,1.533010569170117,0.9523105383430992,4.9750000000000005,0.5577653033993043,3.727207242127861,0.0776514862262122,-0.1689437620353762,3.158352562454845,,3.6636305098201027e-10,,,
C1_S1_B2,C_Q1__S_x_reset__B_B2,C1,S1,B2,9,73.30317408619203,103.29764322558034,0.2765521171196736,1.8464806699520429,15.831582211058343,207,True,118354,1,1.3859347339713846,1.241112483852202,1.3017050387253415,0.0008457988614993,5.040847715487434,0.0776852042978991,-0.1689360130897005,3.621334610925551,,1.4889749946498862e-06,,,
C1_S1_B3,C_Q1__S_x_reset__B_B3,C1,S1,B3,9,73.30218457393508,103.2966537133234,0.2765514561259959,1.8466675093596148,15.831506532279596,207,True,118354,1,1.87948278526472,1.2336900004662918,4.683622969854566,0.4523036860304282,4.673578627949556,0.0776499927743975,-0.1689901343241056,3.1843214151932675,,1.6334847652297893e-08,,,
C1_S2_B1,C_Q1__S_K_reset__B_B1,C1,S2,B1,9,72.82664573834063,102.82111487772896,0.2762339791775231,1.8558477362924295,15.795178729215392,207,True,118354,1,0.2614612899344014,0.1845414538819041,0.4365350272162405,0.7544680315821579,0.6908271842372807,0.0793307167438484,-0.173082333491039,3.9686472632282,,,,,
C1_S2_B2,C_Q1__S_K_reset__B_B2,C1,S2,B2,9,72.8722287350293,102.86669787441762,0.2762643952784264,1.854044069837317,15.798657332400804,207,True,118354,1,1.1814909207032096,0.9091768901421808,0.0130334873257265,0.0154418071558014,3.0475124197013836,0.0794310090448672,-0.1733119023471765,3.900470615668096,,,,,
C1_S2_B3,C_Q1__S_K_reset__B_B3,C1,S2,B3,9,72.8516338154163,102.84610295480462,0.2762506525211895,1.8534404616900504,15.797085564805284,207,True,118354,1,0.6509481106703656,0.4085257710083878,4.996002127790945,0.9480789598377796,1.5118710782997036,0.0795512107535039,-0.1734109573349804,3.6973609213303456,,,,,
C2_S0_B1,C_Q2__S_baseline__B_B1,C2,S0,B1,8,71.6547629851955,98.31651333131846,0.276787078359796,1.8539594662285013,15.858494956619037,207,True,118354,1,12.18666437981442,0.2849137660203577,4.098889353366773,0.8772765640371583,8.610849309348144,0.0793195383621947,-0.1765642376460897,,,,,,
C2_S0_B2,C_Q2__S_baseline__B_B2,C2,S0,B2,8,71.6529554605558,98.31470580667876,0.2767858699096222,1.8541302686035857,15.858356480796653,207,True,118354,1,13.517135106888228,0.3089530915345767,0.0003735509034286,0.0014783986856731,9.572320651520275,0.0793067176194405,-0.1765081890696864,,,,,,
C2_S0_B3,C_Q2__S_baseline__B_B3,C2,S0,B3,8,71.67252423382064,98.33427457994358,0.2767989532138306,1.8537648443477068,15.85985572355639,207,True,118354,1,12.935135467986926,0.318083244167497,3.249554660422934,0.9959774847816616,9.14069016056236,0.0792400946090673,-0.1764052213908936,,,,,,
C2_S1_B1,C_Q2__S_x_reset__B_B1,C2,S1,B1,9,73.66070710612215,103.65517624551046,0.2767910524363078,1.853922195553912,15.858950348721372,207,True,118354,1,8.397311406115998,0.1929800090683271,3.427813413990199,0.4419517057639824,5.905480970842499,0.0792413588851002,-0.176338653858677,,,1.9667620410597614e-09,,,
C2_S1_B2,C_Q2__S_x_reset__B_B2,C2,S1,B2,9,73.65248610005133,103.64695523943963,0.2767855561118399,1.8542529288520584,15.85832052293308,207,True,118354,1,11.135094852314602,0.3256733439665649,2.8983314429765437,5.3772022586330135e-09,9.983672283045632,0.0793406350871951,-0.1766307321077667,,,1.048400798055728e-07,,,
C2_S1_B3,C_Q2__S_x_reset__B_B3,C2,S1,B3,9,73.68046819434358,103.6749373337319,0.2768042645690327,1.8551087917514504,15.860464382905835,207,True,118354,1,3.6647744549096872,0.0905949877704032,3.423254461766592,0.4589659230806806,2.6509441887264553,0.079408142527476,-0.1768929149466076,,,3.627589153043508e-14,,,
C2_S2_B1,C_Q2__S_K_reset__B_B1,C2,S2,B1,9,73.45938139743089,103.4538505368192,0.2766564833358646,1.8528041978696244,15.84353362275588,207,True,118354,1,7.2518560034397295,0.1787085327994125,4.721257913301658,0.9984677284122728,4.317572067034951,0.0814004158344272,-0.1808125273703119,,4.999734443385606,,0.0790897369601814,,
C2_S2_B2,C_Q2__S_K_reset__B_B2,C2,S2,B2,9,73.45370665419887,103.4481757935872,0.2766526912012108,1.8527108742448704,15.843099290616603,207,True,118354,1,7.645571018370011,0.276469913246818,3.710428081315937,0.0018607967252233,6.747346674832396,0.0814004091384936,-0.1807857616187036,,4.99771125833427,,0.0794960636892631,,
C2_S2_B3,C_Q2__S_K_reset__B_B3,C2,S2,B3,9,73.46251617664574,103.45698531603406,0.2766585781674516,1.852768677689192,15.843773556842637,207,True,118354,1,6.397489009733826,0.1590813553163455,0.6377526924873604,0.005,3.814543838678894,0.0813846171889789,-0.1807791643170172,,4.994103679552498,,0.0777746810213392,,
C3_S0_B1,C_Q3__S_baseline__B_B1,C3,S0,B1,8,73.07147732729207,99.73322767341504,0.2777358704467153,1.8362386407125868,15.967403242688489,207,True,118354,1,7.213389000830286,1.8907450068580844,4.975,0.5946564023574689,4.513708112717175,0.081253769888458,-0.1756829823749413,,,,,,
C3_S0_B2,C_Q3__S_baseline__B_B2,C3,S0,B2,8,71.6777647736428,98.33951511976576,0.2768024570426181,1.854519475509206,15.860257246539902,207,True,118354,1,7.818206111211206,9.210084125309751e-05,0.1791047086090317,0.9999897565250502,5.533292728697387,0.0792758440170262,-0.1763954649493874,,,,,,
C3_S0_B3,C_Q3__S_baseline__B_B3,C3,S0,B3,8,73.0920542412383,99.75380458736126,0.2777496750098371,1.835181904148961,15.96899056739052,207,True,118354,1,3.709843983779554,0.964648573240338,0.0160109670266033,0.5525316311711885,2.2978426769521914,0.0778867681176466,-0.1696108775278777,,,,,,
C3_S1_B1,C_Q3__S_x_reset__B_B1,C3,S1,B1,9,75.05589011187458,105.0503592512629,0.2777254138106129,1.8354808507347244,15.966200933589167,207,True,118354,1,16.03701105090228,4.174851709734776,4.633221234198198,0.9991950356825704,9.985738981589147,0.0796725707143815,-0.1730170754856025,,,,,,
C3_S1_B2,C_Q3__S_x_reset__B_B2,C3,S1,B2,9,74.74976825067631,104.74423739006464,0.2775201326604155,1.831789357131536,15.942606774593912,207,True,118354,1,0.4541299014472005,0.8722240698201918,4.9874817548479715,0.0071876219731947,1.726081219488098,0.0800805016081104,-0.1739767238483673,,,,,,
C3_S1_B3,C_Q3__S_x_reset__B_B3,C3,S1,B3,9,75.05589011187458,105.0503592512629,0.2777254138106129,1.8354808507347244,15.966200933589167,207,True,118354,1,16.03701105090228,4.174851709734776,4.633221234198198,0.9991950356825704,9.985738981589147,0.0796725707143815,-0.1730170754856025,,,,,,
C3_S2_B1,C_Q3__S_K_reset__B_B1,C3,S2,B1,9,74.78454575432966,104.77901489371796,0.2775434463387188,1.836216327380608,15.945285473353676,207,True,118354,1,12.586436957316511,3.257494515339032,0.9711081012535256,0.9963644659541192,6.3366433013819865,0.0777244179032718,-0.1694163225447054,,,,0.0885592948050053,,
C3_S2_B2,C_Q3__S_K_reset__B_B2,C3,S2,B2,9,73.54326244736883,103.53773158675716,0.2767125427256597,1.8529325066042088,15.849955079451918,207,True,118354,1,9.891854255615751,0.1307623469555786,0.2771855073009617,0.932327663195611,5.71131491093646,0.0860428127647536,-0.1809502743010606,,,,0.0912827017028791,,
C3_S2_B3,C_Q3__S_K_reset__B_B3,C3,S2,B3,9,74.78354491838084,104.77801405776916,0.2775427753843162,1.8378342444197011,15.945208378782,207,True,118354,1,9.02551289231006,2.3499548945806605,4.976462506419833,0.3069328023414591,4.498984170850827,0.0819321094605328,-0.17790632722891,,,,0.0925446126871435,,
C4_S0_B1,C_R__S_baseline__B_B1,C4,S0,B1,8,72.3793886686189,99.04113901474186,0.2772719639995649,1.83104706277658,15.914106598176431,207,True,118354,1,1.402489908835435,0.2715311935985721,0.1128129065807602,0.0001156389543724,0.746583417580684,0.0808942508110733,-0.1720947057557696,,,,,,0.5456997059949922
C4_S0_B2,C_R__S_baseline__B_B2,C4,S0,B2,8,72.37425720984982,99.03600755597276,0.277268527282576,1.829711267734041,15.913712097839865,207,True,118354,1,0.0023027034021769,0.264521834345425,1.4299075480550678,0.0284541174879004,2.6100147766194413,0.0781900138982826,-0.1664636555725503,,,,,,0.5535308902354557
C4_S0_B3,C_R__S_baseline__B_B3,C4,S0,B3,8,72.37844865842357,99.04019900454652,0.2772713344387505,1.8308990506213216,15.914034330599208,207,True,118354,1,1.4063347869988068,0.2670602138130784,0.0248749999999988,0.0422124428186504,3.4421930267925593,0.0806761651104611,-0.1716605958757515,,,,,,0.5416378777693673
C4_S1_B1,C_R__S_x_reset__B_B1,C4,S1,B1,9,74.37745918788883,104.37192832727716,0.2772706717539976,1.8307572786376924,15.91395826088701,207,True,118354,1,1.4145527415157106,0.2561855936702198,4.144258671821984,0.9184284518305876,1.5884634210391773,0.0808287830945171,-0.1718195836952324,,,,,,0.5312693147599871
C4_S1_B2,C_R__S_x_reset__B_B2,C4,S1,B2,9,74.11436348744013,104.10883262682844,0.2770945230893441,1.834004863574312,15.893744568304992,207,True,118354,1,1.45132292727805,0.0088050525850727,0.2027794810971145,0.9997624677293636,6.7324993692876305,0.079772370826842,-0.17111632709265,,,,,,0.5304589267037662
C4_S1_B3,C_R__S_x_reset__B_B3,C4,S1,B3,9,74.3773488767394,104.37181801612772,0.2772705978746681,1.830745964816858,15.913949780275614,207,True,118354,1,1.4077598639642772,0.261119746351296,0.8830101197648923,0.9399178876890526,1.780783603384487,0.0808463280841729,-0.1718638168084594,,,,,,0.5312429243118479
C4_S2_B1,C_R__S_K_reset__B_B1,C4,S2,B1,9,74.06564451462938,104.0601136540177,0.2770619168906712,1.8328436493816065,15.890004298764577,207,True,118354,1,1.7171365494258726,0.2923479532129053,2.531531002617488,0.0049999999999998,4.27871697205788,0.0830500567407031,-0.1768105938599795,,,,,,0.4578862715304629
C4_S2_B2,C_R__S_K_reset__B_B2,C4,S2,B2,9,74.03312648863957,104.02759562802788,0.27704015565204,1.831629499751494,15.88750830364726,207,True,118354,1,0.0562242497693169,0.3197765024384217,1.90577821055862,0.1130727749660332,7.633473192639149,0.0849790263465695,-0.1806900027773341,,,,,,0.4517906082168491
C4_S2_B3,C_R__S_K_reset__B_B3,C4,S2,B3,9,74.06642153497452,104.06089067436284,0.2770624368977927,1.8328204930657184,15.890063945526885,207,True,118354,1,1.7271180789023362,0.2915518436138736,1.0575404867529254,0.0049999999999998,1.4552356359251224,0.082420492689285,-0.1756779389364165,,,,,,0.4656178317823097
C5_S0_B1,C_Q1_R__S_baseline__B_B1,C5,S0,B1,9,73.13378828133912,103.12825742072744,0.2764389904982561,1.8530356408724875,15.818632701812849,207,True,118354,1,0.2514774454480648,0.224553830498972,0.1267277070519066,0.9888773490969284,3.2239229003127248,0.075265376763538,-0.1664596906162686,1.9567090566327636,,,,,
C5_S0_B2,C_Q1_R__S_baseline__B_B2,C5,S0,B2,9,73.12711821109824,103.12158735048656,0.2764345367479409,1.853098915118881,15.818122993159076,207,True,118354,1,0.2290249125929114,0.2170748716163345,0.0605496091310276,0.0010861332602922,2.8900799325714353,0.0751815384737686,-0.1662755481944804,2.0248080523305276,,,,,
C5_S0_B3,C_Q1_R__S_baseline__B_B3,C5,S0,B3,9,73.14789369086043,103.14236283024874,0.2764484092219172,1.8512333998046444,15.819710652995028,207,True,118354,1,0.2998013969239491,0.2327910460768663,3.860121545485792,0.9982341162806248,3.0033171697694216,0.0757571310886781,-0.1670996146106088,1.6911996985185525,,,,,
C5_S1_B1,C_Q1_R__S_x_reset__B_B1,C5,S1,B1,10,75.13312138144002,108.4603093140937,0.2764385451915256,1.8526700638390243,15.818581738394688,207,True,118354,1,0.2600928582888825,0.220586741007602,3.608838610528016,0.3000440660229031,4.131502937215926,0.0753257201711107,-0.1665207828033716,4.7790351496877355,,1.2757872733342052e-17,,,1.9823475467626777
C5_S1_B2,C_Q1_R__S_x_reset__B_B2,C5,S1,B2,10,75.1244165836564,108.45160451631008,0.276432732833222,1.8531779349426003,15.81791654680021,207,True,118354,1,0.2510263891774059,0.19774160300276,3.4077815980319815e-08,0.3542295160350567,9.97955159820799,0.0749819269781453,-0.1659600270765588,4.991696138514732,,5.57296141972707e-09,,,2.1941615408264026
C5_S1_B3,C_Q1_R__S_x_reset__B_B3,C5,S1,B3,10,75.13429594037754,108.46148387303124,0.276439329476126,1.8533938948122644,15.8186714964105,207,True,118354,1,0.2475599707509967,0.2153326550549887,4.975,0.6964755448592497,9.434807602224993,0.0751559659137946,-0.1662569477428401,4.871513249295121,,1.0359588531349983e-10,,,1.9912141200337077
C5_S2_B1,C_Q1_R__S_K_reset__B_B1,C5,S2,B1,10,74.76177348496554,108.08896141761925,0.276190697736052,1.8563385421098668,15.79022941379694,207,True,118354,1,0.3296375570429439,0.2695788964185712,0.6486126349476914,0.3557089228901296,3.3570558152161647,0.0783191946756286,-0.1720697920923571,4.618516955548057,,,,,1.483808844624955
C5_S2_B2,C_Q1_R__S_K_reset__B_B2,C5,S2,B2,10,74.69296253445663,108.02015046711033,0.2761447958879499,1.858182443724816,15.784981297271482,207,True,118354,1,0.3036533357445247,0.2236544959592829,0.0036392156785023,0.9999997987848884,1.467512156898742,0.0779308454842051,-0.1714212488594201,4.999453101537879,,,,,1.7218592912783015
C5_S2_B3,C_Q1_R__S_K_reset__B_B3,C5,S2,B3,10,74.75515322652964,108.08234115918331,0.2761862812163,1.8566113688164745,15.78972441994246,207,True,118354,1,0.3285067399375768,0.246880312308548,0.0054633771996299,0.593366741501861,3.424694704445268,0.0782630097043695,-0.1718347634358921,4.641230313975744,,,,,1.5007128994356933
