AIC,BIC,DW,N,RMSE,RSS,Sub,alpha_d0,alpha_q1,alpha_q2,alpha_q3,b_id,c_id,d0,exp,k_reset,lambda,model_id,model_name,n_params,q1,q2,q3,r_base,r_low,s_id,success,x_reset
-122.17846957320282,-92.44872540067114,1.6012679895967337,201,0.17073524556596162,5.8592553397723135,26578,-0.001259355910858109,,-4.312187765856585,,B1,C10,0.206992165483557,1,,0.24693956550362037,C10_S0_B1,C_Q2_Q3__S_baseline__B_B1,9,0.4326736726381396,0.0012911654450991628,3.3395439040406423,0.3353402629285072,,S0,True,
-123.64454320922488,-93.9147990366932,1.6133314310566091,201,0.1701137168050866,5.816674005693481,26578,0.009957880801343619,,-3.829377591135596,,B2,C10,0.20164407221396372,1,,2.1489003765717038e-05,C10_S0_B2,C_Q2_Q3__S_baseline__B_B2,9,0.53516334058669,0.0050843729158546805,1.8728837550329074,0.6892933731531415,,S0,True,
-121.94929955701747,-92.21955538448579,1.6005839962914188,201,0.17083260515272491,5.865939575636629,26578,-0.0014819444816497678,,0.0,,B3,C10,0.20686807716606428,1,,0.9950000000000041,C10_S0_B3,C_Q2_Q3__S_baseline__B_B3,9,1.0086140549952416,0.003149915110623227,1.0982826321686017,0.7818687007838124,,S0,True,
-120.2869393752388,-87.25389029464804,1.6019596515431376,201,0.17068918307844844,5.856094241217605,26578,-0.0013161796277297419,,-5.548226899203733e-19,,B1,C10,0.20684425581789082,1,,0.3823993607921479,C10_S1_B1,C_Q2_Q3__S_x_reset__B_B1,10,0.4445276932425828,0.0004644033565241024,1.447384336155777,0.3449380738000954,,S1,True,3.823647158107279
-122.11035956689034,-89.07731048629958,1.6153617648291387,201,0.16991671218045618,5.803209504721414,26578,0.010347267638810278,,-4.740370892322453,,B2,C10,0.20163029856274509,1,,7.871915495372029e-15,C10_S1_B2,C_Q2_Q3__S_x_reset__B_B2,10,0.2286670562592634,0.0010444900723523007,0.8984347477080913,0.2713631124707549,,S1,True,2.971864690824587
-120.2869393752388,-87.25389029464804,1.6019596515431376,201,0.17068918307844844,5.856094241217605,26578,-0.0013161796277297419,,-5.548226899203733e-19,,B3,C10,0.20684425581789082,1,,0.3823993607921479,C10_S1_B3,C_Q2_Q3__S_x_reset__B_B3,10,0.4445276932425828,0.0004644033565241024,1.447384336155777,0.3449380738000954,,S1,True,3.823647158107279
-120.10759274067013,-87.07454366007937,1.6005283933387353,201,0.17076535064121595,5.861321800903104,26578,-0.0018327057040645512,,-3.7592799032164317,2.2695336286553e-11,B1,C10,0.20748900394233274,1,1.1662223647509427,0.03656787915129839,C10_S2_B1,C_Q2_Q3__S_K_reset__B_B1,10,0.30872781697001234,0.0018958956209447582,2.5192117141286956,0.2415799521454009,,S2,True,
-121.82812927357162,-88.79508019298086,1.6152114957127353,201,0.17003604671144584,5.811363693432655,26578,0.011266842341388727,,-4.003955642800481,6.339299000737907e-12,B2,C10,0.20106703722679597,1,2.3372509771008962,1.2121649002529862e-07,C10_S2_B2,C_Q2_Q3__S_K_reset__B_B2,10,0.3781637593434801,0.0020888243005930014,1.383237016271514,0.47163779350876545,,S2,True,
-120.32452388924187,-87.29147480865112,1.6024289909848852,201,0.1706732254413666,5.854999326394468,26578,-0.0016266202959899626,,-3.7480830831322502,0.0008088859943146063,B3,C10,0.2070294037419381,1,3.737170097157543,0.7908959543248133,C10_S2_B3,C_Q2_Q3__S_K_reset__B_B3,10,0.4126684600293055,0.0005252692468742662,4.661215565848277,0.3222580077499715,,S2,True,
-120.81857888993474,-87.78552980934398,1.6093525774202433,201,0.17046359816225223,5.840625497982783,26578,-0.002994575288705966,3.0126926833655236,4.701281323011546,,B1,C11,0.21076818247604792,1,,0.43926200097816814,C11_S0_B1,C_Q1_Q2_R__S_baseline__B_B1,10,0.5185148280073075,0.0013716489111968108,4.9815345730482,1.8210025899658944,3.290742738076555,S0,True,
