exp,model_id,model_name,q1,q2,q3,lambda,d0,alpha_d0,alpha_q1,alpha_q2,alpha_q3,r_base,r_low,x_reset,k_reset
1,C7_S0_B2,C_Q3_R__S_baseline__B_B2,0.33030344223155733,0.16327727782803544,1.8918475794912426,0.46349982029809317,-0.001237038269059681,-0.03223342624205739,,,-4.745336660019156,5.500906025023027,1.1163992111433758,,
1,C7_S0_B3,C_Q3_R__S_baseline__B_B3,0.6621841128340213,0.3296645875556022,2.492953032570504,0.5739807456286211,-0.0008566337006011503,-0.03288001409176495,,,-3.073830068078029,2.616172251207154,1.0875699808221753,,
1,C7_S1_B1,C_Q3_R__S_x_reset__B_B1,0.6748644133330765,0.23621604642849217,2.4588692927731137,0.609245515062843,-0.0007676420548188273,-0.032208690880014386,,,-3.335426031679977,2.8172945683059845,1.128374409563934,0.5304848549551632,
1,C7_S1_B2,C_Q3_R__S_x_reset__B_B2,0.49974938633801275,0.12420626246175574,1.402842775487215,0.6793815180150269,-0.0002638898424250626,-0.03173654103023469,,,-2.71791907784157,3.9266550102177846,1.156161786781122,0.5926227103473182,
1,C7_S1_B3,C_Q3_R__S_x_reset__B_B3,0.6771103988046527,0.23566688734350805,2.5253686722025814,0.5458937558663013,-0.0005984829931175938,-0.0325137796889869,,,-3.25383847582637,2.1881358036058076,1.1283174279477934,0.5302098347749516,
1,C7_S2_B1,C_Q3_R__S_K_reset__B_B1,0.7551957463770163,0.3383010253219703,2.887007086589632,0.5003396942938645,-0.0015175733133445599,-0.03158067953768971,,,-1.8949582887635879,4.124946792389637,1.0956472790392673,,0.05164200126176379
1,C7_S2_B2,C_Q3_R__S_K_reset__B_B2,0.37418332757341516,0.1370837251692495,2.0029797297289633,0.527145255569665,-0.0013346928408578243,-0.03247268198614927,,,-3.0303269918068083,4.16849893124295,1.1064738028931869,,0.055399240538308366
1,C7_S2_B3,C_Q3_R__S_K_reset__B_B3,0.7524987179992612,0.33852082447993465,2.4996135992556643,0.6893256340030649,-0.0012960145625051467,-0.03148762778373962,,,-1.5695290968308384,3.9558796886671215,1.0931151668169334,,0.05142168140009676
1,C8_S0_B1,C_Q1_Q2__S_baseline__B_B1,1.123393877237888,1.4740170573471147,2.42943365067124,0.44777130284615957,-0.002171102109240992,-0.03173981998810627,-0.0685906261880301,0.36037151582037164,,2.1020975659830183,,,
1,C8_S0_B2,C_Q1_Q2__S_baseline__B_B2,1.2815944094627867,0.9278959156384268,1.0712650689675134,0.4204606541954604,0.0006652863442484998,-0.031345867739275515,-1.9227956863983262,-1.4676917361251323,,3.0264530959550853,,,
1,C8_S0_B3,C_Q1_Q2__S_baseline__B_B3,1.003920520660548,1.1839329666601373,1.5395730630875308,0.5347232835395004,-0.0019940803701158226,-0.03197576823150426,-0.0938531195582831,-0.930913187925877,,1.8686106344909523,,,
1,C8_S1_B1,C_Q1_Q2__S_x_reset__B_B1,1.9615893778671813,1.5579702021367057,2.395702100044497,0.5414121308045128,-0.0014354584447331745,-0.031465072486468036,-1.4656572086816442,0.40442784203657506,,2.748422108634937,,0.33978492130097343,
1,C8_S1_B2,C_Q1_Q2__S_x_reset__B_B2,2.597630082140023,1.4042555287282592,0.8547373465628447,0.5369975741476808,-0.0007429995097739413,-0.030666674760969983,-1.1018332665071346,-0.7765596595330189,,3.909619918023454,,0.35771914927126325,
1,C8_S1_B3,C_Q1_Q2__S_x_reset__B_B3,1.8548325659639395,1.4028158330338931,2.1914197255112033,0.5068686163943183,-0.00139930109415393,-0.031588090001856556,-1.464865963496171,0.378654370048597,,2.722905677365826,,0.34124477166698164,
1,C8_S2_B1,C_Q1_Q2__S_K_reset__B_B1,1.261520350132573,1.3640455264434095,2.9592196435588067,0.4720865384078671,-0.0022474619733633193,-0.03057934183241751,-1.2513377704078672,-1.0101591980250695,,2.5269496213152105,,,0.097827376533087
1,C8_S2_B2,C_Q1_Q2__S_K_reset__B_B2,1.542189861481549,0.1253475368481938,0.9652261097370661,0.4652743293494893,0.0006071096912488324,-0.030177265104902543,-1.8131258830923342,-1.9928253321540068,,3.0229429098628917,,,0.09212711949869984
1,C8_S2_B3,C_Q1_Q2__S_K_reset__B_B3,1.3445074709815166,1.4081189663334661,2.573067882699054,0.32754562157285877,-0.0024384128842419453,-0.030070046466887202,-0.5045506510251134,-0.9910242701387941,,2.543828176700074,,,0.09773503775209842
1,C9_S0_B1,C_Q1_Q3__S_baseline__B_B1,1.2156315772303434,0.7604750092198604,3.1037680010648,0.5945157794485629,-0.002118356477606649,-0.03129357712151838,-1.3667156596393926,,-2.879517191656019,2.232621170990672,,,
1,C9_S0_B2,C_Q1_Q3__S_baseline__B_B2,1.19166628356379,0.1627410863692986,1.5137027723441863,0.4914708330512026,-0.0011026480791211137,-0.03156333511348075,-1.6199093175670227,,-2.2487178287141485,2.0623696088036785,,,
1,C9_S0_B3,C_Q1_Q3__S_baseline__B_B3,0.9742126361647858,0.5237972558339276,2.9432541911322687,0.559712955188082,-0.001873626028506804,-0.031751535806119065,-1.330015944168858,,-1.7348900979631836,1.6291511458259726,,,
1,C9_S1_B1,C_Q1_Q3__S_x_reset__B_B1,2.2166323714669622,0.7436235778116536,2.734271182601479,0.5691571048222472,-0.0013445417304865238,-0.03095706519412482,-1.0090277671035208,,-3.3476587697782407,3.107690515165857,,0.20471998677832945,
1,C9_S1_B2,C_Q1_Q3__S_x_reset__B_B2,1.949251754364762,0.18774523628768894,1.4432708289883516,0.6271937727293123,0.00010210130742249178,-0.02973364912813785,-1.548142171232084,,-2.593505134750691,2.4485350169869333,,0.2767404678292057,
1,C9_S1_B3,C_Q1_Q3__S_x_reset__B_B3,1.9108659566770867,0.6020090609307822,2.7550818411631655,0.593999970618788,-0.001309665013234495,-0.031048176459686452,-1.353699236827328,,-2.4453168032114645,2.636069550250905,,0.20965756889329495,
1,C9_S2_B1,C_Q1_Q3__S_K_reset__B_B1,1.2255390948546276,0.8412696942777171,2.5662904049549513,0.5200629699881729,-0.0024728954705044185,-0.029629868153009165,-1.2039561761428244,,-2.1977471135889215,2.016762355967178,,,0.10043939415111008
1,C9_S2_B2,C_Q1_Q3__S_K_reset__B_B2,1.077322240779526,0.18129399863049936,1.5398069106851582,0.5454915173489725,-0.002633722592658994,-0.029570428550696314,-1.857516314089321,,-2.791640561117403,2.1190159636852686,,,0.09858579274153421
1,C9_S2_B3,C_Q1_Q3__S_K_reset__B_B3,1.1535210785732073,0.7618981390836361,2.9625055255550787,0.370063617431358,-0.0024469879475570496,-0.029701852079820113,-0.9266910897105096,,-3.423055662116148,1.985049046200781,,,0.09989892105519842
2,C10_S0_B1,C_Q2_Q3__S_baseline__B_B1,5.1056264576794375,2.5785505578004693,2.365945860514509,0.4720551097338374,0.19553395517079294,-0.20606331636678996,,-2.9590341829130873,-2.6347278133267378,3.7678142125615905,,,
2,C10_S0_B2,C_Q2_Q3__S_baseline__B_B2,3.732820227086684,1.2643914294075764,1.5954514299807783,0.4954255672345989,0.19679648058613408,-0.20701921676438848,,-4.911265999010629,-0.35470372056562033,4.460293763066184,,,
2,C10_S0_B3,C_Q2_Q3__S_baseline__B_B3,4.574349234245027,2.7961065680495127,1.8388971883641212,0.4922579465384558,0.19603375815590984,-0.20664021475338423,,-2.933302986742151,-2.21253937156892,3.3705722975017847,,,
2,C10_S1_B1,C_Q2_Q3__S_x_reset__B_B1,4.764878813194657,2.12421401823704,2.6653171084338383,0.5313448071328607,0.19529445169413542,-0.20679364061229996,,-3.6158267693446433,-2.3549443321861925,3.623098939988225,,0.2837999939493081,
2,C10_S1_B2,C_Q2_Q3__S_x_reset__B_B2,3.9719756874918306,2.3322247121909845,0.9541685045824249,0.4201712582147908,0.1971101573868105,-0.2067402373297994,,-3.449837262807224,0.15963119901291686,4.444797046637967,,0.25873685596264906,
2,C10_S1_B3,C_Q2_Q3__S_x_reset__B_B3,4.8177447357815515,2.2177902547354567,2.685691710745814,0.5717864575235785,0.19502970966618677,-0.20645681392892562,,-3.8334774938206335,-2.5408488861074443,3.660952242165124,,0.28292843048230754,
2,C10_S2_B1,C_Q2_Q3__S_K_reset__B_B1,5.125777613625191,2.599298686316366,2.9435201867032803,0.4158282341348853,0.19595489421136703,-0.20649804527323792,,-2.4014298284447384,-2.7901525734981556,3.57393922747744,,,0.029814388055476714
2,C10_S2_B2,C_Q2_Q3__S_K_reset__B_B2,3.9995010799364508,2.234242387726728,1.4825879716687143,0.41230885782577303,0.19616019229741843,-0.20707387040115444,,-4.060105947045539,0.7812095831928552,4.564641888711555,,,0.0339339742344865
2,C10_S2_B3,C_Q2_Q3__S_K_reset__B_B3,4.956642364333493,2.318621736921032,3.0436884441358867,0.46796176346512514,0.19542157119283485,-0.20619345585899715,,-2.4275425022832375,-2.645469976507155,3.4389383858635725,,,0.029879407577277972
2,C11_S0_B1,C_Q1_Q2_R__S_baseline__B_B1,4.845299064581962,0.5413802819038481,2.0620426627796493,0.5504104332526983,0.1942490660144647,-0.2067436477457207,-1.2514589500024524,3.139300011159849,,1.7685905799229884,2.376136648413784,,
2,C11_S0_B2,C_Q1_Q2_R__S_baseline__B_B2,3.3918428692930833,0.2935389555770323,0.5949884360324065,0.44695122586859704,0.1940367861296232,-0.20530450106563466,-2.4678862630897567,-0.9300813207704562,,5.711448802925215,1.541704090241076,,
2,C11_S0_B3,C_Q1_Q2_R__S_baseline__B_B3,4.903253056895191,0.5381145209419395,2.415294890127756,0.35203747371120403,0.19422982220814056,-0.20662836439926438,-1.3453164314784412,1.7474753667810414,,2.765676931263509,2.905675826706158,,
2,C11_S1_B1,C_Q1_Q2_R__S_x_reset__B_B1,4.486315626351412,0.5232554981646597,2.518761879976049,0.4054580731389567,0.19338993028890458,-0.20651202092129572,-1.220818454862836,0.5444009288033402,,2.482240494909757,0.9921840626993178,0.3572448254774752,
2,C11_S1_B2,C_Q1_Q2_R__S_x_reset__B_B2,4.240688388162976,0.47494443972361766,0.5310474965078668,0.3910683604829788,0.19296654119073678,-0.2056062645047084,-2.114271532901355,-1.7914872516832074,,4.679216453865362,0.8587036295170616,0.47757040012257485,
2,C11_S1_B3,C_Q1_Q2_R__S_x_reset__B_B3,4.449177717918449,0.5367949241922537,2.9255348349369843,0.5109103600051514,0.19329653292335672,-0.2061814619937172,-1.1609461812531998,0.1563492186494215,,2.537248297620637,1.131591978738725,0.34255934798270105,
2,C11_S2_B1,C_Q1_Q2_R__S_K_reset__B_B1,4.4682620214371935,0.5270459588828986,2.9860337657561775,0.4984708740739529,0.19543764132892483,-0.20647203164368355,-1.7027373891736728,-0.2583616222701737,,2.0258967741128346,0.8457783370559923,,0.01815798357236185
2,C11_S2_B2,C_Q1_Q2_R__S_K_reset__B_B2,3.6395116048613856,0.29357364675906106,0.8343270559343406,0.4136636620042953,0.1941408744512729,-0.20446180462559455,-2.1680846495029074,-2.4515566363367953,,4.225025091666944,0.8625234014027053,,0.024421704622249515
2,C11_S2_B3,C_Q1_Q2_R__S_K_reset__B_B3,4.93732105140465,0.5291796548406459,2.1572501093714695,0.4765944878306168,0.19527939033717193,-0.20648589790115518,-1.868444584981422,-0.24292978340805513,,2.8825647040050826,1.035029961337328,,0.018011924429463692
2,C12_S0_B1,C_Q1_Q3_R__S_baseline__B_B1,3.4454703118150025,0.31343721935300967,2.1363091811084205,0.41578485977881063,0.193672753832432,-0.20511684989613113,-1.1571876155786733,,5.278635833742976e-19,2.1588942717765267,1.3808744625284706,,
2,C12_S0_B2,C_Q1_Q3_R__S_baseline__B_B2,3.646589362156931,0.005558244797432144,1.310729148953991,0.46269665726506715,0.19412140435813682,-0.20632951761364235,-1.7366151569534787,,0.1635974368236705,4.182543140806593,0.9815429074331827,,
2,C12_S0_B3,C_Q1_Q3_R__S_baseline__B_B3,4.031424359996078,0.31047574393866856,2.7141230388558113,0.4791913558105591,0.19306258932895692,-0.20496168829755784,-1.63640422521623,,-1.9605206656171703,1.9931882888877352,1.0708243662104535,,
2,C12_S1_B1,C_Q1_Q3_R__S_x_reset__B_B1,3.9241325790485124,0.3092326816374383,2.0062659964036027,0.41523158155624584,0.19274172677014006,-0.20489129803470296,-1.2415164154845415,,-2.0068891507975453,3.0870904746624817,1.3622283608931527,0.42180576723402885,
2,C12_S1_B2,C_Q1_Q3_R__S_x_reset__B_B2,4.162759531707176,0.2094753813331419,1.2841161183393774,0.47301859710409144,0.19375521749438995,-0.20657556343897943,-2.1373575124502113,,-1.1309030968443647,4.3778107843867,0.8172405406978371,0.4526222392163824,
2,C12_S1_B3,C_Q1_Q3_R__S_x_reset__B_B3,3.77420238785829,0.31579988281856664,2.437756922892146,0.5936645739579587,0.19266782970174742,-0.20486358319985742,-1.1150964218445116,,-1.6561319389090976,2.7272593375967933,1.4257086083604615,0.4380783547344473,
2,C12_S2_B1,C_Q1_Q3_R__S_K_reset__B_B1,4.075418313491075,0.34328569608430476,2.038363127745038,0.628967093550431,0.19392494334654123,-0.20522049733974568,-1.723616996951249,,-2.018438454573772,2.6661541869307928,1.1553727985320796,,0.03812232994519638
2,C12_S2_B2,C_Q1_Q3_R__S_K_reset__B_B2,3.8548828459865163,0.004653545157160783,1.4524137902670133,0.4542119594605412,0.1949812121191009,-0.20600806767437563,-1.4652047566772202,,-0.888710811617085,5.768017641060891,1.1147030768616877,,0.057999265695754046
2,C12_S2_B3,C_Q1_Q3_R__S_K_reset__B_B3,4.046226232786707,0.3588838083320811,2.2214584240612116,0.5564040950273754,0.19411231844766136,-0.20558220363412352,-1.7085699193008592,,-1.8832565019194856,2.92213876328802,1.1778457673373537,,0.03887815842501896
2,C13_S0_B1,C_Q2_Q3_R__S_baseline__B_B1,1.5067594043153925,1.665438801162451,2.4578242473823284,0.38753983057998603,0.19380337978430645,-0.20640820905043036,,-4.199855610059447,-2.142444309790284,2.108649812648783,1.0693118573100318,,
2,C13_S0_B2,C_Q2_Q3_R__S_baseline__B_B2,0.8056404932163058,1.9426110894011104,1.283165476433709,0.3597718502974583,0.19511794820735515,-0.20765932759298006,,-4.2496250843050145,-0.04645515646790727,5.113011651268891,1.1235259034620741,,
2,C13_S0_B3,C_Q2_Q3_R__S_baseline__B_B3,1.4838489771576064,1.6899077910696567,1.807254903464056,0.3865890810401073,0.19330409327006667,-0.20612599633499407,,-4.186423516823951,-2.6011127536674548,1.842913941409308,1.0759113371040379,,
2,C13_S1_B1,C_Q2_Q3_R__S_x_reset__B_B1,1.4712522834239559,1.8480650586824987,2.4827351727839395,0.5009322250330981,0.19269897962783125,-0.20644270921272992,,-2.5370352181040614,-2.4692088432031323,2.3768369276756594,1.1221542854476831,0.42068843415499924,
2,C13_S1_B2,C_Q2_Q3_R__S_x_reset__B_B2,0.9173763384865313,1.516325543015617,1.5679688239215062,0.4397227848788121,0.1943809816328861,-0.20666690481747627,,-3.6761892333106045,-1.5443356803022787,3.628336127695496,1.1723548387313565,0.5010902836029486,
2,C13_S1_B3,C_Q2_Q3_R__S_x_reset__B_B3,1.482350153642914,1.709897906317371,2.2469643438544717,0.407878787099932,0.1931821953153305,-0.20644128858955568,,-3.0949659166908976,-2.8665344405011663,2.61979187932416,1.125081068967042,0.4037832846921698,
2,C13_S2_B1,C_Q2_Q3_R__S_K_reset__B_B1,1.554031090467503,1.8278867923197835,2.02602364070218,0.5154692107087617,0.19376775703332513,-0.20625569325990628,,-0.8523085168804695,-2.064346118701864,3.9542444973073625,1.0624138092865012,,0.03208697423592132
2,C13_S2_B2,C_Q2_Q3_R__S_K_reset__B_B2,0.865693819367528,1.9766682818684946,1.332466370897511,0.3733225408613851,0.19489449953112306,-0.20687456762064238,,-1.7753192799782003,0.20505874827185686,3.9204410605638444,1.1354620793090175,,0.028236950509777346
2,C13_S2_B3,C_Q2_Q3_R__S_K_reset__B_B3,1.796827074622361,1.7752328036909923,2.853404698651048,0.6350260987994454,0.19391431822969912,-0.20668678361442294,,-1.9720632629622816,-2.8666280419332257,3.8186715540477962,1.0535032043269796,,0.03740229364581861
2,C14_S0_B1,C_Q1_Q2_Q3__S_baseline__B_B1,4.4494501368641215,1.5553125761985582,2.3831811674478174,0.48826305613642984,0.19572468552049935,-0.2052112282568192,-1.2093406913419111,-2.812111217991503,-1.7681956735939117,2.9580449343089494,,,
2,C14_S0_B2,C_Q1_Q2_Q3__S_baseline__B_B2,4.527285178649584,1.224358431515383,1.3673703490357747,0.4773636522255043,0.1982300482587224,-0.20796135439066593,-2.952609691301356,-0.6600104380122013,-1.725782625410374,3.722258582964279,,,
2,C14_S0_B3,C_Q1_Q2_Q3__S_baseline__B_B3,4.753244504682507,1.7811952445625558,2.512929518264737,0.4194610819337774,0.19581339092540126,-0.20517182981430118,-1.2094075151932218,-2.7548925436351985,-2.293381115815761,3.2105441335696243,,,
2,C14_S1_B1,C_Q1_Q2_Q3__S_x_reset__B_B1,4.330257920893051,1.468636927532868,2.4959334236557664,0.45640983186200845,0.19491049843795744,-0.20624018069893843,-0.049463476783207394,-2.9596897412002137,-2.852410163041374,3.3083959994566543,,0.3210398579171719,
2,C14_S1_B2,C_Q1_Q2_Q3__S_x_reset__B_B2,3.8339616498470757,0.46428861136325,0.9499366885721513,0.4244716246746156,0.19669098928148235,-0.2071941993197007,-0.7357945705328807,-2.2924765024434195,-1.3451873878387899,3.485546792262687,,0.435960518944863,
2,C14_S1_B3,C_Q1_Q2_Q3__S_x_reset__B_B3,4.679357831931989,1.4254196601130622,2.8666614078023946,0.5529293628741754,0.1951128205111033,-0.2066143401089648,0.20143650658149,-3.0756879198455263,-3.737526274697933,3.4401469790826296,,0.3170035552830712,
2,C14_S2_B1,C_Q1_Q2_Q3__S_K_reset__B_B1,5.522022422571705,1.869862257642186,2.548009240166837,0.42659470637200747,0.19432366091032344,-0.20409223910433782,0.6033978832247981,-2.8419401531798565,-3.093610088656911,3.2856458753683584,,,0.029730393148247537
2,C14_S2_B2,C_Q1_Q2_Q3__S_K_reset__B_B2,5.159504070566671,1.2237880947997049,1.7853852221178157,0.44673695806998276,0.19680679276706725,-0.20652881127092557,-0.08729077126930795,-2.736487217096492,0.07959152701110019,4.1274054464681535,,,0.037195790625068094
2,C14_S2_B3,C_Q1_Q2_Q3__S_K_reset__B_B3,5.6083106474924245,1.8551828199148617,3.0985569044666295,0.4951240254593776,0.19454923676897645,-0.20413560233199543,0.60486394488923,-2.982863854672212,-3.0447250348229353,3.5009859374316705,,,0.028337863379377368
2,C15_S0_B1,C_Q1_Q2_Q3_R__S_baseline__B_B1,4.424434854912399,0.5308878345395748,2.7531036769998334,0.6026934630225257,0.19466520107198146,-0.20683726398821703,-1.8441506330366315,-0.801289437520894,-2.4988614711023382,2.9344331007966704,2.8509793055679435,,
2,C15_S0_B2,C_Q1_Q2_Q3_R__S_baseline__B_B2,3.0472010062804036,0.9285614212317985,1.1362603769838382,0.36980686650607475,0.1943793554092621,-0.20701292938156513,-2.105669027445641,-2.962711923095736,-0.48932119055389867,4.655560434450165,1.4563768002271027,,
2,C15_S0_B3,C_Q1_Q2_Q3_R__S_baseline__B_B3,4.867899003094518,0.5301139314697122,2.438820744624393,0.47713438815195824,0.1942448483168267,-0.20675195823801,-2.236402113297201,-0.6132758432603888,-3.0340581180816844,3.5033175402962944,2.311278646776583,,
2,C15_S1_B1,C_Q1_Q2_Q3_R__S_x_reset__B_B1,4.472322798206686,0.5395559650851589,2.1935651792903417,0.5812631119880274,0.19356291182100957,-0.2064120661880491,-1.8570172066449862,-0.47393838718549924,-2.83381374884467,3.132489179337446,1.1109554094441334,0.34582109121463245,
2,C15_S1_B2,C_Q1_Q2_Q3_R__S_x_reset__B_B2,3.603136268205748,0.8166075991768635,1.0139317964825332,0.43267145068794655,0.1944442994994138,-0.20696373147651875,-1.7140166318993222,-2.8083754811828907,-0.745567319877339,5.888120457803558,0.6324887365423919,0.5024524839138171,
2,C15_S1_B3,C_Q1_Q2_Q3_R__S_x_reset__B_B3,4.629211011474201,0.5079110251446765,2.6840241334345287,0.6293029479966983,0.1935920958552008,-0.2066294781101511,-1.9509321792467658,0.23133510342152003,-3.2797725477070667,2.671536265146987,1.0679397145671525,0.35016023379024563,
2,C15_S2_B1,C_Q1_Q2_Q3_R__S_K_reset__B_B1,4.460299717629472,0.5403108686979781,2.844740894499441,0.621133348364018,0.19570125349159498,-0.2067207868804735,-2.016677562369768,-0.6120651716129818,-2.895805166491986,3.075536942645114,0.8476837079006216,,0.018101639565231274
2,C15_S2_B2,C_Q1_Q2_Q3_R__S_K_reset__B_B2,3.712330045187949,0.725965703410556,1.0885401068567448,0.37582581537039184,0.19521899531372622,-0.2065770859548641,-1.5189506695089663,-3.532157070914879,-0.10336588591521259,4.94994974209293,0.7821508246782838,,0.03206812842395055
2,C15_S2_B3,C_Q1_Q2_Q3_R__S_K_reset__B_B3,4.6513332695071705,0.5381575862337346,2.687425465383571,0.6908606879512968,0.19405043228756227,-0.20550656655510136,-2.052465681442222,0.030860183065453208,-2.7420580616138746,2.7479059834404427,0.9406491771857559,,0.017964144967158174
2,C1_S0_B1,C_Q1__S_baseline__B_B1,4.588338036906655,0.7259948330171517,2.92946989402768,0.7016474548562178,0.1944674962449455,-0.20364313604786055,-0.21630347853875884,,,3.1678862214101504,,,
2,C1_S0_B2,C_Q1__S_baseline__B_B2,5.437325358329683,0.05070454564878615,1.726559201203022,0.5087435583690957,0.19830496941901543,-0.20554448534523867,-0.4297423383335954,,,4.088958547410623,,,
2,C1_S0_B3,C_Q1__S_baseline__B_B3,4.492398369335367,1.028027323887019,2.994593423402675,0.6185252375095159,0.1949025317062077,-0.20417332441920052,-0.28161174918674325,,,3.1241767016044757,,,
2,C1_S1_B1,C_Q1__S_x_reset__B_B1,3.9717520714949925,0.6788211522904798,2.9267915871145123,0.5386554790669471,0.19391442463489084,-0.20477977454556975,-0.17850947909925122,,,3.5557403173677145,,0.4734194825682349,
2,C1_S1_B2,C_Q1__S_x_reset__B_B2,4.809897756426439,0.2654117153407663,1.4421155293641272,0.44544231805358864,0.19608847047639258,-0.20596724118404142,-0.7758586283751338,,,4.069890512280673,,0.46565158342532503,
2,C1_S1_B3,C_Q1__S_x_reset__B_B3,4.049334271435655,0.6810579120813466,2.934008587174631,0.6134782328324886,0.1938446823946017,-0.20475811484579134,-0.17654547217280367,,,3.5131046081684203,,0.47488833949839715,
2,C1_S2_B1,C_Q1__S_K_reset__B_B1,4.828415102516456,0.23600417202274834,2.504959562638827,0.49251613416865764,0.19558922796375866,-0.2046565595051362,-0.26831357905467373,,,2.930279359886661,,,0.02750715884019946
2,C1_S2_B2,C_Q1__S_K_reset__B_B2,6.990256357796676,0.0413229987593466,1.9022549445852988,0.5268274746542448,0.1976014833086304,-0.20439300736296992,-0.3160386444145424,,,4.31231564326639,,,0.012283727247404681
2,C1_S2_B3,C_Q1__S_K_reset__B_B3,5.944699307694635,0.30502375296431317,2.0023462209542924,0.4131217445108311,0.19460468279979481,-0.20409536802363723,-0.26425324694856145,,,3.464646731219794,,,0.029322731880428245
2,C2_S0_B1,C_Q2__S_baseline__B_B1,5.242587993602641,2.323990519015265,1.9750186266657095,0.46687714264505775,0.19577698371270638,-0.20647916019100832,,-2.977914558598941,,3.8879247880546886,,,
2,C2_S0_B2,C_Q2__S_baseline__B_B2,5.246600696778913,2.734467252789798,2.1236947637654082,0.44387486783783686,0.19869288895309048,-0.20582925433682384,,-3.0671483954842778,,4.903495789691906,,,
2,C2_S0_B3,C_Q2__S_baseline__B_B3,4.743427967759235,2.7531645939786484,2.762609647547786,0.4224583407801114,0.19561943230443984,-0.20624114223319204,,-2.9850985742694967,,3.5738961749307205,,,
2,C2_S1_B1,C_Q2__S_x_reset__B_B1,4.901226511157438,2.4468974023890877,2.460484188469278,0.5202222391489166,0.19503917667449694,-0.20636983625813057,,-3.8744533659654605,,3.733291964555512,,0.2845489528563499,
2,C2_S1_B2,C_Q2__S_x_reset__B_B2,4.0533720713694175,2.521971285042039,2.1434701153017155,0.2563482167136229,0.19553468452871112,-0.20636709624551813,,-4.881879384508404,,4.503904374390873,,0.28109496886609125,
2,C2_S1_B3,C_Q2__S_x_reset__B_B3,5.107729326849797,2.530951181541842,2.2476457936205674,0.4628152670836865,0.1948537537410603,-0.2061588625799323,,-3.8737291474637194,,3.8192025191516916,,0.2854963353221768,
2,C2_S2_B1,C_Q2__S_K_reset__B_B1,5.746146561862393,2.1860353643626684,1.7756905016745916,0.634161074729992,0.19550802962913327,-0.20617205222763088,,-2.170946319450926,,4.179327407891648,,,0.030136483504692613
2,C2_S2_B2,C_Q2__S_K_reset__B_B2,4.764247808230338,1.807916005568475,2.178148546787036,0.5063854340898762,0.19901965923833378,-0.20544748480193478,,-2.640541468838542,,4.401430095406405,,,0.04222769991126973
2,C2_S2_B3,C_Q2__S_K_reset__B_B3,3.9807502629811937,2.4511000065930797,1.73735778109854,0.48312682016322805,0.19696244737901825,-0.20686993088533845,,-2.2640879394130247,,2.987376552192814,,,0.030242703611042195
2,C3_S0_B1,C_Q3__S_baseline__B_B1,5.026380262127382,1.0160916258018267,2.4725482108536507,0.5548187115340766,0.19488904634007048,-0.2053803537880574,,,-3.9897960344186436,3.5607955601776387,,,
2,C3_S0_B2,C_Q3__S_baseline__B_B2,3.888783117113542,0.03292768107738913,1.7830725616992391,0.5985808366590532,0.19768050412006677,-0.20681041763931482,,,-1.6474134791178596,4.032015682266826,,,
2,C3_S0_B3,C_Q3__S_baseline__B_B3,5.217377347208764,1.176011755109224,2.564839730570561,0.6035252547920854,0.19486279148280342,-0.20556938374037584,,,-2.978688610928176,3.604457732153544,,,
2,C3_S1_B1,C_Q3__S_x_reset__B_B1,5.4700982383226675,0.9788965536117828,2.1831870707776257,0.4637774680095221,0.1945842826701141,-0.205635164337842,,,-3.1721689432590225,3.7641143580488903,,0.1742727482167941,
2,C3_S1_B2,C_Q3__S_x_reset__B_B2,4.102241293932487,0.22056931374312752,1.7755249482547613,0.5964828138359844,0.19715189046305684,-0.20679966274461858,,,-0.38897020554475054,4.589002142848393,,0.35457090395100993,
2,C3_S1_B3,C_Q3__S_x_reset__B_B3,5.343286910055326,0.9318609963030613,2.992372816750537,0.3223319284604042,0.1944947622924193,-0.2056412941838868,,,-2.7044728429399885,3.7000169112513435,,0.18052806514445602,
2,C3_S2_B1,C_Q3__S_K_reset__B_B1,4.747735555877124,0.5253131250645736,2.339370544761382,0.40167318388224227,0.19554216537649768,-0.20551289934201422,,,-3.5036563351937002,3.339695870945985,,,0.020325481037241286
2,C3_S2_B2,C_Q3__S_K_reset__B_B2,3.8675152813885565,0.06451925404659693,1.920261890436879,0.5227690822149554,0.19745554136254337,-0.20672029551446747,,,-0.5502192056563556,4.153017154635318,,,0.04258695163439786
2,C3_S2_B3,C_Q3__S_K_reset__B_B3,4.9808050313549215,0.6301199565743677,2.9291062547194686,0.3915467406702416,0.1956566185172182,-0.20549691170000964,,,-2.7346905096850893,3.443428086201972,,,0.02021161566819785
2,C4_S0_B1,C_R__S_baseline__B_B1,1.8387805562500221,0.2912116635990691,2.105491241267827,0.5639633406472867,0.19302482774040355,-0.2052614861711403,,,,2.566371346642995,0.9454080159147239,,
2,C4_S0_B2,C_R__S_baseline__B_B2,0.9931018019095048,0.13693887154581016,0.8964320886877836,0.49068242734681516,0.19427690000642198,-0.2061413458563914,,,,5.285445844988623,0.9875669712231044,,
2,C4_S0_B3,C_R__S_baseline__B_B3,1.8371805069846354,0.2937108661614544,2.611255782677929,0.4624465394213609,0.19293761498322964,-0.20510457413730593,,,,3.4204626800347087,0.9522861987964246,,
2,C4_S1_B1,C_R__S_x_reset__B_B1,1.6749138280986762,0.2902311152236532,2.7819069048996337,0.5879088832670752,0.19276478619818088,-0.2057565671524613,,,,2.5485267058745213,1.1129853192948,0.49643094050979253,
