exp,model_id,model_name,q1,q2,q3,lambda,d0,alpha_d0,alpha_q1,alpha_q2,alpha_q3,r_base,r_low,x_reset,k_reset
1,C13_S1_B2,C_Q2_Q3_R__S_x_reset__B_B2,0.3868532941643101,0.15296396339281418,1.8044361139218017,0.6500899867754047,-0.0004481863737055227,-0.03195427870008118,,-0.026047578511740766,-3.743646611637682,6.012319577104654,1.1715638919391655,0.2399963639622768,
1,C13_S1_B3,C_Q2_Q3_R__S_x_reset__B_B3,0.6187944982928402,0.7505857217852848,2.828780651660642,0.5028895637919324,-0.0006350391145570881,-0.03306803286037388,,-0.3936606028666692,-2.398674998389612,2.4539229942050005,1.1413360891703734,0.21492598521046058,
1,C13_S2_B1,C_Q2_Q3_R__S_K_reset__B_B1,0.6893503002628549,1.1833370196611932,2.5661463459748806,0.4095515158356258,-0.0014776529048421,-0.031517813972172716,,-1.16672846150374,-2.6113460895095213,2.8553801330155326,1.106893655855903,,0.07872392032812224
1,C13_S2_B2,C_Q2_Q3_R__S_K_reset__B_B2,0.17944149383071223,1.0965935053312863,2.0555309136132944,0.3719701251770846,-0.0014530564001336169,-0.031672113103735744,,-1.332841183300434,-1.6897638819013374,5.448728378416157,1.1461561924084795,,0.08357650043335912
1,C13_S2_B3,C_Q2_Q3_R__S_K_reset__B_B3,0.6915512880598169,1.182538404483523,2.5646081543300636,0.46696860841226046,-0.0013142236295981278,-0.03181657424772189,,-1.1677984328429292,-2.8822427406678006,3.0105041637633523,1.1060123720413633,,0.07860513066737938
1,C14_S0_B1,C_Q1_Q2_Q3__S_baseline__B_B1,1.140715891001724,1.4784008978385967,2.497752299456473,0.5507042699050181,-0.0020606155612731053,-0.031833322168600235,-0.5107516356623051,-3.3584049902250683,-2.744638782675486,2.0609786323541694,,,
1,C14_S0_B2,C_Q1_Q2_Q3__S_baseline__B_B2,1.0141614998665132,1.369404044150002,1.441234304913707,0.46134885654309693,-0.001148880213783391,-0.03231374447559316,-0.8675963558201865,-2.165691957419557,-3.324776169934498,1.8981522392629935,,,
1,C14_S0_B3,C_Q1_Q2_Q3__S_baseline__B_B3,1.339521328357436,1.7059375953922016,2.061755576062856,0.5540988867387351,-0.002266563990743705,-0.03159123551728426,-0.8222974686133068,-2.4384544313133403,-3.1341088965008743,2.5198614163688227,,,
1,C14_S1_B1,C_Q1_Q2_Q3__S_x_reset__B_B1,2.13270912386624,1.3282517034602068,2.401801095780335,0.3710105175982971,-0.0013902347655406833,-0.03152720097301965,-0.21202672408757567,-2.268219814514184,-2.3367224961830275,2.8440458626646374,,0.3908318278730372,
1,C14_S1_B2,C_Q1_Q2_Q3__S_x_reset__B_B2,2.20628628089762,0.3883633848410108,1.6220237822987507,0.5878827698805237,-7.260541766628024e-05,-0.029590796474729054,-0.7256761872946678,-2.726802648044486,-2.3710393302587462,2.808059463297303,,0.35149234133801277,
1,C14_S1_B3,C_Q1_Q2_Q3__S_x_reset__B_B3,2.368148303778714,1.6071176270934424,2.623387378719981,0.36087510081204566,-0.0013473365773181993,-0.03159022113624239,-0.25812355151083977,-2.6137310599728925,-2.4945714183554863,2.86535796556802,,0.3876431549427226,
1,C14_S2_B1,C_Q1_Q2_Q3__S_K_reset__B_B1,1.135649999879963,1.1085989919439663,2.1998389342268547,0.49900632798230543,-0.0025256954548936407,-0.02998786391497984,-0.8128376682917213,-2.344413533866961,-2.0555643340446954,2.226609019313059,,,0.05598483532538826
1,C14_S2_B2,C_Q1_Q2_Q3__S_K_reset__B_B2,1.2765625019554734,1.5644371989236923,1.6111329727789832,0.48223922795464325,0.0001264187692781257,-0.031038906074066064,-1.3044803365976971,-2.41563717811977,-1.592064705827855,2.8157177646213625,,,0.04460750934738092
1,C14_S2_B3,C_Q1_Q2_Q3__S_K_reset__B_B3,1.1834878367545674,1.0013671804960025,2.417533110920516,0.29133793026475635,-0.002497505032461216,-0.029833362852803972,-0.8541566864356903,-1.480320761853954,-2.1686829911646885,2.051207075769351,,,0.057187881417513374
1,C15_S0_B1,C_Q1_Q2_Q3_R__S_baseline__B_B1,1.549972085815427,0.7326599149867697,3.1218491097850842,0.5263151451909971,-0.0012319623065809042,-0.032503909064110784,-1.6667748172419976,-1.066888074991227,-2.5383078684165175,3.2088104175006733,1.072369986016837,,
1,C15_S0_B2,C_Q1_Q2_Q3_R__S_baseline__B_B2,1.233490169307846,0.8743006793635673,1.4934328764462939,0.41291975197193287,-0.0013014700590156622,-0.033148662159603375,-2.36182644303249,-2.3151581668878722,-2.053380917055215,4.495041763007207,1.1726509504719573,,
1,C15_S0_B3,C_Q1_Q2_Q3_R__S_baseline__B_B3,1.543593225031659,0.74050507130608,2.7768937033404733,0.5445676356177556,-0.0011810147248381745,-0.03262842234179647,-1.7109574747239662,-1.1760300599609177,-2.991114316483758,2.6126965769710475,1.0823796080020913,,
1,C15_S1_B1,C_Q1_Q2_Q3_R__S_x_reset__B_B1,1.874007067527122,0.5223088344716008,2.319498513204455,0.42071388756504285,-0.0012961756670611848,-0.03128289020975681,-0.7280537610775224,-1.2557773910571333,-2.0976788607205745,3.490629311735107,0.8167139839586796,0.5482963272904148,
1,C15_S1_B2,C_Q1_Q2_Q3_R__S_x_reset__B_B2,1.6906704733966202,0.1855108674302837,1.198715412061644,0.7265277728016925,-0.000488938493742631,-0.029620796610556745,-2.136434597132646,-0.25748575674629903,-3.537395341479561,5.075558937768344,0.910903924022962,0.5943646995705248,
1,C15_S1_B3,C_Q1_Q2_Q3_R__S_x_reset__B_B3,1.8880779819013518,0.5425312592175716,2.400167891170117,0.5462290595321124,-0.001261341996517877,-0.03138632837683113,-0.7901119688937169,-1.1693501525242276,-2.7144344316308757,3.4459219429313195,0.8162341355754907,0.5498581365242309,
1,C15_S2_B1,C_Q1_Q2_Q3_R__S_K_reset__B_B1,2.0762488043782032,0.7355477716133462,3.0039574271456733,0.5042988132387305,-0.0014764919340193095,-0.031241477552709455,-1.7915815012902199,-1.1074460269029087,-2.7352269780215104,3.6360158521832076,0.7359207246660943,,0.04474537356832239
1,C15_S2_B2,C_Q1_Q2_Q3_R__S_K_reset__B_B2,1.756791647970134,0.883839310044868,1.5189113681879827,0.46058689625754,-0.0017078205990358356,-0.03153421617654724,-3.2769848417477063,-2.03391713591522,-2.3094463912151677,4.898041815118263,0.8195741565196084,,0.04887250974414725
1,C15_S2_B3,C_Q1_Q2_Q3_R__S_K_reset__B_B3,2.1478167790309315,0.7117464919390905,2.7557511602325486,0.627805848476764,-0.0014770862120113643,-0.03115082861120216,-1.7867389707477974,-1.2171135703506986,-2.562617931260082,2.9763141664758503,0.7265816673219326,,0.04749466814774669
1,C1_S0_B1,C_Q1__S_baseline__B_B1,1.0164487954871992,0.6157866017946142,2.833185621204428,0.4748142232421675,-0.0021339160429773734,-0.03131360358886037,-1.3614817206275882,,,1.8336536945098774,,,
1,C1_S0_B2,C_Q1__S_baseline__B_B2,1.6166905863511822,0.3034964518908805,1.004859988109999,0.46016690757104173,0.00018114348102726263,-0.03081693924280946,-2.1263763652791883,,,3.1269005855014496,,,
1,C1_S0_B3,C_Q1__S_baseline__B_B3,1.1201489233142394,0.6426442627262507,2.261004670113897,0.4590698258904069,-0.0020884362469536727,-0.0312856454573069,-1.4457108032423571,,,1.9874716111553257,,,
1,C1_S1_B1,C_Q1__S_x_reset__B_B1,2.5255724147577965,0.906464431085087,2.747199749613014,0.5280685677319941,-0.00130165561850097,-0.030982704307936558,-1.0748568547928306,,,3.2133773792650318,,0.29223081533809153,
1,C1_S1_B2,C_Q1__S_x_reset__B_B2,2.734474929329745,0.519896083901359,0.8335602611568994,0.6370631107587826,-0.001606789579244859,-0.0294623377526219,-1.9497693496972908,,,3.6005680929251245,,0.21120868863148173,
1,C1_S1_B3,C_Q1__S_x_reset__B_B3,1.9088642743275386,0.9604593116480998,2.299536039566195,0.5169772457789863,-0.0013061743956674205,-0.030996227415427,-1.074212384099406,,,3.159530171753856,,0.2972344113434528,
1,C1_S2_B1,C_Q1__S_K_reset__B_B1,1.1186476625973056,1.1196244422226782,2.2027088640117345,0.36333877267631914,-0.0025331789362984265,-0.029728003962549113,-1.311357966642702,,,2.181404190361105,,,0.06964311105908216
1,C1_S2_B2,C_Q1__S_K_reset__B_B2,1.8973047972148058,0.2955591671818108,1.0966299289195993,0.498780850339759,-0.0026351209864125293,-0.029162811216425496,-2.101329642821187,,,2.995735113114743,,,0.07071244838717516
1,C1_S2_B3,C_Q1__S_K_reset__B_B3,1.2113632250127702,1.1379922799371187,2.9121145509897457,0.5498837627003245,-0.002523587756962396,-0.0296718654210727,-1.3274773506753577,,,2.328297483384716,,,0.07062587768923473
1,C2_S0_B1,C_Q2__S_baseline__B_B1,1.926869636604937,1.1413814497454648,2.598737867169887,0.5116954819137194,-0.0016907594205720494,-0.032832401739882014,,-3.3177933374899937,,2.5753090096293842,,,
1,C2_S0_B2,C_Q2__S_baseline__B_B2,2.1541458571950454,0.5883441754614746,1.0765260001905539,0.4374310671208626,0.0013983791829740493,-0.03279567435545966,,-3.3189267465278935,,3.3837644041435397,,,
1,C2_S0_B3,C_Q2__S_baseline__B_B3,1.9379530748361093,1.374745301107943,2.6772224323310496,0.5557608576244796,-0.0016082722736275611,-0.03291963136673002,,-3.0377131393277104,,2.651097096271815,,,
1,C2_S1_B1,C_Q2__S_x_reset__B_B1,2.732297517029408,2.2205133648043915,2.821793781574016,0.5137711438943919,-0.0009094860721253446,-0.032499392256578885,,-1.8131738980972256,,3.3997448623444684,,0.4195727243910939,
1,C2_S1_B2,C_Q2__S_x_reset__B_B2,2.4542213196192275,2.4846361472532474,1.3547083066057708,0.4831855741950817,0.0003373619772992602,-0.03256901899817502,,-2.250277419534663,,4.636881850922623,,0.3899012840308664,
1,C2_S1_B3,C_Q2__S_x_reset__B_B3,2.3212599044539477,2.1113460445433265,2.6824526292421,0.3242460800781441,-0.000936110221728697,-0.03243762519338011,,-1.9039612962170478,,3.063671657191407,,0.41970379913630135,
1,C2_S2_B1,C_Q2__S_K_reset__B_B1,2.0750892831495795,1.0621510589217864,2.8055041734181616,0.5863234384280835,-0.0018685139775673084,-0.03130053348891087,,-1.94200827428618,,2.123387756064657,,,0.04399995014118695
1,C2_S2_B2,C_Q2__S_K_reset__B_B2,2.0914827150193904,0.4347629390965823,1.2275724782942203,0.4305165573137862,-0.0004465348754256143,-0.03173358747117894,,-2.2633072214699057,,2.7617408210393757,,,0.038283759379328104
1,C2_S2_B3,C_Q2__S_K_reset__B_B3,2.0730017899819675,1.0733427942407532,2.1583986175321623,0.5734961761906271,-0.0018590628693533966,-0.03134949466924983,,-1.8984511692279133,,2.1949155900006683,,,0.046363281012300764
1,C3_S0_B1,C_Q3__S_baseline__B_B1,1.726140929204124,0.8811613820329591,2.7059455674363195,0.6014029777124024,-0.0016009663176909745,-0.03225964298127201,,,-2.461016824474431,2.4254159295735715,,,
1,C3_S0_B2,C_Q3__S_baseline__B_B2,1.3637392921479194,0.1512909240789117,1.7583739527336555,0.5687688090427951,-0.0007634921509268046,-0.03303772425876562,,,-3.4020439217027354,2.5534623477847727,,,
1,C3_S0_B3,C_Q3__S_baseline__B_B3,2.185036641458792,1.2685823931640805,2.5130813541004966,0.5254913382475036,-0.0016561096682914623,-0.03205369326953386,,,-2.9719106486044113,2.8780870614927134,,,
1,C3_S1_B1,C_Q3__S_x_reset__B_B1,3.4054771112918845,1.2482924405750382,2.632690846071347,0.45510079605532267,-0.0010626816022777277,-0.03137204229513179,,,-2.1295690208367812,4.204786440058781,,0.5153193086459888,
1,C3_S1_B2,C_Q3__S_x_reset__B_B2,1.1935197812784457,0.3598422996163582,1.881013425513827,0.6464697523522152,0.0006477557667562001,-0.03164947899121903,,,-2.5436760029804977,2.5502382472410927,,0.5529192449951367,
1,C3_S1_B3,C_Q3__S_x_reset__B_B3,3.3758279385462218,1.2150134460022533,2.550603651409883,0.49603540864372236,-0.0010452832370025278,-0.03141191228738582,,,-1.9540772151076866,4.161555254228178,,0.5191858244913526,
1,C3_S2_B1,C_Q3__S_K_reset__B_B1,2.0950077096154534,1.1504814427080963,2.235710369091751,0.5749259807848721,-0.002107391724062576,-0.03045956344896352,,,-2.3054258927594344,2.4544341819676814,,,0.056319757585806915
1,C3_S2_B2,C_Q3__S_K_reset__B_B2,1.1856233878289575,0.0424449713713591,1.4542759672614718,0.5198444810463981,-0.0016820338521886997,-0.03144813183850557,,,-2.7600190911523654,1.7759348593452413,,,0.0530528281664187
1,C3_S2_B3,C_Q3__S_K_reset__B_B3,2.347279663162508,1.2351871800561218,3.0300926604894225,0.622896062903473,-0.0019692968288089994,-0.030693568517141945,,,-2.6126922168206903,2.6209473397246223,,,0.056020304988438976
1,C4_S0_B1,C_R__S_baseline__B_B1,0.6568616833880977,0.3357284574203359,2.230265894208443,0.5016082850372178,-0.0010873546194053623,-0.03257625950818788,,,,2.4704900289139857,0.9691471228108981,,
1,C4_S0_B2,C_R__S_baseline__B_B2,0.4783368408452606,0.18307728794033204,0.34172014953540814,0.5646050284192432,-0.0005895888224479464,-0.031454769130515634,,,,5.232080557942316,0.9381015563881749,,
1,C4_S0_B3,C_R__S_baseline__B_B3,0.6596379065519882,0.33296091022323115,2.0688816753627735,0.5179015094677754,-0.0009133711598055851,-0.032879658203143376,,,,2.0826385095843696,0.9678123309033486,,
1,C4_S1_B1,C_R__S_x_reset__B_B1,0.6742718477553556,0.23629642319056376,1.9968534652076784,0.6237739931951011,-0.0007681621247522536,-0.032248609599629594,,,,2.503951587894153,1.1933953241270918,0.351889144893029,
1,C4_S1_B2,C_R__S_x_reset__B_B2,0.5996939910811386,0.11152711434071313,0.2158571325660816,0.6833248569451454,-0.0009636218831384147,-0.031177880137287527,,,,4.711335891855053,1.178668456482907,0.4997427855697996,
1,C4_S1_B3,C_R__S_x_reset__B_B3,0.6750910615526345,0.23632992497473876,2.2287015630703153,0.5899096259341934,-0.0008141772690383287,-0.03217475637816196,,,,1.906240945413917,1.1967128788034587,0.3502630370836999,
1,C4_S2_B1,C_R__S_K_reset__B_B1,0.7468067849569437,0.34059861748621084,2.1010171024050432,0.45165327966779484,-0.0012950967115846214,-0.03150774616587316,,,,2.6512943574217753,1.1518183646868905,,0.07429755948957988
1,C4_S2_B2,C_R__S_K_reset__B_B2,0.4999399131975565,0.18799242584565248,0.4272046516916832,0.5367256830872238,-0.0008435911821645217,-0.030400660680534344,,,,4.606524569850886,1.1492196535931662,,0.07335190684844783
1,C4_S2_B3,C_R__S_K_reset__B_B3,0.7474098282946582,0.33969531623245985,1.52778943909219,0.467438964110176,-0.0013188820454334788,-0.031527878192321716,,,,2.8844074553158396,1.1517216006018767,,0.07489728718382828
1,C5_S0_B1,C_Q1_R__S_baseline__B_B1,2.005251920822702,0.2894510891081182,2.6720921540249214,0.5276890042042843,-0.0010090943187120352,-0.03214667543593417,0.410048350076944,,,2.24387819061618,1.4166005094765157,,
1,C5_S0_B2,C_Q1_R__S_baseline__B_B2,2.083666906641014,0.1463973506308881,0.23306241870737993,0.4590253143723246,-0.0005797930051757189,-0.03138149880198403,0.21826455249284366,,,4.364458990156925,1.5309903065642398,,
1,C5_S0_B3,C_Q1_R__S_baseline__B_B3,2.037404632906832,0.28328525656143805,2.8048082130009813,0.5159786812329744,-0.001006233593707894,-0.032306090446933805,0.4408128581899376,,,2.0618595495996797,1.4245160470122193,,
1,C5_S1_B1,C_Q1_R__S_x_reset__B_B1,1.9937771751458369,0.21158356203328677,3.2167953090201937,0.5467190195217035,-0.0012135565879239805,-0.03070032552014856,0.6750196451047016,,,3.0629182268835375,1.3184272736842857,0.2407142420442602,
1,C5_S1_B2,C_Q1_R__S_x_reset__B_B2,1.94803424673076,0.11044122519496659,0.11649597343670831,0.6761874330522747,-0.005828128903645636,-0.02987035059882428,0.004022520575981726,,,5.620355817375451,1.1388301192739987,0.3206219798713151,
1,C5_S1_B3,C_Q1_R__S_x_reset__B_B3,1.9807782904161562,0.21010331818161718,1.996259191549296,0.591481015535209,-0.0012694952759493905,-0.030580480597989644,0.6786098272926818,,,3.210361245985712,1.2534196001315725,0.24114873078715723,
1,C5_S2_B1,C_Q1_R__S_K_reset__B_B1,2.40372084899293,0.3019477522287104,2.9746023311776337,0.43143194278372143,-0.0014092898181645268,-0.030712834070754345,-0.6883857054478363,,,2.586332844850574,1.132058183391114,,0.06239847608127559
1,C5_S2_B2,C_Q1_R__S_K_reset__B_B2,2.404732455804862,0.16555184596765105,0.2250636364772835,0.4682869056573558,-0.0007473847879359519,-0.030029552521055866,-1.5624251517752148,,,5.596717498105668,0.8567824692238856,,0.05607384368266146
1,C5_S2_B3,C_Q1_R__S_K_reset__B_B3,2.352787586355217,0.3027855638081923,2.5372358383332294,0.5139700556554968,-0.0015217969655658464,-0.03043736845057008,-0.6844728065526863,,,2.3009279663700783,1.134819734202613,,0.0635634083367392
1,C6_S0_B1,C_Q2_R__S_baseline__B_B1,0.6124656309704917,1.1758017736668882,1.9035245560783807,0.5408454268597489,-0.0011439331291963422,-0.03283723612870724,,-3.0972426833883304,,2.3064040391120737,1.1031861119260755,,
1,C6_S0_B2,C_Q2_R__S_baseline__B_B2,0.42806161063889997,0.913536266244042,0.4231662366140579,0.5414825142655234,-0.00032393305871086385,-0.03164231522576413,,-3.3248185900299077,,4.02694271327999,1.111455462223657,,
1,C6_S0_B3,C_Q2_R__S_baseline__B_B3,0.6131036952663164,1.1785572200654864,2.75968939160633,0.5295595406383131,-0.0011339303636976725,-0.0328563121863763,,-3.100589249452156,,1.5908161095750857,1.1049106622408857,,
1,C6_S1_B1,C_Q2_R__S_x_reset__B_B1,0.618586011870609,0.7497533824395635,1.9884592174948785,0.49790049884340637,-0.0007356042451739142,-0.03297208235334861,,-2.0654774803365044,,2.9353768326455647,1.1403257135357456,0.4080463135096632,
1,C6_S1_B2,C_Q2_R__S_x_reset__B_B2,0.42132377110329705,0.7285389652650575,0.2930857134685685,0.5774199961372647,-0.0011801422393652597,-0.032098367316989805,,-3.2669495888311815,,6.527817111932114,1.1419377102840627,0.42435781760207614,
1,C6_S1_B3,C_Q2_R__S_x_reset__B_B3,0.6168905707958827,0.7627767727648798,2.520233747484422,0.49262808227476146,-0.0007310320148076761,-0.03295043371646582,,-1.870763028709374,,2.406001699432266,1.140335225580654,0.40283547760027183,
1,C6_S2_B1,C_Q2_R__S_K_reset__B_B1,0.6905235763172007,1.1791894356901058,2.9945216794971175,0.5716708639029048,-0.00138140536879142,-0.03161913294680042,,-1.8050613004725553,,2.347898501383839,1.1050793380442185,,0.04759968561246421
1,C6_S2_B2,C_Q2_R__S_K_reset__B_B2,0.42927481332961154,0.8969516135419648,0.5114637945034107,0.5927338719245836,-0.0007161622058820507,-0.030323239444072534,,-2.289871219975189,,4.939737555318088,1.1258603101135025,,0.058978636918399364
1,C6_S2_B3,C_Q2_R__S_K_reset__B_B3,0.6904630278523735,1.178017460123501,2.0335584659852812,0.49844462461041367,-0.00131357159116547,-0.03181671245863211,,-1.9376435787090305,,2.5232710382527936,1.1057719248149545,,0.04891731162300924
1,C7_S0_B1,C_Q3_R__S_baseline__B_B1,0.6605838774901854,0.33211495529791213,2.960692958036529,0.4770196616816364,-0.000410362637751095,-0.033772834710975703,,,-2.512015204327213,2.226695755841035,1.0871256483546308,,
