AIC,BIC,DW,N,RMSE,RSS,Sub,alpha_d0,alpha_q1,alpha_q2,alpha_q3,b_id,c_id,d0,exp,k_reset,lambda,model_id,model_name,n_params,q1,q2,q3,r_base,r_low,s_id,success,x_reset
-131.5601162759206,-104.33869722094236,1.407143440878236,222,0.173551457695026,6.6866640799111865,2046,0.0587712765084756,1.685282347697274,,,B1,C1,-0.126046014129054,2,,0.0017394153317347,C1_S0_B1,C_Q1__S_baseline__B_B1,8,0.0397390178840113,0.0030433213316119,1.2772006268571732,0.1781458559734018,,S0,True,
-135.88079375835923,-108.659374703381,1.4265145448583154,222,0.1718707749417055,6.557783047951853,2046,0.0607593284400959,2.122931534793514,,,B2,C1,-0.1258663493653221,2,,0.6602770650158598,C1_S0_B2,C_Q1__S_baseline__B_B2,8,0.0131168050943284,0.0005845746847205,0.0111673781974634,0.1000386828123244,,S0,True,
-131.5601162759206,-104.33869722094236,1.407143440878236,222,0.173551457695026,6.6866640799111865,2046,0.0587712765084756,1.685282347697274,,,B3,C1,-0.126046014129054,2,,0.0017394153317347,C1_S0_B3,C_Q1__S_baseline__B_B3,8,0.0397390178840113,0.0030433213316119,1.2772006268571732,0.1781458559734018,,S0,True,
-129.56363279757915,-98.93953636072864,1.407200271171925,222,0.1735500831566407,6.686558162736276,2046,0.0589110464989546,1.6853033261247097,,,B1,C1,-0.1261250456614421,2,,0.000349160925459,C1_S1_B1,C_Q1__S_x_reset__B_B1,9,0.0353947009244689,0.0028656377828868,4.8432029992941885,0.159543651197761,,S1,True,2.7402119341548785e-08
-131.33743580012606,-100.71333936327554,1.4235306851439395,222,0.1728581247084817,6.633344743656734,2046,0.0604912799678238,1.813167669491712,,,B2,C1,-0.1266335448003236,2,,0.998933834135967,C1_S1_B2,C_Q1__S_x_reset__B_B2,9,0.3560986565763256,0.0377114432142077,0.0429459112204557,2.061361978084329,,S1,True,0.6581605760965761
-129.55899430959465,-98.93489787274412,1.4072106271944669,222,0.1735518962516417,6.686697873744018,2046,0.0589444675900182,1.68388776643321,,,B3,C1,-0.1261431564268059,2,,0.2643917497681983,C1_S1_B3,C_Q1__S_x_reset__B_B3,9,0.0374229945355224,0.003058269731353,0.0090027647621218,0.1687818616422121,,S1,True,1.625651100934325e-08
-135.7715239190647,-105.14742748221416,1.4832200553132664,222,0.1711404363576829,6.502168868386979,2046,0.0593586941209459,1.9368031443363392,,,B1,C1,-0.122506336273484,2,0.3700997868417247,0.4210415564891636,C1_S2_B1,C_Q1__S_K_reset__B_B1,9,0.0260474509883197,0.0011678161678928,0.7354272667314858,0.1000006651864598,,S2,True,
-137.73538619248407,-107.11128975563356,1.4778953544320603,222,0.1703851344540211,6.444902877527101,2046,0.0604979818379768,2.259956657909357,,,B2,C1,-0.122822784519484,2,0.3171461347693117,0.5349678896836313,C1_S2_B2,C_Q1__S_K_reset__B_B2,9,0.0165684987005039,0.0008339012337803,0.0123415299852485,0.1000790098532416,,S2,True,
-135.77075458093915,-105.14665814408863,1.4828754403732451,222,0.1711407329004229,6.502191401608046,2046,0.0593588429234297,1.9220548613771635,,,B3,C1,-0.1225467168294106,2,0.3685941033945001,0.4094655386450174,C1_S2_B3,C_Q1__S_K_reset__B_B3,9,0.0263040840073608,0.0011804489645607,2.5257141692447576,0.1000000165115451,,S2,True,
-130.4414507208379,-103.22003166585966,1.407717206721486,222,0.173989274858124,6.720443443975597,2046,0.0617213190417716,,-4.984963257408853,,B1,C2,-0.1288399600503637,2,,0.004466832863369,C2_S0_B1,C_Q2__S_baseline__B_B1,8,0.4340832766106419,0.3628956802689833,1.0608462535594008,0.9636027197871154,,S0,True,
-133.8337390676526,-106.61232001267436,1.4199932527059125,222,0.172665011821308,6.618531800210041,2046,0.0625205765806032,,-4.993623015666774,,B2,C2,-0.1273966378388272,2,,0.6739684189552039,C2_S0_B2,C_Q2__S_baseline__B_B2,8,0.038310936210607,0.0059491898379377,0.0116971634312896,0.1000000098603134,,S0,True,
-130.4470864766722,-103.22566742169396,1.4075645335100722,222,0.1739870664012598,6.720272839031442,2046,0.061769010481557,,-4.990085294031308,,B3,C2,-0.1288705719057747,2,,0.0050000000000002,C2_S0_B3,C_Q2__S_baseline__B_B3,8,0.4025621398445389,0.3382704625996731,4.3311298448363225,0.8946663265121138,,S0,True,
-128.48947630974502,-97.8653798728945,1.4063561034594243,222,0.1739704561971065,6.718989757733317,2046,0.0629694553711963,,-4.999717114768741,,B1,C2,-0.1293806890687555,2,,0.3403799252557893,C2_S1_B1,C_Q2__S_x_reset__B_B1,9,0.1259188396610518,0.1132791045357468,1.348227913523112,0.2887172166677941,,S1,True,0.0616517746722627
-131.8333732657504,-101.20927682889987,1.420059673361331,222,0.1726651540762985,6.618542705946606,2046,0.0625095477851159,,-4.999588966960094,,B2,C2,-0.1274518298358145,2,,0.6852296836268548,C2_S1_B2,C_Q2__S_x_reset__B_B2,9,0.0386314990149588,0.006534737558943,0.0110725568708117,0.1000039276814082,,S1,True,5.69117306020058e-10
-128.48316119553755,-97.85906475868704,1.4071153116067658,222,0.1739729306365497,6.719180891927881,2046,0.0632035883436489,,-4.999865674354963,,B3,C2,-0.1294724015278835,2,,0.9950050697557582,C2_S1_B3,C_Q2__S_x_reset__B_B3,9,0.1738442299800139,0.1586591279072266,3.59706098143654,0.3996300320989674,,S1,True,0.0678602636047529
-133.39756927955645,-102.77347284270591,1.4636551104447315,222,0.1720579311954936,6.5720728345746515,2046,0.0622514910723053,,-4.992264856872986,,B1,C2,-0.1253627727839897,2,0.3545722359728911,0.4912402256526501,C2_S2_B1,C_Q2__S_K_reset__B_B1,9,0.0674257649815103,0.0157700256175851,0.0040109948403053,0.100000000000346,,S2,True,
-135.36937334773157,-104.74527691088105,1.4652405547172649,222,0.1712955160924895,6.5139581510131,2046,0.0640759559867433,,-4.996881083854904,,B2,C2,-0.12542086618803,2,0.313813889724354,0.5482327313242774,C2_S2_B2,C_Q2__S_K_reset__B_B2,9,0.0508583301381849,0.0077911960193951,0.0141177742206557,0.1000210775617101,,S2,True,
-133.4005546492346,-102.77645821238409,1.4640209599869127,222,0.1720567743153047,6.571984456488875,2046,0.062162517164898,,-4.999987641105,,B3,C2,-0.1252425187694431,2,0.3557586494939205,0.005,C2_S2_B3,C_Q2__S_K_reset__B_B3,9,0.0683948158065489,0.0149668333121331,1.968437566048658,0.1004820346456207,,S2,True,
-129.1369677041462,-101.91554864916796,1.399549022518047,222,0.1745012113375302,6.760049352334916,2046,0.0614592127914725,,,0.0,B1,C3,-0.1275974574683992,2,,0.6112171956732182,C3_S0_B1,C_Q3__S_baseline__B_B1,8,0.3049533711587626,0.0161998884075781,4.978583612633074,0.6047120775205299,,S0,True,
-131.73697759832146,-104.51555854334322,1.4216362156702107,222,0.1734823396145098,6.681339119103555,2046,0.0635200600037649,,,-4.2824728943953945,B2,C3,-0.1290859017615491,2,,0.819867003647009,C3_S0_B2,C_Q3__S_baseline__B_B2,8,2.357076983476566,0.0365713994851282,3.900256317158003,5.961609800729452,,S0,True,
-129.1369677041462,-101.91554864916796,1.399549022518047,222,0.1745012113375302,6.760049352334916,2046,0.0614592127914725,,,0.0,B3,C3,-0.1275974574683992,2,,0.6112171956732182,C3_S0_B3,C_Q3__S_baseline__B_B3,8,0.3049533711587626,0.0161998884075781,4.978583612633074,0.6047120775205299,,S0,True,
-126.97459077599564,-96.35049433914511,1.399862328268288,222,0.1745650405098999,6.764995647745504,2046,0.0618282937954624,,,1.6011050555082797e-19,B1,C3,-0.1275174044248166,2,,0.0392628748720257,C3_S1_B1,C_Q3__S_x_reset__B_B1,9,0.2456673546268167,0.0219694928612647,4.999317975481042,0.5460699399846961,,S1,True,0.1638487186475622
-129.90697382814017,-99.28287739128965,1.4207931893377472,222,0.173415930383305,6.67622485017702,2046,0.062034924333395,,,-4.999813794175576,B2,C3,-0.1294415595035395,2,,0.93488862606426,C3_S1_B2,C_Q3__S_x_reset__B_B2,9,1.4821299693106722,1.6019308653096392e-06,2.380825555985192,3.6387803183273215,,S1,True,0.8380335922754908
-126.97483233863768,-96.35073590178716,1.400929104848875,222,0.174564945536069,6.764988286622383,2046,0.0649774859053993,,,-3.620373209433688,B3,C3,-0.1293440854702444,2,,0.995,C3_S1_B3,C_Q3__S_x_reset__B_B3,9,0.2668853430964854,0.0237434955747827,0.9853056541307408,0.5923506726767739,,S1,True,0.161423388481969
-133.0467688518646,-102.42267241501408,1.4665932225605522,222,0.1721939263447916,6.582466115947886,2046,0.0630204242003676,,,-3.225286676208322,B1,C3,-0.1248300048663885,2,0.3749206334613049,0.6587581562200503,C3_S2_B1,C_Q3__S_K_reset__B_B1,9,0.0707655680386313,0.0012657889200172,2.8917919708733257,0.1000000023369681,,S2,True,
-134.6547773913389,-104.0306809544884,1.4612797055361253,222,0.1715714296962654,6.534959718340561,2046,0.0663319302184191,,,-4.977122107841017,B2,C3,-0.127858007746775,2,0.2812038140725834,0.7771799100267555,C3_S2_B2,C_Q3__S_K_reset__B_B2,9,0.1093867324150949,0.0013032428509987,0.1977582783628832,0.2089957009847382,,S2,True,
-133.043583960127,-102.41948752327647,1.4660761489183496,222,0.1721951615271795,6.582560551048465,2046,0.0629489160673152,,,-4.857339765268049e-19,B3,C3,-0.1249045324197418,2,0.3719169835152309,0.7087541282170418,C3_S2_B3,C_Q3__S_K_reset__B_B3,9,0.0707456373923513,0.001298395681349,2.495608082623604,0.1000001397955017,,S2,True,
-129.2640925456592,-102.04267349068095,1.3982484214879465,222,0.174451255789359,6.75617942351953,2046,0.0620787109144272,,,,B1,C4,-0.1283191974340285,2,,0.2202600661009415,C4_S0_B1,C_R__S_baseline__B_B1,8,0.4670568585577369,0.0274757097512726,2.3789457247611105,1.0801267877354688,0.8753780253133524,S0,True,
-131.12840213146194,-103.9069830764837,1.4074245718724274,222,0.1737202889035461,6.699680008434397,2046,0.0649716790014623,,,,B2,C4,-0.1295619468722647,2,,0.7125119844401686,C4_S0_B2,C_R__S_baseline__B_B2,8,0.3682393167503379,0.0043644602459594,0.1069401467502802,5.569895559167825,0.8343728448947949,S0,True,
