AIC,BIC,DW,N,RMSE,RSS,Sub,alpha_d0,alpha_q1,alpha_q2,alpha_q3,b_id,c_id,d0,exp,k_reset,lambda,model_id,model_name,n_params,q1,q2,q3,r_base,r_low,s_id,success,x_reset
-122.16027519241425,-95.73383592794164,1.6056045732336466,201,0.1715945572990615,5.918383111026841,26578,-0.0379686506902015,-0.3682765704650059,,,B1,C1,0.2172136721831492,1,,0.0049999999999998,C1_S0_B1,C_Q1__S_baseline__B_B1,8,0.214122272592333,0.00142765186572,0.4058730733050425,0.1393295617285051,,S0,True,
-121.7643050324491,-95.3378657679765,1.604985349635306,201,0.1717636612763526,5.930053822346576,26578,-0.0379072171478757,-0.4971625109972059,,,B2,C1,0.216847372612045,1,,0.0006976865917236,C1_S0_B2,C_Q1__S_baseline__B_B2,8,1.1919420683710014,0.0096811182903948,0.0540908852840835,0.7602249893776103,,S0,True,
-121.67674065765372,-95.2503013931811,1.6052415271267204,201,0.171801079226085,5.932637775472758,26578,-0.0380814484132596,-0.4068669564418359,,,B3,C1,0.2167807129298031,1,,0.4900934778468271,C1_S0_B3,C_Q1__S_baseline__B_B3,8,1.2008479802568717,0.0087868843206596,0.7156243309233306,0.7845356791154711,,S0,True,
-120.15903499639052,-90.42929082385884,1.6055364299171702,201,0.1715950866801956,5.918419628329556,26578,-0.0379551307097259,-0.3569515075328603,,,B1,C1,0.2172043324566718,1,,0.93772255555103,C1_S1_B1,C_Q1__S_x_reset__B_B1,9,0.215592719198991,0.0014420765089538,0.004832149924112,0.1410151353811519,,S1,True,3.272367184559316e-13
-119.90372501919222,-90.17398084666054,1.603995666090881,201,0.171704101238521,5.925941974807787,26578,-0.0373978686405268,-0.3184516848958961,,,B2,C1,0.2165087698104171,1,,0.9858655172734544,C1_S1_B2,C_Q1__S_x_reset__B_B2,9,1.056289834510832,0.006822397035641,1.9958022821063745e-05,0.6876025132578178,,S1,True,0.0007198936214982
-120.17964316440694,-90.44989899187526,1.6056693295922029,201,0.1715862902380637,5.917812854529869,26578,-0.037981651181378,-0.3810971026320994,,,B3,C1,0.2172414481360374,1,,0.2044693135581574,C1_S1_B3,C_Q1__S_x_reset__B_B3,9,0.1815379741063812,0.0011895972363546,0.0176431592445007,0.1172448172462846,,S1,True,6.832127072882658e-08
-120.19520310786709,-90.4654589353354,1.6057034627363078,201,0.1715796488915343,5.91735475866218,26578,-0.0379868951456159,-0.3741555666154235,,,B1,C1,0.2172590772335067,1,9.745790235927118e-08,0.4499683584731899,C1_S2_B1,C_Q1__S_K_reset__B_B1,9,0.1543710997645329,0.0010235429682995,0.0119759687580707,0.1002693596793506,,S2,True,
-120.0138496036504,-90.28410543111872,1.606441770737689,201,0.1716570707582365,5.922696138200944,26578,-0.0374660963825847,-0.4202481996921478,,,B2,C1,0.2169627056556642,1,1.0599214499863222e-08,0.4542898317309958,C1_S2_B2,C_Q1__S_K_reset__B_B2,9,1.059237110673188,0.0072291328121447,0.000129806389412,0.6609575189810267,,S2,True,
-120.19520310786709,-90.4654589353354,1.6057034627363078,201,0.1715796488915343,5.91735475866218,26578,-0.0379868951456159,-0.3741555666154235,,,B3,C1,0.2172590772335067,1,9.745790235927118e-08,0.4499683584731899,C1_S2_B3,C_Q1__S_K_reset__B_B3,9,0.1543710997645329,0.0010235429682995,0.0119759687580707,0.1002693596793506,,S2,True,
-122.06227286556656,-95.63583360109396,1.6049381495338029,201,0.1716363949007967,5.92126946296299,26578,-0.0379508154836342,,1.910716388276136,,B1,C2,0.2168805476444406,1,,0.0788309728709258,C2_S0_B1,C_Q2__S_baseline__B_B1,8,0.3355606316413598,0.0010715764490553,0.0223986584153905,0.2613620983774761,,S0,True,
-122.20860252234785,-95.78216325787524,1.6035171754924091,201,0.1715739299151256,5.916960298730609,26578,-0.0379856865000915,,-1.206047989635166,,B2,C2,0.2175396053222842,1,,6.005716494874246e-09,C2_S0_B2,C_Q2__S_baseline__B_B2,8,0.1265916270901439,0.0032037566508889,0.1087972310700104,0.1820254971363497,,S0,True,
-121.94496641905,-95.51852715457738,1.6037589514285155,201,0.1716864869244148,5.924726208281902,26578,-0.0373828576436423,,0.6173322214291228,,B3,C2,0.2167544863013891,1,,0.9000658091945946,C2_S0_B3,C_Q2__S_baseline__B_B3,8,0.3207769818180143,0.0021989100244317,4.4588805550101025,0.2444229745435942,,S0,True,
-120.1629257603669,-90.43318158783522,1.6049440913683597,201,0.1715934259022082,5.918305066384184,26578,-0.0372917429203637,,3.1335185246747037,,B1,C2,0.2165287359555192,1,,0.5732893389280262,C2_S1_B1,C_Q2__S_x_reset__B_B1,9,0.2526646676495053,0.00034731919275,3.824848748202058,0.1908460806632599,,S1,True,3.6729566899292682e-09
-119.96623813967054,-90.23649396713886,1.6037619258234848,201,0.1716774024210272,5.9240992309083,26578,-0.0380701468138875,,-4.1285227123689685,,B2,C2,0.2167729544210475,1,,0.9991699489171326,C2_S1_B2,C_Q2__S_x_reset__B_B2,9,0.4662117989345216,0.0001695545480835,0.0040197903250449,0.3623982248263531,,S1,True,3.1215862941982315e-10
-120.1629257603669,-90.43318158783522,1.6049440913683597,201,0.1715934259022082,5.918305066384184,26578,-0.0372917429203637,,3.1335185246747037,,B3,C2,0.2165287359555192,1,,0.5732893389280262,C2_S1_B3,C_Q2__S_x_reset__B_B3,9,0.2526646676495053,0.00034731919275,3.824848748202058,0.1908460806632599,,S1,True,3.6729566899292682e-09
-119.45459002859148,-89.72484585605979,1.6014890834207498,201,0.1718960450599456,5.939198311757426,26578,-0.0378070168131912,,-2.5005341061489323,,B1,C2,0.2168718053802073,1,8.224001115541935e-12,0.9416613899390048,C2_S2_B1,C_Q2__S_K_reset__B_B1,9,0.9198481653018772,0.019915986576901,0.0250000000000003,0.701676787831855,,S2,True,
-120.30616161499492,-90.57641744246324,1.6055178832659214,201,0.1715322966663911,5.914089088729009,26578,-0.0373146253720794,,-1.9970031957931795,,B2,C2,0.2176845787990644,1,7.071763362064355e-11,0.4890273089200009,C2_S2_B2,C_Q2__S_K_reset__B_B2,9,0.3728069291543716,0.006983075419874,2.17343381278131e-08,0.2872549593138692,,S2,True,
-119.81059796964942,-90.08085379711774,1.6029714201298224,201,0.1717438827027907,5.928688210411821,26578,-0.0380343887589116,,-1.6183678633614325,,B3,C2,0.2172693266087327,1,0.0001387151026335,0.0027055249741625,C2_S2_B3,C_Q2__S_K_reset__B_B3,9,0.3482896982102311,0.0053906825733327,3.5080927835237414,0.2709383154623198,,S2,True,
-122.07167806104522,-95.6452387965726,1.604011182046977,201,0.1716323793411906,5.920992401301991,26578,-0.037927458168846,,,0.0,B1,C3,0.2172095207290709,1,,0.9042702185713638,C3_S0_B1,C_Q3__S_baseline__B_B1,8,0.1289507999706454,0.0010091246461047,2.155822613132826,0.1000513109314964,,S0,True,
-124.11908081101322,-97.6926415465406,1.6172592450476628,201,0.1707604707000974,5.860986809097488,26578,-0.0274090188437492,,,-4.574979775576771,B2,C3,0.2120220505411592,1,,1.094654061984128e-18,C3_S0_B2,C_Q3__S_baseline__B_B2,8,0.377465721473687,0.007972194627185,1.922091853009744,0.5054455532244047,,S0,True,
-122.07167806104522,-95.6452387965726,1.604011182046977,201,0.1716323793411906,5.920992401301991,26578,-0.037927458168846,,,0.0,B3,C3,0.2172095207290709,1,,0.9042702185713638,C3_S0_B3,C_Q3__S_baseline__B_B3,8,0.1289507999706454,0.0010091246461047,2.155822613132826,0.1000513109314964,,S0,True,
-120.06309753897996,-90.33335336644826,1.6040322422443816,201,0.1716360428017259,5.921245168915817,26578,-0.0378923119958852,,,-3.7382747536256025,B1,C3,0.217183647580974,1,,0.3021078088595376,C3_S1_B1,C_Q3__S_x_reset__B_B1,9,0.1396173161759486,0.0011247644359989,2.1416387631463323,0.108523466732384,,S1,True,3.528753279317222e-09
-122.11525477461365,-92.38551060208196,1.6178016894936758,201,0.1707620959212058,5.861098374084025,26578,-0.0273601447894794,,,-4.331000594314422,B2,C3,0.2119778895480512,1,,1.0526864670649907e-09,C3_S1_B2,C_Q3__S_x_reset__B_B2,9,0.3899597815111478,0.0074470797217671,1.91463822603774,0.5335625986999841,,S1,True,1.4465760633454759e-10
-120.06692864355102,-90.33718447101934,1.603961460415742,201,0.1716344070990024,5.921132309745445,26578,-0.0379294416934607,,,-3.185245780660607,B3,C3,0.2172135415393337,1,,0.707581508645281,C3_S1_B3,C_Q3__S_x_reset__B_B3,9,0.1290487279282887,0.0010097457316502,4.805839847888841,0.1000281869156403,,S1,True,0.0002132618473383
-120.07063555442733,-90.34089138189564,1.6040302883564888,201,0.1716328244360247,5.921023111201345,26578,-0.0379596642237115,,,-4.644050938424029,B1,C3,0.2172153107867243,1,1.8527466701614726e-09,0.3633236057867238,C3_S2_B1,C_Q3__S_K_reset__B_B1,9,0.1289742459077789,0.001041205932024,2.179440173627305,0.1000729633220426,,S2,True,
-122.30630922785552,-92.57656505532384,1.6166479786288797,201,0.1706809588379815,5.855529931680401,26578,-0.0272098392345488,,,-4.636037164909508,B2,C3,0.2121586148017387,1,2.822310406619181e-09,5.169157393369734e-09,C3_S2_B2,C_Q3__S_K_reset__B_B2,9,0.2250498811310967,0.0050876478482798,1.1498323813131548,0.2989965082239484,,S2,True,
-120.07171561420154,-90.34197144166986,1.6040115688194616,201,0.1716323633080133,5.92099129507347,26578,-0.0379068437674097,,,-4.731584698161581,B3,C3,0.2171874112098394,1,3.855934948789001e-17,0.4931473944778224,C3_S2_B3,C_Q3__S_K_reset__B_B3,9,0.1288780636045154,0.0010093924545288,2.7608592847493973,0.1000201935313561,,S2,True,
-121.687968715261,-95.2615294507884,1.6061420959656272,201,0.171796280804503,5.932306381750194,26578,-0.038435947921245,,,,B1,C4,0.2173593512970758,1,,0.995,C4_S0_B1,C_R__S_baseline__B_B1,8,1.4046631194519303,0.0119171758938832,0.3244344290058492,1.2161045602902831,1.193500947419882,S0,True,
-122.02367729576,-95.5972380312874,1.6073626984388107,201,0.1716528743099304,5.922406561031017,26578,-0.0383756097782761,,,,B2,C4,0.217469446052941,1,,0.9987814977599072,C4_S0_B2,C_R__S_baseline__B_B2,8,1.405468752152496,0.0117903990476016,2.745738068468899e-06,8.544453520252134,1.196188989794524,S0,True,
-121.68632730976222,-95.2598880452896,1.605907316702714,201,0.1717969822670296,5.932354826327677,26578,-0.0382708095610432,,,,B3,C4,0.2172552777375994,1,,0.5237062588705365,C4_S0_B3,C_R__S_baseline__B_B3,8,1.405095770705704,0.0112674262784653,3.3677607150104496,0.1899679547033454,1.1884555874416047,S0,True,
-119.67719328216867,-89.94744910963699,1.6059164209230363,201,0.1718008857899249,5.932624415998767,26578,-0.0384742474787363,,,,B1,C4,0.2173759951701085,1,,0.995,C4_S1_B1,C_R__S_x_reset__B_B1,9,1.4053771499397536,0.0117356462971334,0.5496800263753028,3.006852176336392,1.188447387625735,S1,True,0.0005598738866129
-121.02399262456989,-91.2942484520382,1.612324824904548,201,0.1712262734511529,5.89300578071377,26578,-0.0393927463153139,,,,B2,C4,0.220019276879373,1,,0.999999999976674,C4_S1_B2,C_R__S_x_reset__B_B2,9,1.3631221760766352,0.0003855454849887,0.0128596857332446,7.695884271126446,1.148906676743596,S1,True,0.9999999804902956
-119.68218078934376,-89.95243661681208,1.6058880115056031,201,0.1717987543152105,5.932477208835872,26578,-0.038409429749207,,,,B3,C4,0.2173269866679028,1,,0.0205322147481994,C4_S1_B3,C_R__S_x_reset__B_B3,9,1.4003266530088327,0.0119283738835894,4.988779846187465,5.118953230774672,1.1830526838384987,S1,True,0.0002852846140168
-119.68616026281174,-89.95641609028006,1.6062638253381842,201,0.1717970536555071,5.932359756587353,26578,-0.0386780391644233,,,,B1,C4,0.2175259752602064,1,1.271444367478768e-06,0.639340483376752,C4_S2_B1,C_R__S_K_reset__B_B1,9,1.418060955051385,0.0118056182767558,0.0117570927816452,3.5407054874877577,1.2045247232448135,S2,True,
-119.9975004237766,-90.26775625124492,1.607930871256718,201,0.1716640521248929,5.923177905179529,26578,-0.0386925652787191,,,,B2,C4,0.2173977907188179,1,5.3795123233059033e-08,0.9993005805486576,C4_S2_B2,C_R__S_K_reset__B_B2,9,1.4565682315170163,0.0115597367021976,0.0004662799885895,4.789911275954605,1.2444601303022145,S2,True,
-119.6863540663618,-89.9566098938301,1.6062575542085713,201,0.1717969708324453,5.932354036628016,26578,-0.0388522798482403,,,,B3,C4,0.2176075330406313,1,4.6325487373579507e-08,0.0049999999999998,C4_S2_B3,C_R__S_K_reset__B_B3,9,1.4173732835788355,0.0117470400253248,3.8861634229354074,1.9484660111150425,1.203052444107522,S2,True,
