dataset,grouping,subID,n_trials,ct_slope_curDur,controlled_sdi_preDur,p_curDur,p_preDur,r2_joint,current_uncertainty,SameSwitch,TransitionType
experiment1,TransitionType,994851,47,-0.2769089847715738,-0.14522705583756373,0.0018328936725496867,0.11083198451189724,0.21986958397158718,,,LL
experiment2,overall,002046,222,-0.5970062850917675,0.03318995920637546,6.428905089896421e-32,0.4374856013110763,0.4692923222907267,,,
experiment2,overall,062573,221,-0.6012963196484384,0.10625928011488796,2.7165487448228943e-28,0.023692211918767286,0.4437314688506032,,,
experiment2,overall,082622,230,-0.3830333166337209,0.09877527525913947,1.2926384647239954e-17,0.016910853201714187,0.28008034656163217,,,
experiment2,overall,118354,207,-0.2366476907359814,0.06285181083203806,0.00103707631632415,0.3668537517134248,0.05529093991838219,,,
experiment2,overall,169207,225,-0.38891790821900907,0.08635503651953727,2.072482523608131e-18,0.03270068905140514,0.3080247047901904,,,
experiment2,overall,183923,213,-0.2144983545120989,0.02193645083901208,4.799755882784263e-05,0.6740211782515254,0.0762425154345604,,,
experiment2,overall,184189,207,-0.3803265428497976,0.1592698608862166,3.4111780958153934e-11,0.004368004986473836,0.21802229431136455,,,
experiment2,overall,189058,220,-0.46495412515214435,0.19666666096382662,5.3512795934749994e-20,3.0581374329018666e-05,0.3736427786590514,,,
experiment2,overall,194491,198,-0.7670083023544627,0.1022238359088794,3.8234853467847905e-32,0.049100018825536565,0.5174169165000349,,,
experiment2,overall,203316,221,-0.43658982212002306,0.05626133114837881,7.344279495348718e-25,0.12996903917470493,0.3894488153067521,,,
experiment2,overall,298043,214,-0.49896946152564364,0.04503677166016083,8.429668159641862e-16,0.42569280377542384,0.26504159333317645,,,
experiment2,overall,372056,186,-0.6394170099571089,0.20373474276661993,2.0069318500951713e-19,0.000706682805928768,0.38635603472325497,,,
experiment2,overall,469417,201,-0.40105215766607355,0.14919039197841563,6.617465484268817e-10,0.015453006425158546,0.20362157837623163,,,
experiment2,overall,551900,224,-0.5083905431591806,0.06548130051349885,4.492090475911969e-34,0.059130389784121676,0.49852995821799373,,,
experiment2,overall,555268,207,-0.4299077422925185,0.09016196492415918,5.100863201955401e-15,0.06931039786411693,0.27117606225025714,,,
experiment2,overall,611856,229,-0.24742214966523654,0.04211617181203914,3.9060852408862475e-09,0.29323552830551386,0.14859450730542867,,,
experiment2,overall,624708,192,-0.6356957267346245,0.18122168545513068,7.741200705647932e-17,0.0067647116001514785,0.32196460920069203,,,
experiment2,overall,742322,214,-0.6551114882594147,0.15394872755488342,1.1807493789079114e-32,0.001279054774496764,0.5037749133368028,,,
experiment2,overall,753780,191,-0.6081486877296871,0.008558002814237926,2.672900738823383e-16,0.8959712536790424,0.3026689397226441,,,
experiment2,overall,815266,228,-0.4951298174188687,0.07381429804190304,4.910651750523392e-39,0.01892725946681264,0.5339318142509102,,,
experiment2,overall,885939,204,-0.38277636073569365,0.20639169226023715,6.828730418787616e-10,0.0005141800345262318,0.21332530423299068,,,
experiment2,overall,898122,200,-0.7719930038300025,-0.09987995582360815,3.623759636113182e-29,0.0713254890305131,0.4808835200340231,,,
experiment2,current_uncertainty,002046,111,-0.5550212902871458,0.09209196350109264,4.408337913967234e-15,0.13258147983180932,0.43802113162862333,HighUncertainty,,
experiment2,current_uncertainty,002046,111,-0.6500679956315499,-0.02923035193766917,9.78648418184507e-19,0.6258732396310072,0.5163144738562573,LowUncertainty,,
experiment2,current_uncertainty,062573,109,-0.5725732892052496,0.17851921769744336,2.0987261091790274e-13,0.010202508092732545,0.43476177721821696,HighUncertainty,,
experiment2,current_uncertainty,062573,112,-0.6302527308644277,0.04034399959109983,1.7711682647445828e-16,0.5272185851409963,0.4692582050200065,LowUncertainty,,
experiment2,current_uncertainty,082622,114,-0.3872914914947621,0.025737633978629885,2.0205979200256782e-09,0.6608308582926915,0.2777247133370717,HighUncertainty,,
experiment2,current_uncertainty,082622,116,-0.38151280424670486,0.16809872069630702,6.33975050554019e-10,0.003681508525722634,0.3061723256333201,LowUncertainty,,
experiment2,current_uncertainty,118354,98,-0.15017820088660394,0.14916710889888646,0.17285459550934754,0.14652579139289407,0.04035711536118802,HighUncertainty,,
experiment2,current_uncertainty,118354,109,-0.32220697137985876,-0.017816211314145455,0.0006726194690754138,0.8496358334743422,0.10392571040681153,LowUncertainty,,
experiment2,current_uncertainty,169207,113,-0.41335920929911263,0.020202533362046256,1.8823640036465978e-10,0.7344610225090957,0.31526387686979207,HighUncertainty,,
experiment2,current_uncertainty,169207,112,-0.37216668254755375,0.14549418251223112,1.437460179940327e-09,0.008883634097294564,0.3173173797724792,LowUncertainty,,
experiment2,current_uncertainty,183923,103,-0.07908992621182545,0.09959637257834482,0.30600626094554084,0.209661219851737,0.0260860445519695,HighUncertainty,,
experiment2,current_uncertainty,183923,110,-0.3374093230848317,-0.0407002163141789,2.3311010651951305e-06,0.5457222522080866,0.19392823442258766,LowUncertainty,,
experiment2,current_uncertainty,184189,105,-0.4308046720068042,0.21077147477650088,1.1703433787353881e-07,0.004722733337032537,0.28614256625080703,HighUncertainty,,
experiment2,current_uncertainty,184189,102,-0.32407632608770587,0.10555959254533405,5.3392141604640116e-05,0.21146197227894467,0.16159310765665458,LowUncertainty,,
experiment2,current_uncertainty,189058,108,-0.4475145019729962,0.1968457363792391,1.5031102702929501e-09,0.0058278809295599305,0.3260762236147572,HighUncertainty,,
experiment2,current_uncertainty,189058,112,-0.47986601899980497,0.21377878443825502,1.0235695931038293e-11,0.0009310837327675004,0.43120832861072966,LowUncertainty,,
experiment2,current_uncertainty,194491,96,-0.8439115617415722,0.10345761937483602,7.809230302209221e-18,0.16224332391747123,0.5522948574685426,HighUncertainty,,
experiment2,current_uncertainty,194491,102,-0.695476942816814,0.11255761686839459,1.892969605761426e-15,0.1291666530220082,0.4880908350962271,LowUncertainty,,
experiment2,current_uncertainty,203316,113,-0.4992575330115212,0.055147794248718976,5.3136186659137515e-17,0.26245690029217345,0.4771973477096376,HighUncertainty,,
experiment2,current_uncertainty,203316,108,-0.3722377478848594,0.06267471586543774,8.361013059326823e-10,0.26691237237076193,0.3072308361431002,LowUncertainty,,
experiment2,current_uncertainty,298043,104,-0.5604171465288625,0.08825412702593961,1.4276454320466794e-09,0.30712399737117185,0.30750371303223467,HighUncertainty,,
experiment2,current_uncertainty,298043,110,-0.4468366847487294,0.02188456536784037,9.015864174166736e-08,0.7703780461899579,0.23536875148466774,LowUncertainty,,
experiment2,current_uncertainty,372056,91,-0.5676228272863632,0.3295157661015178,4.3755333518263456e-08,0.00047354903277407575,0.35480815687097866,HighUncertainty,,
experiment2,current_uncertainty,372056,95,-0.7234820664440571,0.0815449630016231,3.4825316810364413e-14,0.2728844733585285,0.47251671855736843,LowUncertainty,,
experiment2,current_uncertainty,469417,97,-0.3910594177537385,0.09136585227850463,7.01470687619759e-06,0.26988980584288075,0.19992607358916015,HighUncertainty,,
experiment2,current_uncertainty,469417,104,-0.40696224508717077,0.19541552436077408,2.1785225149972077e-05,0.03078407723704482,0.22375340486917816,LowUncertainty,,
experiment2,current_uncertainty,551900,113,-0.5639838018004286,0.08215453518242224,3.807226696603291e-21,0.0942112203087581,0.559589178032607,HighUncertainty,,
experiment2,current_uncertainty,551900,111,-0.45320618911613186,0.060167012145808205,2.0017248409631758e-14,0.22559402297528341,0.4410794943294255,LowUncertainty,,
experiment2,current_uncertainty,555268,105,-0.46874487331957865,0.0982689267363647,5.3928694273607876e-09,0.17260291022742844,0.3050756855071136,HighUncertainty,,
experiment2,current_uncertainty,555268,102,-0.3792769462694624,0.04750599078718053,4.281920514221888e-07,0.4947787741690648,0.22938705803433124,LowUncertainty,,
experiment2,current_uncertainty,611856,114,-0.2987372661188285,0.06196920161265495,5.010860787940678e-07,0.25340229961703553,0.2101457363279391,HighUncertainty,,
experiment2,current_uncertainty,611856,115,-0.1988931216788105,0.02806174031367403,0.0009784014766689242,0.6396949965100927,0.09913987906482502,LowUncertainty,,
experiment2,current_uncertainty,624708,97,-0.6893321948120581,0.2691417309509443,2.930428998436936e-11,0.0022948348087121254,0.4036621633840647,HighUncertainty,,
experiment2,current_uncertainty,624708,95,-0.5855476970319617,0.095536836923024,2.0249544346523576e-07,0.3506835261586736,0.26012088376125075,LowUncertainty,,
experiment2,current_uncertainty,742322,104,-0.7090180886171824,0.1767372409651588,7.118962087762015e-19,0.00902782472889168,0.5586798728392063,HighUncertainty,,
experiment2,current_uncertainty,742322,110,-0.6040810044570741,0.11817718860315866,3.1071189262537048e-15,0.08605841354098578,0.4523970950771977,LowUncertainty,,
experiment2,current_uncertainty,753780,96,-0.7217980001993674,-0.029427644995321606,1.667558014610553e-11,0.75231540014603,0.38870845489047523,HighUncertainty,,
experiment2,current_uncertainty,753780,95,-0.4669938780930063,0.07464574172757021,7.24288170198538e-06,0.42346048836917316,0.22092768134834206,LowUncertainty,,
experiment2,current_uncertainty,815266,115,-0.49260969736482335,0.04470107009228767,8.062995692458846e-21,0.31169950974641025,0.5469401888501535,HighUncertainty,,
experiment2,current_uncertainty,815266,113,-0.5042728361687446,0.10568016616184411,1.425629565486794e-19,0.021414828432641572,0.5269398518622268,LowUncertainty,,
experiment2,current_uncertainty,885939,101,-0.3436334015090442,0.22688147711197984,9.505640206092898e-05,0.008077802397685597,0.21204614980360204,HighUncertainty,,
experiment2,current_uncertainty,885939,103,-0.4150931311057228,0.19953849934124765,3.1480025154478984e-06,0.018176131476877154,0.22030080891010895,LowUncertainty,,
experiment2,current_uncertainty,898122,106,-0.7913251052324911,-0.1690918864601966,6.908975814168913e-17,0.028379644907885547,0.5100427113038615,HighUncertainty,,
experiment2,current_uncertainty,898122,94,-0.7444060181402954,-0.03119520354030394,1.6218897481710766e-13,0.6990064049692104,0.4547604286133605,LowUncertainty,,
experiment2,SameSwitch,002046,94,-0.5632137265462673,0.08563536081685177,7.576725333145059e-13,0.25560384335529024,0.44138229336081836,,Same,
experiment2,SameSwitch,002046,128,-0.627188663282112,-1.9514552353588205e-05,7.378716155240166e-21,0.999691962593034,0.5066563844764054,,Switch,
experiment2,SameSwitch,062573,108,-0.6574369915013116,0.11960664630197862,2.891767365044702e-16,0.08474394855857334,0.4801024900868147,,Same,
experiment2,SameSwitch,062573,113,-0.550032402567056,0.10638383865008118,2.665365829513585e-13,0.10360025140724258,0.4134011143331109,,Switch,
experiment2,SameSwitch,082622,101,-0.4151795789327131,0.09657846732884225,1.3688646047910222e-09,0.11383833439467785,0.33237144801161866,,Same,
experiment2,SameSwitch,082622,129,-0.3498625934132007,0.0750094060114501,6.5465780483564394e-09,0.19379047862687132,0.23546079340723203,,Switch,
experiment2,SameSwitch,118354,90,-0.20939702169739954,0.11031203536734374,0.06761787936439084,0.3295508786054271,0.04803488123909261,,Same,
experiment2,SameSwitch,118354,117,-0.2581682732666989,0.028535384862107317,0.005870396362697832,0.7484674792633801,0.06564238753292029,,Switch,
experiment2,SameSwitch,169207,103,-0.4306473495942967,0.12085334572185735,1.4878106779740765e-10,0.04130052653702016,0.37667077697311235,,Same,
experiment2,SameSwitch,169207,122,-0.3449056336090572,0.04812780068419269,7.723458549015077e-09,0.4010047553132321,0.24749248138171642,,Switch,
experiment2,SameSwitch,183923,94,-0.07888637848676079,0.02129903648218885,0.34035702362967835,0.7836747711154742,0.010757549195685057,,Same,
experiment2,SameSwitch,183923,119,-0.30493496675498144,0.026214678545997763,8.389427861954919e-06,0.7063353920260225,0.1580947235124437,,Switch,
experiment2,SameSwitch,184189,92,-0.41164763473725613,0.1894854444285226,3.942469064249649e-06,0.023781190327836352,0.24928596966242966,,Same,
experiment2,SameSwitch,184189,115,-0.357829981197628,0.13664855363905531,2.7193775620637556e-06,0.07325756960847256,0.19635689524990863,,Switch,
experiment2,SameSwitch,189058,97,-0.42300178797960364,0.20455703441671544,7.373263589962129e-07,0.00962163796637434,0.32844835545608264,,Same,
experiment2,SameSwitch,189058,123,-0.4876370874419615,0.18592423887731488,2.887177520115566e-14,0.0021303813379271804,0.4065751465847164,,Switch,
experiment2,SameSwitch,194491,87,-0.7684179736627589,0.06362753618501629,7.400064158498979e-13,0.43828226883398813,0.46420969660254874,,Same,
experiment2,SameSwitch,194491,111,-0.766774042025621,0.14006649936965404,6.40112176478892e-21,0.03828077214094617,0.5673281278107833,,Switch,
experiment2,SameSwitch,203316,108,-0.446017349701162,0.0816141718556237,2.2835888638716392e-12,0.11497796883131145,0.38388732374386747,,Same,
experiment2,SameSwitch,203316,113,-0.43842871042691234,0.029484699974317973,4.297013465628567e-14,0.5834865543931627,0.4068386476683047,,Switch,
experiment2,SameSwitch,298043,102,-0.4934317947553201,0.05368883197077334,6.812953043299143e-08,0.5247368512416963,0.2591106818990525,,Same,
experiment2,SameSwitch,298043,112,-0.5031796780436775,0.03793103062202138,4.983445688844237e-09,0.6254845011631156,0.27079905635374335,,Switch,
experiment2,SameSwitch,372056,94,-0.6574674900365977,0.21614479248419302,1.2931009851291209e-11,0.009647877698916582,0.43791370729538925,,Same,
experiment2,SameSwitch,372056,92,-0.6266701062549107,0.2071500774925571,2.2616397312177967e-09,0.01866739620319997,0.3509217213599358,,Switch,
experiment2,SameSwitch,469417,98,-0.34755036638591075,0.1771968624865898,0.00021670568863913666,0.0419917172304215,0.18565295606896248,,Same,
experiment2,SameSwitch,469417,103,-0.4419679534428036,0.13612634324916079,1.197999158222259e-06,0.1267536812316089,0.22596774843365708,,Switch,
experiment2,SameSwitch,551900,113,-0.4690383681053499,0.07240567451063386,5.217716902902519e-16,0.14512153549297827,0.4654076127547603,,Same,
experiment2,SameSwitch,551900,111,-0.5530281745347612,0.0633995057298902,1.4679720219536082e-19,0.19594012946096798,0.5388075422558833,,Switch,
experiment2,SameSwitch,555268,99,-0.4104756316807381,0.08113700449775592,5.100827959151774e-07,0.29602722347642535,0.2420879254123851,,Same,
experiment2,SameSwitch,555268,108,-0.4554734077309508,0.10588704181800596,1.7650124084589653e-09,0.10614604579614825,0.30558088786713467,,Switch,
experiment2,SameSwitch,611856,97,-0.21738533135305602,0.10923044905364501,0.0008024988126504493,0.06592547115458883,0.14861620624073313,,Same,
experiment2,SameSwitch,611856,132,-0.264192544515939,-0.00958648503782996,2.0479769355899157e-06,0.8608768978704339,0.16093845236279203,,Switch,
experiment2,SameSwitch,624708,92,-0.6011055761768178,0.24756234182554404,1.440103074080507e-07,0.01565325272413267,0.2907769928158813,,Same,
experiment2,SameSwitch,624708,100,-0.6693736669730919,0.11821247081648302,2.534907204796428e-10,0.18597979470532697,0.34566428741515964,,Switch,
experiment2,SameSwitch,742322,109,-0.7362105563687936,0.155313384633787,7.52033973768254e-21,0.020762072932974968,0.5853581815469289,,Same,
experiment2,SameSwitch,742322,105,-0.5678057784301164,0.13245362513807288,2.1859022815087725e-13,0.050924033679557765,0.4176952940277304,,Switch,
experiment2,SameSwitch,753780,91,-0.6268640183371706,-0.029162936086686783,4.363386085860592e-10,0.7349162777088798,0.3618705323923621,,Same,
experiment2,SameSwitch,753780,100,-0.6083138996241032,0.040374652439760114,7.99149158627332e-08,0.6843334045827925,0.2598310176993859,,Switch,
experiment2,SameSwitch,815266,105,-0.5097385504442092,0.05982459963083941,8.177873924660884e-25,0.15585649706925694,0.6474097961316067,,Same,
experiment2,SameSwitch,815266,123,-0.4774133653857122,0.08480723912747243,1.9385559114378778e-16,0.0658395849026853,0.4357956432538226,,Switch,
experiment2,SameSwitch,885939,97,-0.45580611848799646,0.17270928042912967,1.3275788415760449e-06,0.05204861592432612,0.26442450899005443,,Same,
experiment2,SameSwitch,885939,107,-0.32728265303443044,0.2203075982568427,0.00010819874436271534,0.006969939634993071,0.17250048048792765,,Switch,
experiment2,SameSwitch,898122,94,-0.7720804540053611,-0.036597173481198814,3.911147475911105e-16,0.638116989082803,0.5199490997138102,,Same,
experiment2,SameSwitch,898122,106,-0.7678673213647932,-0.154162530291954,3.920515764563742e-14,0.05275050529983751,0.4507891446342023,,Switch,
experiment2,TransitionType,002046,47,-0.5404007489303985,0.10058687425169761,7.654091205998357e-07,0.3552206904699965,0.4347346572653006,,,HH
experiment2,TransitionType,002046,64,-0.6885528728353927,-0.09397715052340203,2.5882671947558244e-13,0.17708398369093717,0.5928755613653057,,,HL
experiment2,TransitionType,002046,64,-0.5709217775043839,0.08777247057997231,2.9494525298790475e-09,0.23452884831855458,0.4421273994225481,,,LH
experiment2,TransitionType,002046,47,-0.5944246487867173,0.07079733475293273,3.4082017587034457e-07,0.5071755825088122,0.46255858371921466,,,LL
experiment2,TransitionType,062573,53,-0.5520294650265936,0.27439483298229267,3.5077753950103926e-06,0.01344001210051152,0.4220628926676321,,,HH
experiment2,TransitionType,062573,57,-0.5203097241672993,0.10549805672205018,2.9761481415749166e-06,0.273767835198468,0.37561973730147413,,,HL
experiment2,TransitionType,062573,56,-0.5901602085015162,0.12554003108926276,5.5288286278251235e-09,0.14803942259377056,0.4952383340118921,,,LH
experiment2,TransitionType,062573,55,-0.7341051790446906,-0.014788032866081352,4.47962234454259e-12,0.860215151641456,0.6085315127398949,,,LL
experiment2,TransitionType,082622,49,-0.4072871652338546,0.04382262485277417,2.206563403045364e-05,0.6169743064488508,0.33258673799223826,,,HH
experiment2,TransitionType,082622,64,-0.35762716276595163,0.15729411852527442,4.873133809159711e-06,0.04170545660373695,0.29611042826365364,,,HL
experiment2,TransitionType,082622,65,-0.36078744193821266,-0.00039558806396542296,7.440161273282998e-05,0.9962267112605443,0.2329340587539528,,,LH
experiment2,TransitionType,082622,52,-0.42235670387456836,0.14421516598380468,3.0070589202934247e-05,0.10109587949248992,0.33648499899543094,,,LL
experiment2,TransitionType,118354,43,-0.05707863501483706,0.3049476261127597,0.7532656011123346,0.07317914771863542,0.07823494622121585,,,HH
experiment2,TransitionType,118354,62,-0.2950404813482804,0.05007734576633433,0.024830363463565062,0.6920450575729764,0.08360827621920974,,,HL
experiment2,TransitionType,118354,55,-0.23244011960061958,0.013915758983394647,0.09693022834830957,0.9143426114356444,0.05298634270822489,,,LH
experiment2,TransitionType,118354,47,-0.3608535367587953,-0.11755397885364496,0.010442718981879614,0.41875686979938176,0.14438496892785257,,,LL
experiment2,TransitionType,169207,53,-0.44240485134716906,0.019243136894465364,1.6214310984985466e-06,0.8173665178255533,0.39554240413805786,,,HH
experiment2,TransitionType,169207,62,-0.3122613786608227,0.07322289813993081,3.80945290422358e-05,0.3185041386655012,0.2613363531735142,,,HL
experiment2,TransitionType,169207,60,-0.3817687622217093,0.022429501991910773,6.5588379016105e-05,0.8047876282282364,0.24568828796103714,,,LH
experiment2,TransitionType,169207,50,-0.44995930563511694,0.21622573884127197,1.0954906894923964e-05,0.013403882053691306,0.393708491821235,,,LL
experiment2,TransitionType,183923,48,0.11824741089382007,0.0425278306671175,0.3361842260036423,0.7104439641426878,0.022236996125631125,,,HH
experiment2,TransitionType,183923,64,-0.37778382801872146,-0.10917001360367942,6.015452354113662e-05,0.23115292282323768,0.24819967801674825,,,HL
experiment2,TransitionType,183923,55,-0.23188539374845987,0.19017291992064564,0.01836581700946772,0.0779131547189961,0.14035865673983328,,,LH
experiment2,TransitionType,183923,46,-0.27944655260594264,0.04096389917194352,0.012998446420076738,0.6893538259422134,0.1352438856580197,,,LL
experiment2,TransitionType,184189,45,-0.47713443779897646,0.18836033192713245,0.00021208940967290746,0.08380431857035081,0.3135757434856701,,,HH
experiment2,TransitionType,184189,55,-0.28315397540869147,0.011260743779825645,0.00814638730106337,0.9206334602881938,0.1271908836365261,,,HL
experiment2,TransitionType,184189,60,-0.40200336907407264,0.23219623389331992,0.00019323933218553767,0.026608739667660804,0.27382781133280376,,,LH
experiment2,TransitionType,184189,47,-0.3672012388966406,0.21891634726115108,0.0034695961139568562,0.09657772796012755,0.22441035219462246,,,LL
experiment2,TransitionType,189058,47,-0.4817251808538019,0.1445880607897524,0.0005793521442551706,0.24161907382577996,0.28672288220977793,,,HH
experiment2,TransitionType,189058,62,-0.5397684245691923,0.15665677334772735,1.1619843178027704e-08,0.058955038177414286,0.45956962680418023,,,HL
experiment2,TransitionType,189058,61,-0.4407852407460166,0.22483550811983571,6.413515143883472e-07,0.012870346314838979,0.368728766793589,,,LH
experiment2,TransitionType,189058,50,-0.37387382997880375,0.28273051762300433,0.0005096929864087219,0.008372743619283161,0.39378218982973545,,,LL
experiment2,TransitionType,194491,43,-0.77212932331784,0.09961398510402034,7.816747628027018e-06,0.44819675565155415,0.3988166554593354,,,HH
experiment2,TransitionType,194491,58,-0.6414431015205723,0.17740335162377824,4.583168825749248e-08,0.09854288757278842,0.44612759381976086,,,HL
experiment2,TransitionType,194491,53,-0.8998147891773006,0.11436568144947408,3.3232537640430757e-15,0.15940404359966834,0.7157333401648316,,,LH
experiment2,TransitionType,194491,44,-0.7854461099472658,0.032178808784223294,1.1482777119570641e-08,0.7562815514962782,0.5598340420417169,,,LL
experiment2,TransitionType,203316,57,-0.5900762010736615,0.08393621171967017,2.329502449746848e-10,0.21897450267481933,0.5372829115211502,,,HH
experiment2,TransitionType,203316,57,-0.45922015940458544,0.059045779628151086,2.1150872124455195e-07,0.4758794616502311,0.3986448156655443,,,HL
experiment2,TransitionType,203316,56,-0.4231405510814477,0.01483012880194147,4.5486535717701726e-08,0.8353779810821643,0.4341661760918747,,,LH
experiment2,TransitionType,203316,51,-0.28908818874230713,0.06716840341940761,0.0008225685313767145,0.37989522729599,0.21638959718517203,,,LL
experiment2,TransitionType,298043,50,-0.6179595115186902,0.22697102555775198,6.319904504573858e-06,0.07435811318746591,0.3868393995747935,,,HH
experiment2,TransitionType,298043,58,-0.5225295499590109,0.110893740160374,1.1647060340790241e-05,0.28233051034884016,0.2989382841180198,,,HL
experiment2,TransitionType,298043,54,-0.49075207072305027,-0.043829036096727905,0.00011155880786720548,0.7159003415697909,0.26452827395928136,,,LH
experiment2,TransitionType,298043,52,-0.3744262999533745,-0.08027739593077048,0.0017810114959703426,0.47604315379847795,0.1886401850404842,,,LL
experiment2,TransitionType,372056,44,-0.6363307371379006,0.43719727023132765,2.1422258307953443e-05,0.0012647490678892892,0.4715352445570551,,,HH
experiment2,TransitionType,372056,45,-0.7798602848667968,0.17714472157683858,3.599351057302207e-07,0.12014516892409607,0.47532042805264463,,,HL
experiment2,TransitionType,372056,47,-0.5010376941168713,0.23634431634593192,0.0006507938512274034,0.08188313390416993,0.2625371427920067,,,LH
experiment2,TransitionType,372056,50,-0.6925703697619165,0.0033844020118282206,9.511172372369319e-09,0.9722930795167263,0.5111484071751105,,,LL
experiment2,TransitionType,469417,50,-0.369135831228773,0.1351479084465999,0.0022312048442348943,0.2353688599760661,0.21164119101354106,,,HH
experiment2,TransitionType,469417,56,-0.4423564830430097,0.2190542647256163,0.0006495803792393027,0.0898937522756565,0.2609956781870667,,,HL
experiment2,TransitionType,469417,47,-0.407827857711807,0.02988701275713382,0.002117397370049751,0.8170494359083068,0.19735235692251063,,,LH
experiment2,TransitionType,469417,48,-0.3313973888972012,0.2047610354631157,0.017686405075304293,0.10346783235515886,0.19594332717783813,,,LL
experiment2,TransitionType,551900,56,-0.5325676171233809,0.12471894047905335,3.56414969367396e-11,0.06942603004551,0.5817101038200392,,,HH
experiment2,TransitionType,551900,54,-0.5050048895705906,0.09507044545408883,2.2205415515932193e-09,0.170831270432632,0.5415110291248351,,,HL
experiment2,TransitionType,551900,57,-0.599991895542547,0.04343403872129584,8.323996377802138e-11,0.5503001871223175,0.5457886930804874,,,LH
experiment2,TransitionType,551900,57,-0.39496263154987166,0.032201825815540125,2.918113046042125e-06,0.6551619993223519,0.3471316170225386,,,LL
experiment2,TransitionType,555268,50,-0.522043835603622,0.08299840487238976,2.3070935524538587e-06,0.41352573471930876,0.40015114864603263,,,HH
experiment2,TransitionType,555268,53,-0.4764080114725188,0.07964233093776586,7.202821457603913e-07,0.344054952244214,0.392122699615978,,,HL
experiment2,TransitionType,555268,55,-0.42091007962258514,0.10994838517192518,0.00043219179277556325,0.2913732228566627,0.2345838960513591,,,LH
experiment2,TransitionType,555268,49,-0.28024335984031423,0.03378361932970601,0.021615668042293583,0.7749021708644965,0.10989767926080929,,,LL
experiment2,TransitionType,611856,47,-0.3329435246942988,0.1279166468159438,0.0007020730606985445,0.09731255964831036,0.25183860327767915,,,HH
experiment2,TransitionType,611856,65,-0.23676991477306222,-0.03354034133997617,0.0034782879359679187,0.6722245294026689,0.13053274648541646,,,HL
experiment2,TransitionType,611856,67,-0.27940104814328914,0.01255443927899138,0.0003433701839387738,0.8701172602629127,0.18340949745778823,,,LH
experiment2,TransitionType,611856,50,-0.13226079094948545,0.12329791312383678,0.15302375834770876,0.1936567177093907,0.09719476585134079,,,LL
experiment2,TransitionType,624708,46,-0.752362200189092,0.3340882364649682,1.1265373289407171e-06,0.0146392976970496,0.4410263742343816,,,HH
experiment2,TransitionType,624708,49,-0.654882039690267,0.0008576366671304771,1.450880978563266e-05,0.9949255506984891,0.34001293808257493,,,HL
experiment2,TransitionType,624708,51,-0.6536014985222051,0.23376564838638372,1.0788359396792573e-05,0.05313093186853643,0.37779768141469916,,,LH
experiment2,TransitionType,624708,46,-0.4403174093788632,0.19803926222000184,0.01291031595542496,0.21066887785803748,0.1679748671540936,,,LL
experiment2,TransitionType,742322,54,-0.8810580587643478,0.17883480703525254,7.487910441050736e-14,0.0516493709186408,0.6799206052505876,,,HH
experiment2,TransitionType,742322,55,-0.5998796873006286,0.1015791947735989,2.0804445451398813e-07,0.31228897994614374,0.40750282982067665,,,HL
experiment2,TransitionType,742322,50,-0.5322831469242503,0.1682705516014234,6.265209421038198e-07,0.08019615756774177,0.43568082059612845,,,LH
experiment2,TransitionType,742322,55,-0.6123769918215084,0.12041633967968021,5.556014784187052e-09,0.21512500852124664,0.5148221257361336,,,LL
experiment2,TransitionType,753780,48,-0.8485443000448687,0.003823416768156035,3.971324716837903e-09,0.9723742007106478,0.5412621631623885,,,HH
experiment2,TransitionType,753780,52,-0.5710231106366168,0.15894537835313297,0.0001965811004200778,0.23659862839255177,0.2874751148174868,,,HL
experiment2,TransitionType,753780,48,-0.6266802848743892,-0.08405150353501942,0.0004168357027961578,0.5856607212482026,0.2551377207708577,,,LH
experiment2,TransitionType,753780,43,-0.36283379542139516,-0.013300424395942437,0.010010508019155831,0.9180818188269821,0.1617560072441857,,,LL
experiment2,TransitionType,815266,54,-0.559749870212851,0.03455229423745052,8.347992374806855e-15,0.5545761936118099,0.6983091268319047,,,HH
experiment2,TransitionType,815266,62,-0.5453332962494887,0.12561028920949122,3.919197237179834e-10,0.05860189160585838,0.490788440309624,,,HL
experiment2,TransitionType,815266,61,-0.40956043052994473,0.05260374809588722,1.873336733779434e-07,0.42016251193707,0.3816234737305606,,,LH
experiment2,TransitionType,815266,51,-0.4641882955945327,0.07582029829295472,6.219928589892439e-11,0.23042040210251272,0.5941761111161288,,,LL
experiment2,TransitionType,885939,50,-0.42759215874507234,0.2560886966645561,0.0008143112895769641,0.05044580253624248,0.3201773799678941,,,HH
experiment2,TransitionType,885939,56,-0.3914978907712788,0.26636555452788646,0.0007220151503947493,0.021827872841291666,0.2348102298371516,,,HL
experiment2,TransitionType,885939,51,-0.24492802237174885,0.18017198780811575,0.05540814450189656,0.1260120406027757,0.1110710479867777,,,LH
experiment2,TransitionType,885939,47,-0.4646860202132571,0.11426023256790205,0.0013463175989701897,0.37119869428663355,0.22146124043693893,,,LL
experiment2,TransitionType,898122,49,-0.7833713261049626,-0.1251991655382121,7.857844538450662e-10,0.22645008728940344,0.5706323703406477,,,HH
experiment2,TransitionType,898122,49,-0.7122168318135592,-0.1203127068400808,7.049099943132313e-07,0.27940446551576725,0.4400756377246958,,,HL
