dataset,grouping,subID,n_trials,ct_slope_curDur,controlled_sdi_preDur,p_curDur,p_preDur,r2_joint,current_uncertainty,SameSwitch,TransitionType
experiment1,current_uncertainty,241220,90,-0.10191145052015115,0.03719661218014196,0.2940060723999598,0.6945574715735972,0.015400419574528534,HighUncertainty,,
experiment1,current_uncertainty,241220,100,-0.36170036280737483,-0.06901373919871934,0.00094418429534529,0.4832835992092993,0.1131693226994791,LowUncertainty,,
experiment1,current_uncertainty,243787,102,-0.5441853068427522,0.12892814195402338,2.3347028801174695e-13,0.04022479687967989,0.4270672576082428,HighUncertainty,,
experiment1,current_uncertainty,243787,92,-0.4307159819454807,0.013407004469499932,7.290927121119152e-08,0.8498072565895844,0.28002121097334076,LowUncertainty,,
experiment1,current_uncertainty,312070,105,-0.23762521061648673,0.08527605803811651,0.007146234669130406,0.33425756443491483,0.07356302191260833,HighUncertainty,,
experiment1,current_uncertainty,312070,106,-0.1335488848157002,0.011347013649946263,0.046292007575486425,0.859502869341333,0.038650077178045916,LowUncertainty,,
experiment1,current_uncertainty,328537,109,-0.24439562990983726,0.041584109729400964,6.813113968959881e-05,0.4699742664549609,0.1441527154103346,HighUncertainty,,
experiment1,current_uncertainty,328537,102,-0.16059963317743597,0.06831731690699452,0.004915770531771238,0.231480567355931,0.08745417375532427,LowUncertainty,,
experiment1,current_uncertainty,349889,108,-0.28945022156209155,0.15435266560842467,0.0005246807055657215,0.053397460960429195,0.14013799461620868,HighUncertainty,,
experiment1,current_uncertainty,349889,104,-0.06424448546498823,0.09761390086277741,0.37573796333006093,0.1773176172041393,0.02706397557655993,LowUncertainty,,
experiment1,current_uncertainty,384894,104,-0.45604864771492226,0.13113785438553996,1.4662788436800736e-09,0.056976482554682205,0.32950771535113765,HighUncertainty,,
experiment1,current_uncertainty,384894,116,-0.3758955109807446,0.009093485432020296,1.434278136222571e-10,0.8647858213220107,0.3061305273686551,LowUncertainty,,
experiment1,current_uncertainty,658375,98,-0.5621876032583824,0.013251831686810062,3.094362526629092e-09,0.8647706057705391,0.3272502687505594,HighUncertainty,,
experiment1,current_uncertainty,658375,108,-0.6125176201177401,0.016692510693159135,4.746630845504815e-15,0.8032739284090644,0.44510489728130576,LowUncertainty,,
experiment1,current_uncertainty,730111,110,-0.32001644873896073,0.07881750396583063,3.09845573124143e-06,0.2252153495517863,0.19478219669846442,HighUncertainty,,
experiment1,current_uncertainty,730111,107,-0.4944237848157723,0.09880190412482734,4.34220229413166e-12,0.11231140044039457,0.37212016041615503,LowUncertainty,,
experiment1,current_uncertainty,743968,116,-0.2671511034571749,0.03235147950790489,9.878087523694202e-07,0.5283932190274053,0.193910214313886,HighUncertainty,,
experiment1,current_uncertainty,743968,113,-0.354346208996187,0.0896682580638094,1.7509153905272915e-15,0.02097506991818938,0.4533794421739724,LowUncertainty,,
experiment1,current_uncertainty,785063,110,-0.013760078639297652,0.04694204504786542,0.8426551873143641,0.5025200011360362,0.005066355840042114,HighUncertainty,,
experiment1,current_uncertainty,785063,112,-0.03084603383471589,0.029378695220247136,0.617736031298376,0.6344922894868992,0.004376156620824578,LowUncertainty,,
experiment1,current_uncertainty,785667,96,-0.4534893381918791,0.1848489401454192,2.322061052417408e-08,0.009883787157981402,0.34742784797346005,HighUncertainty,,
experiment1,current_uncertainty,785667,92,-0.5923303670275245,0.05155564147419492,8.954815105748725e-14,0.3978835473850948,0.4681381248474853,LowUncertainty,,
experiment1,current_uncertainty,787955,112,-0.5669155702997994,0.02814741172356426,2.7204643669297603e-27,0.49940892602100495,0.6633965168075853,HighUncertainty,,
experiment1,current_uncertainty,787955,117,-0.5589258607219069,0.048465637784869675,1.090805651244418e-29,0.1652733452400606,0.6797535551962711,LowUncertainty,,
experiment1,current_uncertainty,803870,106,-0.4659088668679575,-0.02029002888688758,4.8521849559030414e-08,0.7961113679609062,0.2650652921666067,HighUncertainty,,
experiment1,current_uncertainty,803870,98,-0.4182136755424711,-0.0917616533118509,3.855643993181952e-10,0.12473896419057284,0.35217841787884596,LowUncertainty,,
experiment1,current_uncertainty,820531,114,-0.5822710717334683,0.013795274235557287,4.057517257443764e-21,0.7975655694762417,0.5597423972272861,HighUncertainty,,
experiment1,current_uncertainty,820531,115,-0.49585808038177764,0.03725359698113727,3.927209141659382e-18,0.39882698857860455,0.4913029890511844,LowUncertainty,,
experiment1,current_uncertainty,828098,112,-0.03219027643391212,0.08806513173346389,0.6894821424819195,0.29163900882927424,0.01232251087510483,HighUncertainty,,
experiment1,current_uncertainty,828098,107,-0.37501541108985875,-0.05445253232159153,1.5273083200414725e-06,0.4519882898598966,0.20041843625981048,LowUncertainty,,
experiment1,current_uncertainty,882052,105,-0.18901462763063404,0.09608327205939529,0.061908665896520096,0.32093596831898097,0.04086285747685092,HighUncertainty,,
experiment1,current_uncertainty,882052,107,-0.31943421194593374,0.015005707367803102,0.001035622267825116,0.8735968137881993,0.09876492113749491,LowUncertainty,,
experiment1,current_uncertainty,897347,116,-0.35540678068376974,0.07444056341779419,1.7395174002601484e-06,0.29500342207930424,0.19093084933424653,HighUncertainty,,
experiment1,current_uncertainty,897347,112,-0.2877933699125724,0.0006210063020925943,3.978238002169008e-05,0.992354770736634,0.14696407417284008,LowUncertainty,,
experiment1,current_uncertainty,919598,116,-0.3045095780666167,0.054359986016158594,1.5494549165613646e-09,0.2379279150273093,0.28221359220262343,HighUncertainty,,
experiment1,current_uncertainty,919598,114,-0.23573086932144216,-0.001189976588110056,7.202944085376437e-07,0.9795727335083151,0.19928241222329746,LowUncertainty,,
experiment1,current_uncertainty,994851,111,-0.3836630565131197,0.05356300575635038,4.7190135147202396e-08,0.3847038719454269,0.2426593679469401,HighUncertainty,,
experiment1,current_uncertainty,994851,104,-0.29289109236437144,-0.02043421149283774,2.3010068832126944e-06,0.7289476222284516,0.201179589030679,LowUncertainty,,
experiment1,SameSwitch,026578,104,-0.4574900073064852,0.02057103408260555,7.678021649589657e-12,0.7125508061434931,0.3726459589321107,,Same,
experiment1,SameSwitch,026578,97,-0.3170198253451457,-0.016726702417166672,1.3318109614838548e-05,0.8095092238133289,0.18360553443365613,,Switch,
experiment1,SameSwitch,109550,101,-0.7826883618090459,0.02348309547738606,1.4743257045569522e-25,0.6609606676672495,0.6897985201183032,,Same,
experiment1,SameSwitch,109550,112,-0.89380113962176,-0.034989881472655956,1.1487989210071832e-31,0.4859239651172046,0.7188399048812192,,Switch,
experiment1,SameSwitch,199724,115,-0.7982001423156782,0.05753009686179254,9.3604291165549e-25,0.3286045886377118,0.6142474464969349,,Same,
experiment1,SameSwitch,199724,98,-0.5972846038084121,0.06392943297398092,5.47839469774622e-16,0.3088443062814702,0.5005130855609687,,Switch,
experiment1,SameSwitch,241220,92,-0.2091757109493065,-0.01158404017397957,0.06350147351101186,0.9122261693354154,0.03821371720799449,,Same,
experiment1,SameSwitch,241220,98,-0.24961260561837392,-0.02731688978432284,0.012409879994014031,0.7716529042381115,0.06596390131572205,,Switch,
experiment1,SameSwitch,243787,94,-0.5311415581814039,0.05647829062486387,1.1174757257914781e-10,0.4151286094526506,0.3700637791597253,,Same,
experiment1,SameSwitch,243787,100,-0.4596934371726512,0.0887860830492049,3.299502815584915e-10,0.17141068222763153,0.3364784042237531,,Switch,
experiment1,SameSwitch,312070,100,-0.16977274056375186,0.10018558685191037,0.032168807079270875,0.20288995589339043,0.06417707492830993,,Same,
experiment1,SameSwitch,312070,111,-0.2021049192137934,-0.003058493498778252,0.012085433638592175,0.9686455497465569,0.05732858859931178,,Switch,
experiment1,SameSwitch,328537,104,-0.27544234888770774,0.08986149696039122,1.497631632669008e-05,0.12099568818361994,0.18957010722671397,,Same,
experiment1,SameSwitch,328537,107,-0.1425752511863803,0.025413436433660168,0.011202413671508689,0.6575546219895385,0.0611919296468425,,Switch,
experiment1,SameSwitch,349889,101,-0.13639507445495558,0.13073991364559578,0.1092955029040816,0.1467232336881748,0.05311343494590459,,Same,
experiment1,SameSwitch,349889,111,-0.22253749556023814,0.12712235875019878,0.003191950517482921,0.06375975849292037,0.10193958388284197,,Switch,
experiment1,SameSwitch,384894,101,-0.4272535739266787,-0.012787891394688918,4.6248849077160125e-09,0.8494176947850973,0.29698354433401897,,Same,
experiment1,SameSwitch,384894,119,-0.3898945040773132,0.10797346481376041,1.1315781814831834e-07,0.11377334821043945,0.22861133593769378,,Switch,
experiment1,SameSwitch,658375,102,-0.4871359546973938,0.06205105918778051,4.093965391920233e-08,0.4392529782225906,0.28337046980432745,,Same,
experiment1,SameSwitch,658375,104,-0.6175434817775478,0.0020300551003953615,6.679597102470962e-12,0.9783623905441277,0.3750700958607023,,Switch,
experiment1,SameSwitch,730111,107,-0.4544650268598147,0.044490068988979226,1.0230825255177652e-10,0.47242468927922365,0.3355313000873231,,Same,
experiment1,SameSwitch,730111,110,-0.35659244264507434,0.12781376518218637,3.0953262201947273e-07,0.049672205469172115,0.22651410589170318,,Switch,
experiment1,SameSwitch,743968,125,-0.2998633052982614,0.04051475057587973,2.429187501613302e-10,0.32791194686562186,0.28638720195269785,,Same,
experiment1,SameSwitch,743968,104,-0.3181363476268554,0.07984525635539257,3.591938042641091e-09,0.12581995996325782,0.30059248497796587,,Switch,
experiment1,SameSwitch,785063,109,-0.05083584560604193,0.05508931900041406,0.4679655186713173,0.41882081854820064,0.013014872927975984,,Same,
experiment1,SameSwitch,785063,113,0.0037225810606898676,0.04639268429575667,0.9553431587637273,0.49890663804759505,0.004193101118247333,,Switch,
experiment1,SameSwitch,785667,90,-0.5265752803708271,0.048876557847247835,5.987702899996148e-10,0.4989681093291197,0.37104789482126566,,Same,
experiment1,SameSwitch,785667,98,-0.5399732267594272,0.15979031918801254,1.8015231813378696e-12,0.009272965758320546,0.43303659463756183,,Switch,
experiment1,SameSwitch,787955,113,-0.5076006238046556,0.04575829910389442,8.94069294491191e-22,0.28241932373939876,0.5782837460202024,,Same,
experiment1,SameSwitch,787955,116,-0.5937209863881384,0.028065877825584694,5.656796372980263e-22,0.5735271965818292,0.5624680503448378,,Switch,
experiment1,SameSwitch,803870,89,-0.4247966701874496,-0.05725737935789038,2.6395243853886175e-07,0.4486843916702251,0.2691048979961611,,Same,
experiment1,SameSwitch,803870,115,-0.45337114930575556,-0.03212939311700176,4.9935412372658e-09,0.6508608644425284,0.2640670903565284,,Switch,
experiment1,SameSwitch,820531,126,-0.543949507223019,0.0170875470628246,5.764531388118633e-13,0.7825750899416176,0.3456689642894474,,Same,
experiment1,SameSwitch,820531,103,-0.5017520925033788,0.09515107470049335,4.970511318092125e-11,0.19326902281023228,0.3606654146924212,,Switch,
experiment1,SameSwitch,828098,100,-0.22315351020756508,0.1165184755664644,0.006231629022981907,0.15143939273419887,0.10207684961238017,,Same,
experiment1,SameSwitch,828098,119,-0.1367095926336556,-0.01175043280744762,0.12695484708800753,0.894250269909693,0.019979134024322276,,Switch,
experiment1,SameSwitch,882052,101,-0.2558407598157804,0.0324410966790231,0.016060909542892857,0.7564972320299076,0.05772102081921171,,Same,
experiment1,SameSwitch,882052,111,-0.24387825680798647,0.08368452702068721,0.009905677686064243,0.3441088213034613,0.0687177565417646,,Switch,
experiment1,SameSwitch,897347,105,-0.3914986246072616,0.03629473255022342,1.0458488699955173e-07,0.6226603886315376,0.2528543932313906,,Same,
experiment1,SameSwitch,897347,123,-0.23951998336199332,0.0226785668994972,0.0014228977686821685,0.7371515609784757,0.0827166229530848,,Switch,
experiment1,SameSwitch,919598,109,-0.25976220860703064,0.06479592249976876,3.2574204287815863e-09,0.11020014054403442,0.2915122100094928,,Same,
experiment1,SameSwitch,919598,121,-0.28137220683583214,-0.008140720403651236,9.761736551110396e-08,0.8726733348930504,0.21485288861412366,,Switch,
experiment1,SameSwitch,994851,97,-0.33676569303338155,-0.03496638017053708,2.7529646525289355e-06,0.6169523469289013,0.21040422929550007,,Same,
experiment1,SameSwitch,994851,118,-0.3431028947330118,0.03425814280100712,3.550544967751881e-08,0.5272830299075295,0.23383715199427169,,Switch,
experiment1,TransitionType,026578,49,-0.4984374295004338,0.0769476507733478,1.4252723027130856e-05,0.41187420663885177,0.3519646871072175,,,HH
experiment1,TransitionType,026578,51,-0.3964815985978804,-0.04942334143484737,7.239882632873827e-06,0.503602005694805,0.3562986137257137,,,HL
experiment1,TransitionType,026578,46,-0.2307694235339415,0.04977841505025149,0.0543701213533087,0.6952926574492249,0.09781734804314424,,,LH
experiment1,TransitionType,026578,55,-0.4051388728938735,-0.03625289787947872,4.6959627678329156e-07,0.594553518382019,0.4062929839132129,,,LL
experiment1,TransitionType,109550,52,-0.7720823371778365,-0.0797309723353386,2.892881622438796e-14,0.29761652539626277,0.6972271801357547,,,HH
experiment1,TransitionType,109550,57,-0.8245046865142551,-0.05398443836933328,1.494063569938552e-15,0.4295129973237537,0.6956621418350388,,,HL
experiment1,TransitionType,109550,55,-0.9758164595274074,-7.552993656768925e-06,4.054357235266183e-17,0.9999201245641512,0.7502560158550993,,,LH
experiment1,TransitionType,109550,49,-0.7975620078523064,0.11845683437369099,1.1052194711234384e-12,0.11392248446444615,0.7203487542206033,,,LL
experiment1,TransitionType,199724,55,-0.766515569589894,0.08303305205192861,3.3075833340545637e-10,0.3891016984033897,0.5363079397414783,,,HH
experiment1,TransitionType,199724,50,-0.48722222222222156,0.011888888888887962,2.0625240121228248e-07,0.8763057418252203,0.4401218543018127,,,HL
experiment1,TransitionType,199724,48,-0.6966491456414364,0.1418954411961011,3.5218082221779126e-09,0.17131795614667159,0.5447305991147411,,,LH
experiment1,TransitionType,199724,60,-0.833570179972746,0.026113270053098915,4.1501446749689e-15,0.7338120179060661,0.6746413994359232,,,LL
experiment1,TransitionType,241220,43,-0.025200293052713107,0.009277721938991807,0.8611302060332312,0.9462757062599501,0.0009638631654121932,,,HH
experiment1,TransitionType,241220,51,-0.36281837332686084,-0.09670395831888423,0.015257176291567212,0.4720930637914046,0.14052287803485197,,,HL
experiment1,TransitionType,241220,47,-0.15562961728662936,0.059955926789935936,0.2623169613342225,0.6568105447628751,0.03445769409833199,,,LH
experiment1,TransitionType,241220,49,-0.35500544645828935,-0.03172355189768746,0.03381144488698343,0.8345788999844849,0.09424212403286691,,,LL
experiment1,TransitionType,243787,54,-0.5391751850546355,0.08729291505111055,5.594236817709577e-08,0.29254267622315083,0.4512448691636589,,,HH
experiment1,TransitionType,243787,52,-0.3906457685382222,0.0010413324603044949,3.615336444605556e-05,0.9903533344055219,0.2982880057584224,,,HL
experiment1,TransitionType,243787,48,-0.5556817501442404,0.19042975256093536,1.0644061921565621e-06,0.05096020872704036,0.42088586073201706,,,LH
experiment1,TransitionType,243787,40,-0.497208569283234,0.02730414854675796,0.00045518141552902013,0.8189560586239594,0.2860019302509639,,,LL
experiment1,TransitionType,312070,51,-0.07486514810163983,0.10218976215098258,0.570424657772884,0.4274556948018724,0.018533251835485598,,,HH
experiment1,TransitionType,312070,57,-0.01173451492362208,-0.060934876667770595,0.9056906243575926,0.5029162788850783,0.008788348185126638,,,HL
experiment1,TransitionType,312070,54,-0.3672690206667948,0.08170164922823728,0.002365890813536006,0.5006699283072675,0.1691647571732493,,,LH
experiment1,TransitionType,312070,49,-0.24241431190935178,0.07647268324791977,0.007540657480391065,0.39316851511527373,0.17154522869160982,,,LL
experiment1,TransitionType,328537,53,-0.34774631962890423,0.08881159442736423,0.00023089938791213732,0.29545950660000264,0.2702484038295475,,,HH
experiment1,TransitionType,328537,51,-0.12799902999099938,0.07699999067299064,0.10518845353162042,0.3622377740879297,0.06880146824667355,,,HL
experiment1,TransitionType,328537,56,-0.14173172351181326,-0.020692073351247925,0.084293966662762,0.7946376276641542,0.05786553484840462,,,LH
experiment1,TransitionType,328537,51,-0.2323640968007049,0.06743147904268698,0.008700859770730127,0.38952824733065305,0.1412864174022378,,,LL
experiment1,TransitionType,349889,49,-0.3156418530718551,0.13357696874521252,0.01611001132431663,0.30974430803517167,0.16810161735491003,,,HH
experiment1,TransitionType,349889,52,-0.17612917447059181,0.10833789611213496,0.06133268670938755,0.19948501637211957,0.10831519185562133,,,HL
experiment1,TransitionType,349889,59,-0.27248342549263105,0.16179199465460342,0.018820426037660702,0.1290634023602992,0.11506289493616806,,,LH
experiment1,TransitionType,349889,52,0.029057804104382058,0.07478271379775263,0.7959374864690287,0.5417995930205257,0.008922124931732611,,,LL
experiment1,TransitionType,384894,48,-0.5686148300720902,-0.02215756951596279,3.49531628429511e-07,0.8212994360063239,0.4523575613869233,,,HH
experiment1,TransitionType,384894,63,-0.4183541837539562,0.0063291318243103335,2.0926544579623956e-06,0.9366501363095252,0.31656800162153464,,,HL
experiment1,TransitionType,384894,56,-0.40296968429341196,0.2278537242550256,0.00015132896048088374,0.020695527283423096,0.2795957838814629,,,LH
experiment1,TransitionType,384894,53,-0.3311742285170228,0.0019999128795184914,2.6023113001631498e-05,0.9779144154818855,0.30229697682760204,,,LL
experiment1,TransitionType,658375,49,-0.5118879938923863,0.043119004414742354,0.00028342788176581834,0.7182462047537423,0.2924232576555327,,,HH
experiment1,TransitionType,658375,55,-0.6794875484697531,-0.007204714187534995,2.513575887520813e-09,0.9385009678439931,0.4981585656522043,,,HL
experiment1,TransitionType,658375,49,-0.5884152260549594,-0.01742224092638968,1.0260028875878471e-05,0.8701836360889926,0.34973120843503736,,,LH
experiment1,TransitionType,658375,53,-0.534383720678122,0.023094021204589518,9.041757101487512e-07,0.8158575647527466,0.38776632482625295,,,LL
experiment1,TransitionType,730111,55,-0.34897336082571967,0.057458198537689346,0.0004081964108752887,0.5300543186427465,0.23010314552082123,,,HH
experiment1,TransitionType,730111,55,-0.4230645273286367,0.14974521376847402,2.7352543864732968e-05,0.10162690151986668,0.2973121866225228,,,HL
experiment1,TransitionType,730111,55,-0.29478981692074113,0.09632061083887558,0.002730625019648952,0.31108542464679995,0.16615528780477073,,,LH
experiment1,TransitionType,730111,52,-0.5622080057587235,0.044884851938627374,3.927786489813976e-08,0.5963065961608454,0.46315198893368914,,,LL
experiment1,TransitionType,743968,63,-0.21926422848320046,0.03167293239599718,0.002701043271720806,0.6281557827744086,0.14404519479507916,,,HH
experiment1,TransitionType,743968,51,-0.317001246337517,0.13101991953470074,2.2047926371103293e-06,0.036152298384106475,0.40151143562916614,,,HL
experiment1,TransitionType,743968,53,-0.31055266640705037,0.032475100553385094,0.0002129064448551481,0.6963830218701107,0.24287042574996287,,,LH
experiment1,TransitionType,743968,62,-0.3832229017254845,0.049782983029183867,3.7454114823901735e-10,0.3163899646649948,0.4946151106342429,,,LL
experiment1,TransitionType,785063,54,-0.04094698444281012,0.08034483902129567,0.6968936416555506,0.42689629087639525,0.015732265534744938,,,HH
experiment1,TransitionType,785063,57,-0.034420210804498835,0.05074426894474836,0.7076107837551598,0.5857843793680645,0.006654236476513531,,,HL
experiment1,TransitionType,785063,56,0.0020308347399111207,0.014127612398342822,0.9832298965021433,0.8892896752925279,0.00037428927109262045,,,LH
experiment1,TransitionType,785063,55,-0.04353826527792884,0.0039542629160015524,0.635183494718655,0.9650478160270841,0.004931883910462398,,,LL
experiment1,TransitionType,785667,43,-0.4094701727803713,0.1672185292895723,0.0004990273705590781,0.12304260440248131,0.3283360073410887,,,HH
experiment1,TransitionType,785667,45,-0.5680289177840985,0.13460483543275079,5.777373288907595e-08,0.08575907600864449,0.5134536404631138,,,HL
experiment1,TransitionType,785667,53,-0.4932473762905958,0.17768455725863394,1.2140453219783367e-05,0.06322250163686668,0.3686507998626024,,,LH
experiment1,TransitionType,785667,47,-0.6377478218950988,-0.04434853793606167,2.284455153120353e-07,0.6490160199895468,0.4596921052739157,,,LL
experiment1,TransitionType,787955,55,-0.5276145029276096,0.008326331402301629,3.276951973570294e-15,0.8714952574204308,0.7032176393578113,,,HH
experiment1,TransitionType,787955,59,-0.5499018227244334,0.011854238828005573,7.545818409434422e-14,0.8293997519209162,0.6346859432762926,,,HL
experiment1,TransitionType,787955,57,-0.6086468907473187,0.04657974916054777,2.3623601532706724e-13,0.4793522043275198,0.6373796570351961,,,LH
experiment1,TransitionType,787955,58,-0.5618256761931375,0.08323578532581977,4.1019542634176465e-17,0.06102640410587649,0.7409795530270393,,,LL
experiment1,TransitionType,803870,46,-0.47214285714285725,0.001620879120879156,3.6985573574450325e-05,0.9870952941167078,0.37482697754877736,,,HH
experiment1,TransitionType,803870,55,-0.4451920626462479,-0.040148970182795535,1.5005324601635522e-07,0.5786256936773031,0.4220269276024907,,,HL
experiment1,TransitionType,803870,60,-0.4524747885727569,-0.037257185620040635,0.0002395943454650977,0.7480641707845146,0.21533307449504435,,,LH
experiment1,TransitionType,803870,43,-0.3948244469252661,-0.1754689932231639,0.00033551639644215716,0.09187364535008918,0.3037066452493148,,,LL
experiment1,TransitionType,820531,62,-0.5182378020156381,-0.004478407196052699,4.857857948592389e-09,0.9520278667695076,0.44953935856713945,,,HH
experiment1,TransitionType,820531,51,-0.44629335949208454,0.06055878906782243,8.504622997321046e-08,0.36995657844514895,0.4554121046933388,,,HL
experiment1,TransitionType,820531,52,-0.6398721408321746,0.04292403285731876,2.4143367564595986e-13,0.5849988596546292,0.6743121226670082,,,LH
experiment1,TransitionType,820531,64,-0.5226747206282093,0.0214080338266383,2.6133126977196237e-10,0.7201021419543645,0.4863796036770286,,,LL
experiment1,TransitionType,828098,52,-0.017000525386130727,0.11046120993224598,0.8600673659170717,0.2811144715950912,0.02518014755943765,,,HH
experiment1,TransitionType,828098,59,-0.3437936326193078,-0.17142204570392683,0.0013070758901320833,0.09455822687302902,0.1946330068653641,,,HL
experiment1,TransitionType,828098,60,-0.01781364936657137,0.07041696877018615,0.8919920058853712,0.5870490225454577,0.005734554663682889,,,LH
experiment1,TransitionType,828098,48,-0.40480090788690803,0.0649031651279296,0.0004025224948760051,0.530324044579241,0.26182435805375737,,,LL
experiment1,TransitionType,882052,50,-0.32779065971287,0.016051037356251175,0.05534435524331475,0.9200992322272832,0.07941803653329838,,,HH
experiment1,TransitionType,882052,56,-0.4650141974340005,-0.02669156821867031,0.0013818187543019837,0.8319375199658591,0.17996723448766372,,,HL
experiment1,TransitionType,882052,55,-0.03511852554921768,0.21522696562321705,0.7786696708603494,0.0793450755500931,0.06222254731583421,,,LH
experiment1,TransitionType,882052,51,-0.1859993257196587,0.06844001809817796,0.1872143684759128,0.633134113873372,0.04023348710718677,,,LL
experiment1,TransitionType,897347,54,-0.5006591008978468,0.003495871790041986,1.8106725899558145e-06,0.9718424232135762,0.36994995713276146,,,HH
experiment1,TransitionType,897347,61,-0.25990801228726124,-0.046964535170246874,0.013438509792697513,0.6002714653106225,0.10094581791856183,,,HL
experiment1,TransitionType,897347,62,-0.24757144406485473,0.10329982105091841,0.021936249194118136,0.3128452210503404,0.09327068118863913,,,LH
experiment1,TransitionType,897347,51,-0.3105674147372772,0.051090760805837215,0.0011025592213150812,0.6019056018418203,0.21272501257503673,,,LL
experiment1,TransitionType,919598,55,-0.3429449941534613,0.09789988306923095,1.4522717245589695e-06,0.10483761290853144,0.37756241356815257,,,HH
experiment1,TransitionType,919598,60,-0.28289186261616456,-0.04042978832543,0.0003547384082845145,0.5931613391873505,0.2043072507777003,,,HL
experiment1,TransitionType,919598,61,-0.27616576651433306,0.019996197365526932,0.00012653029673673032,0.7743051609111762,0.22658798230248733,,,LH
experiment1,TransitionType,919598,54,-0.19047503154345025,0.030830924258693257,0.000402743847700256,0.565286453898973,0.22217208387698306,,,LL
experiment1,TransitionType,994851,50,-0.43768602289512554,0.09435192023633683,3.269444962459286e-05,0.3268767133332777,0.31374284210494585,,,HH
experiment1,TransitionType,994851,57,-0.3120467114986793,0.06887407400749142,0.00029057967061405643,0.3749702306705752,0.25037428116889393,,,HL
experiment1,TransitionType,994851,61,-0.33988106086159786,0.010830509839853937,0.0004773043079641138,0.8945074168526794,0.20103950673076576,,,LH
