Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0007,0.0014,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,0.0089,162.5284,0.0702,0.0695,162.5287,229.423,229.4237,269.4797,space,39.5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,269.5034,0.0,274.4459,s,4.6038,0.0006,278.0621,278.6375,277.4508,278.0618,275.6717,195.0,277.4506,278.6379,279.2005,279.2012,281.6577,1.399999976,281.6591,1.0,282.2661,0.0,0.0,0.0,14.0,1.0,1.6,0.3,Time
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,282.2682,0.0,282.2734,,,,285.269,285.8625,284.6494,285.2688,283.4644,192.0,284.6468,285.8626,286.4507,286.4508,287.0481,8.0,287.0485,1.0,287.6504,0.0,1.0,1.0,20.0,1.0,0.8,0.3,Time
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,287.6521,0.0,287.6526,,,,290.7344,291.3476,290.0952,290.7342,288.8285,9.0,290.095,291.3477,291.9407,291.9408,292.5818,1.600000024,292.5822,1.0,293.1449,0.0,2.0,2.0,27.0,1.0,1.2,0.7,Time
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,293.1458,0.0,293.1463,,,,296.188,296.7723,295.5534,296.1875,294.3461,335.0,295.5531,296.7723,297.3695,297.3695,298.5961,626.0,298.5965,1.0,299.1559,0.0,3.0,3.0,1.0,1.0,1.0,0.3,Time
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,299.1567,0.0,299.1573,,,,302.8401,303.4467,302.204,302.8399,300.3479,279.0,302.2038,303.4469,304.0629,304.0631,305.9306,1197.4,305.931,2.0,306.557,0.0,4.0,4.0,9.0,1.0,1.6,0.7,Time
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,306.5587,0.0,306.5598,,,,310.2471,310.8098,309.591,310.2469,307.7719,238.0,309.5908,310.8098,310.812,310.8123,316.7176,0.899999976,316.718,1.0,317.3229,0.0,5.0,5.0,4.0,1.0,1.6,0.3,Time
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,317.3237,0.0,317.3242,,,,320.9728,321.543,320.3297,320.9721,318.488,254.0,320.3293,321.5435,322.12,322.1201,322.7582,7.400000095,322.7587,1.0,323.3391,0.0,6.0,6.0,19.0,1.0,1.6,0.7,Time
,,S42,1,Female,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,3.157562362,,,,,,,,,,,,323.3397,0.0,323.3404,,,,326.3241,326.8968,325.7122,326.3239,324.5244,262.0,325.7117,326.897,327.4886,327.4887,328.7499,605.1,328.7504,2.0,329.329,0.0,7.0,7.0,5.0,1.0,0.8,0.7,Time
