Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0005,0.0011,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,0.0061,45.7354,0.0624,0.0597,45.7356,61.6845,61.6853,113.3759,space,51.6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,113.3867,0.0,121.6915,s,8.2703,,124.0456,124.5405,123.5255,124.0454,122.7106,245.0,123.5253,124.5409,125.0413,125.0427,131.0585,9999.0,131.0596,0.0,132.0561,0.0,0.0,0.0,25.0,1.0,0.8,0.7,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,132.0568,0.0,132.06,,,,134.4062,134.9055,133.8902,134.406,133.074,109.0,133.8899,134.9056,135.4055,135.4055,141.4227,9999.0,141.423,0.0,142.4212,0.0,1.0,1.0,5.0,1.0,0.8,0.7,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,142.4227,0.0,142.4231,,,,145.5554,146.0544,145.0386,145.5552,143.4262,95.0,145.0383,146.0545,146.5537,146.5537,152.5557,9999.0,152.5562,0.0,153.5534,0.0,2.0,2.0,24.0,1.0,1.6,0.3,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,153.5543,0.0,153.5547,,,,156.5089,157.003,155.9914,156.5088,154.5712,13.0,155.9911,157.0031,157.5025,157.5028,163.5269,9999.0,163.5273,0.0,164.518,0.0,3.0,3.0,13.0,1.0,1.4,0.3,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,164.5197,0.0,164.5204,,,,167.0693,167.5676,166.553,167.069,165.5358,280.0,166.5527,167.5677,168.0673,168.0674,174.0843,9999.0,174.0849,0.0,175.0874,0.0,4.0,4.0,16.0,1.0,1.0,0.7,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,175.0882,0.0,175.0885,,,,177.4173,177.906,176.9015,177.417,176.0908,218.0,176.9013,177.906,178.3997,178.3999,184.4153,9999.0,184.4157,0.0,185.4042,0.0,5.0,5.0,20.0,1.0,0.8,0.3,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,185.4046,0.0,185.4048,,,,188.1329,188.6318,187.6233,188.1326,186.4201,197.0,187.623,188.6318,189.12,189.1201,195.1315,9999.0,195.132,0.0,196.1299,0.0,6.0,6.0,22.0,1.0,1.2,0.3,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,196.131,0.0,196.1317,,,,199.08,199.5801,198.5642,199.0799,197.1485,82.0,198.5639,199.5802,200.0699,200.07,206.0799,9999.0,206.0804,0.0,207.0787,0.0,7.0,7.0,3.0,1.0,1.4,0.3,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,207.0794,0.0,207.0798,,,,209.6135,210.1116,209.0976,209.6134,208.0956,9.0,209.0974,210.1117,210.6014,210.6015,216.613,9999.0,216.6135,0.0,217.61,0.0,8.0,8.0,1.0,1.0,1.0,0.3,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,217.6106,0.0,217.6108,,,,220.7611,221.26,220.2444,220.7609,218.6273,337.0,220.2442,221.2601,221.7603,221.7604,227.7772,9999.0,227.7776,0.0,228.7759,0.0,9.0,9.0,4.0,1.0,1.6,0.3,Time
,,S24,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,228.7771,0.0,228.7776,,,,231.9255,232.414,231.4102,231.9254,229.7989,61.0,231.41,232.414,232.9081,232.9081,238.9257,9999.0,238.9262,0.0,239.9237,0.0,10.0,10.0,9.0,1.0,1.6,0.7,Time
