Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0,0.002,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,0.006,5.08,0.05,0.05,5.08,6.045,6.045,8.611,space,2.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,8.678,0.0,10.283,s,1.413,,13.086,13.446,12.546,13.081,11.328,111.0,12.546,13.446,13.944,13.944,20.019,9999.0,20.021,0.0,20.814,0.0,0.0,0.0,22.0,1.0,1.2,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,20.823,0.0,20.847,,,,25.498,25.998,24.985,25.498,22.922,156.0,24.985,25.998,26.498,26.498,27.724,944.0,27.724,2.0,28.691,0.0,1.0,1.0,27.0,1.0,1.2,0.7,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,28.692,0.0,28.692,,,,31.663,32.151,31.147,31.663,29.712,320.0,31.147,32.151,32.656,32.656,34.453,1530.0,34.453,4.0,35.456,0.0,2.0,2.0,28.0,1.0,1.4,0.7,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,35.457,0.0,35.459,,,,38.49,38.968,37.975,38.49,36.358,263.0,37.969,38.968,39.364,39.364,40.737,967.0,40.738,1.0,41.735,0.0,3.0,3.0,24.0,1.0,1.6,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,41.736,0.0,41.737,,,,44.911,45.412,44.381,44.908,42.958,125.0,44.381,45.412,45.912,45.912,49.723,2504.0,49.723,5.0,50.711,0.0,4.0,4.0,23.0,1.0,1.4,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,50.712,0.0,50.712,,,,53.693,54.186,53.186,53.693,51.742,50.0,53.185,54.186,54.688,54.688,56.224,1418.0,56.224,3.0,57.219,0.0,5.0,5.0,3.0,1.0,1.4,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,57.221,0.0,57.221,,,,60.534,61.024,60.013,60.533,58.355,194.0,60.013,61.024,61.516,61.516,63.346,1396.0,63.346,2.0,64.496,0.0,6.0,6.0,9.0,1.0,1.6,0.7,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,64.504,0.0,64.506,,,,67.776,68.272,67.223,67.775,65.547,140.0,67.223,68.272,68.768,68.768,69.922,864.0,69.922,1.0,70.921,0.0,7.0,7.0,14.0,1.0,1.6,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,70.923,0.0,70.923,,,,73.468,73.956,72.954,73.468,71.949,78.0,72.954,73.956,74.453,74.453,75.901,1062.0,75.904,4.0,76.906,0.0,8.0,8.0,21.0,1.0,1.0,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,76.909,0.0,76.911,,,,80.049,80.546,79.548,80.049,77.927,231.0,79.548,80.546,81.064,81.065,82.307,954.0,82.307,1.0,83.31,0.0,9.0,9.0,4.0,1.0,1.6,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,83.311,0.0,83.312,,,,85.856,86.307,85.325,85.856,84.317,246.0,85.325,86.307,86.799,86.8,88.564,1318.0,88.564,5.0,89.569,0.0,10.0,10.0,11.0,1.0,1.0,0.3,Time
,,S41,1,,,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.0240096,,,,,,,,,,,,89.57,0.0,89.571,,,,92.598,93.122,92.068,92.598,90.657,235.0,92.068,93.122,93.615,93.615,95.646,1587.0,95.646,4.0,96.658,0.0,11.0,11.0,13.0,1.0,1.4,0.3,Time
