Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,direction,Block_id,block.stopped,trial_direction,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,encoding.started,encoding.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0,0.0,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,4.238999999999997,8.705999999999996,space,4.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,8.71,335.0,0.0,47.517,335.0,s,38.77700000000001,,51.507000000000005,52.006,50.996,51.507000000000005,48.526,50.996,52.006,52.505,52.505,54.607,1750.0,54.607,4.0,55.605,0.0,0.0,0.0,23.0,1.0,1.4,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,55.607,303.0,0.0,55.609,303.0,,,,59.178,59.672,58.673,59.178,56.61,58.673,59.672,60.172,60.172,61.797,1324.0,61.797,5.0,62.794,0.0,1.0,1.0,1.0,1.0,1.0,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,62.79599999999999,215.0,0.0,62.79599999999999,215.0,,,,66.374,66.872,65.867,66.374,63.79599999999999,65.867,66.872,67.373,67.373,68.807,1101.0,68.807,4.0,69.806,0.0,2.0,2.0,21.0,1.0,1.0,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,69.806,74.0,0.0,69.806,74.0,,,,73.17399999999999,73.672,72.66799999999999,73.17399999999999,70.807,72.66799999999999,73.672,74.172,74.172,75.53399999999999,1006.0,75.53399999999999,4.0,76.528,0.0,3.0,3.0,10.0,1.0,0.8,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,76.528,301.0,0.0,76.528,301.0,,,,80.67399999999999,81.172,80.163,80.67399999999999,77.528,80.163,81.172,81.672,81.672,83.173,1043.0,83.173,1.0,84.172,0.0,4.0,4.0,9.0,1.0,1.6,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,84.172,212.0,0.0,84.172,212.0,,,,87.92899999999999,88.427,87.41799999999999,87.92899999999999,85.185,87.41799999999999,88.427,88.927,88.927,90.495,1247.0,90.495,3.0,91.494,0.0,5.0,5.0,7.0,1.0,1.2,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,91.494,127.0,0.0,91.494,127.0,,,,95.29,95.784,94.77399999999996,95.29,92.49599999999998,94.77399999999996,95.784,96.283,96.283,97.85399999999998,1235.0,97.85399999999998,3.0,98.85,0.0,6.0,6.0,22.0,1.0,1.2,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,98.85099999999996,137.0,0.0,98.85099999999996,137.0,,,,102.408,102.90599999999998,101.89899999999996,102.408,99.861,101.89899999999996,102.90599999999998,103.40499999999996,103.40499999999996,104.92899999999996,1170.0,104.92899999999996,4.0,105.928,0.0,7.0,7.0,16.0,1.0,1.0,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,105.928,172.0,0.0,105.928,172.0,,,,109.878,110.372,109.36299999999996,109.878,106.92899999999996,109.36299999999996,110.372,110.872,110.872,112.42999999999998,1228.0,112.42999999999998,2.0,113.428,0.0,8.0,8.0,28.0,1.0,1.4,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,113.428,47.0,0.0,113.428,47.0,,,,117.606,118.105,117.106,117.606,114.44099999999996,117.106,118.105,118.606,118.606,120.325,1254.0,120.325,2.0,121.31699999999998,0.0,9.0,9.0,4.0,1.0,1.6,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,121.31699999999998,149.0,0.0,121.31699999999998,149.0,,,,125.052,125.54999999999998,124.54999999999998,125.052,122.31699999999998,124.54999999999998,125.54999999999998,126.051,126.051,127.76299999999998,1373.0,127.76299999999998,4.0,128.76199999999997,0.0,10.0,10.0,27.0,1.0,1.2,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,128.76399999999998,104.0,0.0,128.76399999999998,104.0,,,,132.522,133.017,132.00599999999997,132.522,129.76899999999998,132.00599999999997,133.017,133.516,133.516,134.72799999999998,906.0,134.72799999999998,2.0,135.72799999999998,0.0,11.0,11.0,17.0,1.0,1.2,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,135.72799999999998,114.0,0.0,135.72799999999998,114.0,,,,139.08399999999995,139.583,138.57399999999998,139.08399999999995,136.72899999999998,138.57399999999998,139.583,140.083,140.08399999999995,141.497,1058.0,141.497,5.0,142.49399999999997,0.0,12.0,12.0,25.0,1.0,0.8,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,142.49499999999998,261.0,0.0,142.49499999999998,261.0,,,,146.433,146.928,145.932,146.433,143.49499999999998,145.932,146.928,147.428,147.428,148.69899999999998,919.0,148.69899999999998,1.0,149.694,0.0,13.0,13.0,8.0,1.0,1.4,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,149.695,252.0,0.0,149.695,252.0,,,,153.641,154.13899999999998,153.14,153.641,150.695,153.14,154.13899999999998,154.63899999999998,154.63899999999998,156.57399999999998,1202.0,156.57399999999998,2.0,157.57199999999995,0.0,14.0,14.0,18.0,1.0,1.4,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,157.57199999999995,255.0,0.0,157.57299999999998,255.0,,,,160.92899999999997,161.428,160.41799999999998,160.92899999999997,158.58399999999995,160.41799999999998,161.428,161.928,161.928,163.201,959.0,163.201,4.0,164.195,0.0,15.0,15.0,15.0,1.0,0.8,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,164.196,226.0,0.0,164.19699999999995,226.0,,,,167.553,168.04999999999998,167.041,167.551,165.196,167.041,168.04999999999998,168.551,168.551,169.76299999999998,846.0,169.76299999999998,4.0,170.761,0.0,16.0,16.0,5.0,1.0,0.8,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,170.76199999999997,302.0,0.0,170.76199999999997,302.0,,,,174.91699999999997,175.41699999999997,174.40699999999998,174.91699999999997,171.766,174.40699999999998,175.41699999999997,175.91699999999997,175.91699999999997,177.49599999999998,1233.0,177.49599999999998,2.0,178.49499999999998,0.0,17.0,17.0,19.0,1.0,1.6,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,178.49499999999998,101.0,0.0,178.49499999999998,101.0,,,,182.639,183.14,182.13,182.639,179.49599999999998,182.13,183.14,183.639,183.639,185.262,1197.0,185.262,2.0,186.262,0.0,18.0,18.0,29.0,1.0,1.6,0.7,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,186.262,168.0,0.0,186.262,168.0,,,,190.237,190.74,189.73,190.237,187.262,189.73,190.74,191.239,191.239,192.819,1292.0,192.819,2.0,193.817,0.0,19.0,19.0,13.0,1.0,1.4,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,193.818,201.0,0.0,193.818,201.0,,,,197.196,197.695,196.685,197.196,194.823,196.685,197.695,198.194,198.194,200.0,1222.0,200.0,5.0,200.995,0.0,20.0,20.0,20.0,1.0,0.8,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,200.995,190.0,0.0,200.995,190.0,,,,204.778,205.273,204.263,204.778,201.996,204.263,205.273,205.773,205.773,207.154,1100.0,207.154,2.0,208.15,0.0,21.0,21.0,12.0,1.0,1.2,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,208.151,202.0,0.0,208.151,202.0,,,,212.315,212.817,211.814,212.314,209.152,211.814,212.817,213.317,213.317,214.235,579.0,214.236,1.0,215.228,0.0,22.0,22.0,14.0,1.0,1.6,0.3,Time
,,S03,199724,1,男,23,anonymized,Serial_Dependence_U,2023.2.3,Win32,89.92805755393564,,,,,,215.228,336.0,0.0,215.228,336.0,,,,219.407,219.905,218.901,219.407,216.23,218.9,219.905,220.40600000000003,220.40600000000003,222.153,1204.0,222.153,2.0,223.15,0.0,23.0,23.0,24.0,1.0,1.6,0.3,Time
