Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0001,0.0003,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,0.0013,62.6556,0.0257,0.0265,62.6556,92.9226,92.9227,115.7063,space,22.7556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,115.71,0.0,122.5897,s,6.8456,,125.7398,126.2396,125.2233,125.7398,123.6067,47.0,125.2232,126.2397,126.7396,126.7397,129.0734,1574.4,129.0736,3.0,130.073,0.0,0.0,0.0,4.0,1.0,1.6,0.3,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,130.0733,0.0,130.0742,,,,132.6232,133.123,132.1065,132.6232,131.0925,245.0,132.1064,133.123,133.623,133.623,135.2065,862.1,135.2065,2.0,136.2064,0.0,1.0,1.0,16.0,1.0,1.0,0.7,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,136.2067,0.0,136.2068,,,,138.5566,139.0563,138.0399,138.5566,137.2232,169.0,138.0399,139.0564,139.5563,139.5565,141.1899,956.7,141.1901,4.0,142.1897,0.0,2.0,2.0,0.0,1.0,0.8,0.3,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,142.1899,0.0,142.19,,,,144.94,145.4398,144.4234,144.9399,143.2068,342.0,144.4234,145.4398,145.9399,145.94,147.59,1029.9,147.59,2.0,148.5898,0.0,3.0,3.0,17.0,1.0,1.2,0.7,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,148.59,0.0,148.59,,,,151.5236,152.0232,151.0083,151.5235,149.6067,66.0,151.0083,152.0232,152.5233,152.5233,154.0233,1213.5,154.0234,2.0,155.0233,0.0,4.0,4.0,13.0,1.0,1.4,0.3,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,155.0235,0.0,155.0235,,,,157.7568,158.2566,157.2401,157.7568,156.0235,65.0,157.2401,158.2567,158.7567,158.7567,160.2902,1228.6,160.2902,3.0,161.2901,0.0,5.0,5.0,7.0,1.0,1.2,0.7,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,161.2903,0.0,161.2905,,,,164.0403,164.5401,163.5236,164.0402,162.3069,32.0,163.5234,164.5401,165.04,165.0401,166.5069,1196.1,166.5071,3.0,167.5067,0.0,6.0,6.0,2.0,1.0,1.2,0.3,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,167.507,0.0,167.5072,,,,170.657,171.1568,170.1404,170.657,168.5236,233.0,170.1403,171.1568,171.6568,171.6568,173.407,1487.9,173.407,2.0,174.4068,0.0,7.0,7.0,29.0,1.0,1.6,0.7,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,174.4071,0.0,174.4071,,,,177.3571,177.8568,176.8404,177.3571,175.4238,287.0,176.8403,177.8568,178.3569,178.3569,180.1404,1177.5,180.1406,2.0,181.1402,0.0,8.0,8.0,3.0,1.0,1.4,0.3,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,181.1404,0.0,181.1406,,,,183.8905,184.3903,183.3739,183.8905,182.1572,180.0,183.3738,184.3903,184.8904,184.8904,186.7071,1363.8,186.7072,4.0,187.707,0.0,9.0,9.0,12.0,1.0,1.2,0.3,Time
,,S25,1,Female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,187.7072,0.0,187.7073,,,,190.8573,191.3571,190.3405,190.8573,188.7239,47.0,190.3405,191.3571,191.8571,191.8571,192.3238,117.0,192.3239,1.0,193.3238,0.0,10.0,10.0,19.0,1.0,1.6,0.7,Time
