Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0009,0.0013,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,0.0026,95.8903,0.0469,0.0464,95.8906,116.9371,116.9375,161.8001,space,44.8389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,161.8066,0.0,165.5809,s,3.7587,,168.0901,168.5865,167.5877,168.0899,166.5826,99.0,167.5872,168.5867,169.0835,169.0839,171.6536,393.8,171.6542,1.0,172.6531,0.0,0.0,0.0,16.0,1.0,1.0,0.7,Time
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,172.6536,0.0,172.6551,,,,174.9684,175.4648,174.4654,174.9682,173.6591,359.0,174.4652,175.4648,175.9616,175.9618,177.1255,685.1,177.1257,2.0,178.1251,0.0,1.0,1.0,0.0,1.0,0.8,0.3,Time
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,178.1257,0.0,178.1259,,,,180.8347,181.3309,180.3316,180.8345,179.1288,49.0,180.3314,181.331,181.8279,181.828,183.0641,835.8,183.0645,1.0,184.0639,0.0,2.0,2.0,17.0,1.0,1.2,0.7,Time
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,184.0644,0.0,184.0648,,,,186.9733,187.4697,186.4704,186.973,185.068,140.0,186.4701,187.4697,187.9667,187.9667,189.7121,1461.0,189.7123,3.0,190.7118,0.0,3.0,3.0,3.0,1.0,1.4,0.3,Time
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,190.7122,0.0,190.7125,,,,193.225,193.7237,192.7191,193.2248,191.7124,176.0,192.7189,193.7238,194.2207,194.2208,195.4088,826.5,195.409,2.0,196.4084,0.0,4.0,4.0,26.0,1.0,1.0,0.7,Time
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,196.4089,0.0,196.4093,,,,198.7178,199.2142,198.2149,198.7176,197.4089,69.0,198.2147,199.2143,199.7111,199.7113,201.0203,1005.8,201.0207,4.0,202.0199,0.0,5.0,5.0,20.0,1.0,0.8,0.3,Time
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,202.0204,0.0,202.0207,,,,204.3294,204.8257,203.8264,204.3291,203.0205,268.0,203.8261,204.8258,205.3227,205.3228,206.3288,995.4,206.3292,4.0,207.3286,0.0,6.0,6.0,5.0,1.0,0.8,0.7,Time
,,S38,1,Male,29,anonymized,Serial_Dependence_U,2023.2.3,Win32,163.9344262,,,,,,,,,,,,207.3293,0.0,207.3296,,,,210.2379,210.7343,209.7363,210.2377,208.329,114.0,209.7361,210.7343,211.2313,211.2314,213.8344,992.8,213.8347,2.0,214.8309,0.0,7.0,7.0,13.0,1.0,1.4,0.3,Time
