Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0003,0.0007,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,0.0021,60.3216,0.0581,0.0587,60.3219,66.8213,66.8215,100.4716,space,33.6057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,100.4826,0.0,103.0712,s,2.5555,,106.222,106.7214,105.7058,106.2218,104.0888,3.0,105.7056,106.7218,107.2215,107.222,113.2386,9999.0,113.2392,0.0,114.2383,0.0,0.0,0.0,4.0,1.0,1.6,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,114.239,0.0,114.2415,,,,116.5887,117.0878,116.0717,116.5886,115.2551,309.0,116.0715,117.0879,117.5881,117.5882,123.6048,9999.0,123.6051,0.0,124.6046,0.0,1.0,1.0,0.0,1.0,0.8,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,124.6053,0.0,124.6056,,,,127.355,127.8546,126.8384,127.3549,125.6217,264.0,126.8382,127.8547,128.3543,128.3544,134.3717,9999.0,134.3719,0.0,135.371,0.0,2.0,2.0,12.0,1.0,1.2,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,135.3717,0.0,135.372,,,,137.7222,138.2222,137.2055,137.7219,136.3881,185.0,137.2054,138.2223,138.7225,138.7226,144.7433,9999.0,144.7437,0.0,145.7387,0.0,3.0,3.0,10.0,1.0,0.8,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,145.7397,0.0,145.7401,,,,148.6885,149.1882,148.172,148.6884,146.7554,41.0,148.1718,149.1883,149.6881,149.6882,155.7054,9999.0,155.7058,0.0,156.7048,0.0,4.0,4.0,13.0,1.0,1.4,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,156.7058,0.0,156.7062,,,,159.456,159.9543,158.9395,159.4559,157.7219,82.0,158.9394,159.9545,160.4545,160.4546,166.4727,9999.0,166.4731,0.0,167.4722,0.0,5.0,5.0,17.0,1.0,1.2,0.7,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,167.4734,0.0,167.4744,,,,170.0228,170.5222,169.5069,170.0226,168.4896,53.0,169.5063,170.5224,171.022,171.0221,177.0389,9999.0,177.0394,0.0,178.039,0.0,6.0,6.0,6.0,1.0,1.0,0.7,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,178.04,0.0,178.0411,,,,180.5884,181.0879,180.0723,180.5881,179.0554,147.0,180.0722,181.0879,181.5876,181.5877,187.606,9999.0,187.6064,0.0,188.6048,0.0,7.0,7.0,1.0,1.0,1.0,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,188.6058,0.0,188.6064,,,,190.9557,191.4555,190.4389,190.9555,189.6267,251.0,190.4386,191.4555,191.9544,191.9545,197.9565,9999.0,197.9572,0.0,198.9544,0.0,8.0,8.0,25.0,1.0,0.8,0.7,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,198.9551,0.0,198.9552,,,,201.5057,202.0088,200.9885,201.5055,199.9724,190.0,200.9882,202.009,202.5056,202.5057,208.5226,9999.0,208.5229,0.0,209.5221,0.0,9.0,9.0,11.0,1.0,1.0,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,209.523,0.0,209.5238,,,,212.6731,213.1725,212.1561,212.6729,210.5399,171.0,212.156,213.1726,213.6724,213.6726,219.6758,9999.0,219.6759,0.0,220.6749,0.0,10.0,10.0,24.0,1.0,1.6,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,220.6752,0.0,220.6754,,,,223.209,223.708,222.6921,223.209,221.6757,72.0,222.6921,223.7081,224.2082,224.2082,230.2088,9999.0,230.209,0.0,231.2079,0.0,11.0,11.0,21.0,1.0,1.0,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,231.2081,0.0,231.2083,,,,234.1422,234.6414,233.6259,234.1422,232.2093,237.0,233.6258,234.6414,235.1414,235.1414,241.1424,9999.0,241.1425,0.0,242.1416,0.0,12.0,12.0,3.0,1.0,1.4,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,242.1419,0.0,242.142,,,,244.4926,244.9912,243.9757,244.4925,243.1588,45.0,243.9756,244.9913,245.4915,245.4916,251.4929,9999.0,251.493,0.0,252.492,0.0,13.0,13.0,5.0,1.0,0.8,0.7,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,252.4923,0.0,252.4925,,,,255.4384,255.9381,254.9216,255.4383,253.5089,126.0,254.9214,255.9381,256.4389,256.4392,262.455,9999.0,262.4552,0.0,263.4547,0.0,14.0,14.0,23.0,1.0,1.4,0.3,Time
,,S21,1,Female,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.88023952,,,,,,,,,,,,263.4552,0.0,263.4555,,,,265.8051,266.3046,265.2888,265.805,264.472,92.0,265.2887,266.3048,266.8048,266.8049,272.8218,9999.0,272.8219,0.0,273.8215,0.0,15.0,15.0,20.0,1.0,0.8,0.3,Time
