Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0005,0.0006,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,0.0022,44.4721,0.0486,0.0506,44.4724,50.9061,50.9064,79.5823,space,28.6348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,79.5906,0.0,81.8493,s,2.2293,,84.4005,84.8999,83.884,84.4002,82.867,313.0,83.8838,84.9002,85.4007,85.4011,91.4196,9999.0,91.4205,0.0,92.4193,0.0,0.0,0.0,21.0,1.0,1.0,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,92.4198,0.0,92.4226,,,,94.7704,95.2701,94.2535,94.7701,93.4365,26.0,94.2533,95.2701,95.77,95.7702,96.6881,221.5,96.6885,1.0,97.6874,0.0,1.0,1.0,10.0,1.0,0.8,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,97.6879,0.0,97.6881,,,,100.2384,100.7383,99.722,100.2382,98.7049,269.0,99.7217,100.7384,101.2385,101.2386,107.2407,9999.0,107.2415,0.0,108.2406,0.0,2.0,2.0,11.0,1.0,1.0,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,108.2412,0.0,108.2416,,,,111.3921,111.8917,110.8753,111.3919,109.2585,25.0,110.8751,111.8919,112.392,112.3921,117.677,5100.7,117.6773,5.0,118.6774,0.0,3.0,3.0,19.0,1.0,1.6,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,118.6779,0.0,118.6781,,,,121.2287,121.7282,120.7117,121.2284,119.6949,317.0,120.7115,121.7283,122.2284,122.2285,128.2322,9999.0,128.2326,0.0,129.2307,0.0,4.0,4.0,26.0,1.0,1.0,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,129.2312,0.0,129.2313,,,,131.5821,132.0815,131.069,131.5819,130.2482,245.0,131.0648,132.0816,132.5816,132.5818,138.584,9999.0,138.5843,0.0,139.5841,0.0,5.0,5.0,25.0,1.0,0.8,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,139.5844,0.0,139.5845,,,,142.7353,143.2348,142.2185,142.7352,140.6014,4.0,142.2183,143.2355,143.7351,143.7352,147.0038,2323.6,147.0041,5.0,148.0032,0.0,6.0,6.0,14.0,1.0,1.6,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,148.0037,0.0,148.0039,,,,151.1547,151.6543,150.6386,151.1545,149.0207,279.0,150.6384,151.6544,152.1545,152.1546,156.8561,4417.7,156.8564,5.0,157.8563,0.0,7.0,7.0,24.0,1.0,1.6,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,157.8568,0.0,157.8569,,,,160.4076,160.9072,159.8908,160.4074,158.8739,218.0,159.8906,160.9073,161.4075,161.4075,167.4096,9999.0,167.4098,0.0,168.4095,0.0,8.0,8.0,16.0,1.0,1.0,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,168.4101,0.0,168.4107,,,,171.546,172.0441,171.0442,171.5455,169.4273,311.0,171.044,172.0442,172.5442,172.5443,173.7281,132.2,173.7284,1.0,174.7282,0.0,9.0,9.0,4.0,1.0,1.6,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,174.7286,0.0,174.7287,,,,177.0795,177.5791,176.5628,177.0794,175.7456,195.0,176.5625,177.5792,178.0793,178.0793,181.0304,1162.2,181.0309,5.0,182.0305,0.0,10.0,10.0,15.0,1.0,0.8,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,182.0309,0.0,182.0311,,,,184.782,185.2819,184.2649,184.7818,183.0478,245.0,184.2647,185.2819,185.7818,185.7819,188.1994,100.2,188.1998,1.0,189.1995,0.0,11.0,11.0,22.0,1.0,1.2,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,189.2003,0.0,189.2005,,,,197.1024,197.6021,196.5853,197.1022,195.3807,19.0,196.5851,197.6021,198.1022,198.1023,200.8699,128.7,200.8702,1.0,201.87,0.0,12.0,12.0,7.0,1.0,1.2,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,201.8706,0.0,201.8707,,,,204.6216,205.1211,204.1045,204.6214,202.8877,181.0,204.1043,205.1212,205.6213,205.6214,211.6234,9999.0,211.6237,0.0,212.6234,0.0,13.0,13.0,2.0,1.0,1.2,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,212.6238,0.0,212.6241,,,,215.5747,216.0743,215.0583,215.5746,213.6412,242.0,215.0581,216.0744,216.5748,216.5748,222.5771,9999.0,222.5774,0.0,223.577,0.0,14.0,14.0,8.0,1.0,1.4,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,223.5775,0.0,223.5777,,,,226.3284,226.828,225.8115,226.3282,224.5943,137.0,225.8113,226.8281,227.3281,227.3282,227.5469,202.7,227.5474,1.0,228.545,0.0,15.0,15.0,12.0,1.0,1.2,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,228.5457,0.0,228.5458,,,,231.097,231.596,230.5797,231.0964,229.5627,190.0,230.5795,231.596,232.0962,232.0963,238.0985,9999.0,238.0988,0.0,239.0984,0.0,16.0,16.0,1.0,1.0,1.0,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,239.0989,0.0,239.099,,,,242.0331,242.5329,241.5164,242.033,240.1087,127.0,241.5163,242.5329,243.033,243.033,245.6174,2541.6,245.6178,5.0,246.6175,0.0,17.0,17.0,3.0,1.0,1.4,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,246.6181,0.0,246.6182,,,,249.5691,250.0687,249.0521,249.5688,247.6351,165.0,249.0519,250.0687,250.5688,250.5688,254.4702,112.3,254.4706,1.0,255.4704,0.0,18.0,18.0,28.0,1.0,1.4,0.7,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,255.4708,0.0,255.471,,,,257.8216,258.3213,257.3045,257.8214,256.4878,177.0,257.3043,258.3213,258.8215,258.8216,264.8236,9999.0,264.8239,0.0,265.8236,0.0,19.0,19.0,0.0,1.0,0.8,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,265.8241,0.0,265.8242,,,,268.1592,268.6576,267.6581,268.159,266.8412,194.0,267.6578,268.6577,269.1579,269.158,275.1601,3867.1,275.1604,5.0,276.1601,0.0,20.0,20.0,20.0,1.0,0.8,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,276.1607,0.0,276.1609,,,,279.1123,279.6112,278.5945,279.1121,277.1778,150.0,278.5944,279.6113,280.1114,280.1114,286.1136,9999.0,286.1139,0.0,287.1148,0.0,21.0,21.0,23.0,1.0,1.4,0.3,Time
,,S37,1,Male,31,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.52380952,,,,,,,,,,,,287.1157,0.0,287.116,,,,290.2651,290.7646,289.7483,290.2649,288.1313,206.0,289.7482,290.7646,291.265,291.265,297.2674,9999.0,297.2677,0.0,298.2671,0.0,22.0,22.0,29.0,1.0,1.6,0.7,Time
