Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,direction,Block_id,block.stopped,trial_direction,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,encoding.started,encoding.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
9.99999642203e-05,0.000399999976139,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,50.76479999995232,54.61169999998808,space,3.825800000011924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,54.61529999995233,329.0,0.0,58.36839999997616,329.0,s,3.735600000023851,,61.93359999996423,62.43069999998809,61.432199999988086,61.93350000000001,59.37119999998808,61.43209999996424,62.43089999997616,62.93069999998809,62.93079999995231,64.13499999999999,562.0,64.13519999998809,1.0,65.13219999998807,0.0,0.0,0.0,11.0,1.0,1.0,0.3,Time
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,65.13259999996424,8.0,0.0,65.13379999995232,8.0,,,,69.27789999997617,69.77309999996424,68.77359999996423,69.27789999997617,66.13909999996423,68.77359999996423,69.77309999996424,70.27079999995232,70.27079999995232,72.13459999996425,1272.0,72.13459999996425,2.0,73.1317999999523,0.0,1.0,1.0,9.0,1.0,1.6,0.7,Time
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,73.13209999996423,136.0,0.0,73.13209999996423,136.0,,,,76.4827999999523,76.97889999997616,75.97229999995233,76.4827999999523,74.13889999997616,75.97219999998808,76.97889999997616,77.47889999997616,77.47889999997616,78.77250000000001,882.0,78.77250000000001,4.0,79.7705,0.0,2.0,2.0,25.0,1.0,0.8,0.7,Time
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,79.77069999998807,313.0,0.0,79.77079999995232,313.0,,,,83.90950000000001,84.40929999995231,83.40519999998807,83.90939999997616,80.77339999997616,83.40509999996425,84.40929999995231,84.90919999998809,84.90919999998809,86.59879999995232,1304.0,86.59879999995232,2.0,87.59669999998809,0.0,3.0,3.0,29.0,1.0,1.6,0.7,Time
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,87.59700000000001,6.0,0.0,87.59709999996423,6.0,,,,90.97189999997616,91.47159999996424,90.46739999997617,90.97179999995232,88.60379999995232,90.46729999995232,91.47169999998808,91.97159999996424,91.97159999996424,92.77719999998808,535.0,92.77719999998808,1.0,93.77709999996424,0.0,4.0,4.0,0.0,1.0,0.8,0.3,Time
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,93.7772999999523,28.0,0.0,93.77739999997615,28.0,,,,97.95539999997617,98.45059999996424,97.44669999998808,97.95539999997617,94.77909999996425,97.44669999998808,98.45059999996424,98.95079999995232,98.95079999995232,100.16869999998808,911.0,100.16879999995233,1.0,101.16579999995233,0.0,5.0,5.0,4.0,1.0,1.6,0.3,Time
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,101.16609999996425,32.0,0.0,101.16609999996425,32.0,,,,104.91589999997616,105.41569999998808,104.409,104.91589999997616,102.17289999997617,104.40889999997616,105.41569999998808,105.91569999998808,105.91569999998808,107.49209999996424,1011.0,107.49209999996424,2.0,108.49189999997616,0.0,6.0,6.0,27.0,1.0,1.2,0.7,Time
,,S17,820531,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,142.85714285714286,,,,,,108.49229999995232,127.0,0.0,108.49239999997616,127.0,,,,111.83939999997617,112.33909999996423,111.3325,111.83919999998808,109.49909999996424,111.33229999995233,112.33919999998808,112.83909999996423,112.83909999996423,114.43639999997616,1088.0,114.4365,5.0,115.432,0.0,7.0,7.0,5.0,1.0,0.8,0.7,Time
