Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,direction,Block_id,block.stopped,trial_direction,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,encoding.started,encoding.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0002999999523165,0.0004999999999988,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,173.1629000000954,319.87890000009537,space,146.6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,319.8954000000954,117.0,0.0,324.37870000004773,117.0,s,4.466600000143046,,328.1327000000477,328.6277000000477,327.6175,328.13259999990464,325.384,327.6172999999523,328.6282000000477,329.1302000000477,329.1304000000954,330.4665,816.0,330.4669000000954,1.0,331.46459999990464,0.0,0.0,0.0,7.0,1.0,1.2,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,331.4650999999046,298.0,0.0,331.46609999990466,298.0,,,,335.01590000009537,335.5112000000477,334.49940000009536,335.01590000009537,332.4664000000954,334.49940000009536,335.5112999999523,336.0107999999523,336.011,337.55,1143.0,337.55009999990466,4.0,338.546,0.0,1.0,1.0,6.0,1.0,1.0,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,338.54629999995234,65.0,0.0,338.54650000000004,65.0,,,,342.6987000000477,343.19779999995234,342.1822999999523,342.6985999999047,339.5492000000477,342.1822000000477,343.19779999995234,343.6937000000477,343.694,345.6155,1417.0,345.61559999990465,2.0,346.6102000000477,0.0,2.0,2.0,29.0,1.0,1.6,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,346.61129999995234,199.0,0.0,346.6114000000954,199.0,,,,349.9985999999046,350.49350000000004,349.4819000000954,349.9985999999046,347.6152999999524,349.4819000000954,350.49359999990463,350.99329999995234,350.99350000000004,351.71540000009537,566.0,351.71540000009537,2.0,352.7144000000954,0.0,3.0,3.0,10.0,1.0,0.8,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,352.71459999990464,181.0,0.0,352.71479999995233,181.0,,,,356.6982999999523,357.19300000000004,356.1814000000954,356.6982000000477,353.7149000000954,356.1814000000954,357.1932000000477,357.69709999990465,357.69709999990465,358.99809999990464,817.0,358.9982000000477,1.0,359.9932000000477,0.0,4.0,4.0,23.0,1.0,1.4,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,359.994,175.0,0.0,359.9940999999047,175.0,,,,364.1477000000477,364.6429000000954,363.6310999999047,364.1477000000477,360.9982000000477,363.6309000000954,364.643,365.1429000000954,365.1430999999047,367.48129999995234,2217.0,367.48129999995234,5.0,368.4759000000954,0.0,5.0,5.0,19.0,1.0,1.6,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,368.4767000000477,116.0,0.0,368.4769000000954,116.0,,,,372.66409999990464,373.1632999999524,372.1477000000477,372.66409999990464,369.4807999999524,372.1475999999046,373.1632999999524,373.6589000000954,373.65909999990464,374.4975999999047,800.0,374.4975999999047,1.0,375.492,0.0,6.0,6.0,24.0,1.0,1.6,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,375.493,125.0,0.0,375.4932000000477,125.0,,,,379.0804000000954,379.5765999999047,378.5635999999046,379.08029999995233,376.49690000009537,378.5635,379.5765999999047,380.0754000000954,380.0755,381.7305999999047,1266.0,381.7305999999047,4.0,382.7249000000954,0.0,7.0,7.0,21.0,1.0,1.0,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,382.726,163.0,0.0,382.7262000000477,163.0,,,,386.4795999999046,386.975,385.96340000009536,386.4795,383.7300999999047,385.96340000009536,386.9750999999047,387.47929999995233,387.4794000000954,388.6800999999047,1183.0,388.6800999999047,3.0,389.67490000009536,0.0,8.0,8.0,17.0,1.0,1.2,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,389.6757999999524,182.0,0.0,389.6759000000954,182.0,,,,393.02959999990463,393.52479999995234,392.5135,393.0295,390.67990000009536,392.5134000000954,393.5249000000954,394.02479999995234,394.0250999999046,395.3645,651.0,395.3645999999047,2.0,396.358,0.0,9.0,9.0,25.0,1.0,0.8,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,396.35909999990463,34.0,0.0,396.3592999999523,34.0,,,,400.3125999999047,400.8074000000954,399.796,400.3125,397.3625999999047,399.7959000000954,400.8075,401.3072000000477,401.3074000000954,403.47929999995233,1683.0,403.4794000000954,4.0,404.476,0.0,10.0,10.0,18.0,1.0,1.4,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,404.4764000000954,303.0,0.0,404.4765,303.0,,,,408.2760999999047,408.7739000000954,407.7622999999524,408.276,405.4949000000954,407.7622999999524,408.7739000000954,409.274,409.2742000000477,410.12890000009537,366.0,410.129,1.0,411.1235,0.0,11.0,11.0,2.0,1.0,1.2,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,411.1245,225.0,0.0,411.1247000000477,225.0,,,,414.7117999999524,415.2065999999047,414.19509999990464,414.7117999999524,412.12890000009537,414.195,415.2067999999524,415.7107000000477,415.7107000000477,417.6119000000954,1317.0,417.6119000000954,5.0,418.6064000000954,0.0,12.0,12.0,1.0,1.0,1.0,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,418.6072999999523,258.0,0.0,418.6075,258.0,,,,422.39479999995234,422.8935999999047,421.8787000000477,422.3947000000477,419.6115,421.8785,422.8937000000477,423.3895,423.3895999999047,424.7447999999523,917.0,424.7449000000954,2.0,425.7414000000954,0.0,13.0,13.0,12.0,1.0,1.2,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,425.7415999999046,47.0,0.0,425.7417999999523,47.0,,,,429.09429999995234,429.589,428.5779000000954,429.09429999995234,426.7445999999047,428.5779000000954,429.589,430.0905999999047,430.0905999999047,431.22790000009536,967.0,431.22790000009536,4.0,432.2225,0.0,14.0,14.0,5.0,1.0,0.8,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,432.2234000000954,15.0,0.0,432.2235,15.0,,,,436.211,436.7055999999047,435.69390000009537,436.21090000009536,433.2277000000477,435.69390000009537,436.7057000000477,437.2057999999523,437.20590000009537,438.8894000000954,1322.0,438.8895999999047,2.0,439.8885999999047,0.0,15.0,15.0,13.0,1.0,1.4,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,439.8897000000477,315.0,0.0,439.8899000000954,315.0,,,,443.277,443.7717999999524,442.761,443.2769000000954,440.8937999999523,442.7609000000954,443.772,444.2719000000954,444.2722000000477,445.1605,800.0,445.1605,3.0,446.1550999999047,0.0,16.0,16.0,0.0,1.0,0.8,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,446.15590000009536,322.0,0.0,446.1562000000477,322.0,,,,449.51,450.005,448.99329999995234,449.5097999999524,447.1587999999524,448.9932000000477,450.00509999990464,450.5047000000477,450.5049000000954,451.5102000000477,967.0,451.5102000000477,4.0,452.505,0.0,17.0,17.0,15.0,1.0,0.8,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,452.5057000000477,319.0,0.0,452.506,319.0,,,,456.0595,456.5545,455.5430999999047,456.05940000009537,453.5112000000477,455.543,456.5545,457.055,457.0550999999047,458.8095999999047,883.0,458.8097000000477,2.0,459.8047000000477,0.0,18.0,18.0,16.0,1.0,1.0,0.7,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,459.8054000000954,170.0,0.0,459.80559999990464,170.0,,,,463.9925,464.4880999999047,463.4760999999047,463.9922999999523,460.8097999999524,463.4760999999047,464.48859999990464,464.9875,464.9877999999524,467.02590000009536,1516.0,467.026,2.0,468.0210999999047,0.0,19.0,19.0,4.0,1.0,1.6,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,468.02209999990464,28.0,0.0,468.0224000000954,28.0,,,,472.2092999999524,472.70529999995233,471.6922000000477,472.2092000000477,469.0257000000477,471.6922000000477,472.7054000000954,473.2077000000477,473.2077000000477,474.84209999990463,1600.0,474.8422000000477,3.0,475.8367000000477,0.0,20.0,20.0,14.0,1.0,1.6,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,475.8377000000477,132.0,0.0,475.8379000000954,132.0,,,,479.2252999999523,479.72,478.7092999999524,479.2252000000477,476.8417000000477,478.7092000000477,479.7200999999047,480.2200999999047,480.2202999999523,481.8919000000954,1166.0,481.8919000000954,5.0,482.8865,0.0,21.0,21.0,20.0,1.0,0.8,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,482.8875000000001,87.0,0.0,482.88759999990464,87.0,,,,486.8749000000954,487.3695999999047,486.3585,486.8747999999524,483.8915,486.3585,487.3697000000477,487.8699000000954,487.87,490.09159999990464,1616.0,490.09159999990464,4.0,491.086,0.0,22.0,22.0,3.0,1.0,1.4,0.3,Time
,,S08,349889,1,女,21,anonymized,Serial_Dependence_U,2023.2.3,Win32,59.880239520962,,,,,,491.08729999995234,232.0,0.0,491.0875,232.0,,,,494.8410999999047,495.3357999999523,494.3244000000954,494.8410999999047,492.091,494.3242999999524,495.336,495.8357000000477,495.8357000000477,497.0744000000954,717.0,497.0745,1.0,498.0697000000477,0.0,23.0,23.0,27.0,1.0,1.2,0.7,Time
