Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0005,0.0009,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,0.0032,71.4588,0.0606,0.0584,71.459,84.8718,84.8722,199.1403,space,114.2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,199.1494,0,204.1555,s,4.9953,,206.5049,207.0044,205.9885,206.5047,205.1723,27,205.9884,207.0046,207.5043,207.5047,213.5197,9999,213.5201,0,214.5191,0,0,0,0,1,0.8,0.3,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,214.5197,0,214.5216,,,,216.8687,217.3681,216.3521,216.8685,215.5357,34,216.352,217.3682,217.8679,217.8679,222.2009,1563.3,222.2011,5,223.1998,0,1,1,10,1,0.8,0.3,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,223.2001,0,223.2003,,,,225.9495,226.4488,225.4329,225.9494,224.2166,177,225.4328,226.4488,226.9488,226.9489,229.0486,784.6,229.0488,1,230.0479,0,2,2,7,1,1.2,0.7,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,230.0485,0,230.0488,,,,232.5813,233.0804,232.0689,232.5811,231.0525,142,232.0688,233.0804,233.5802,233.5802,235.135,1049.7,235.1351,3,236.1295,0,3,3,1,1,1,0.3,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,236.13,0,236.1302,,,,238.6674,239.162,238.1629,238.6673,237.1511,32,238.1627,239.1621,239.662,239.6621,241.05,966.3,241.0501,3,242.0446,0,4,4,26,1,1,0.7,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,242.045,0,242.0452,,,,244.3656,244.8604,243.8642,244.3656,243.0618,187,243.8641,244.8604,245.3605,245.3605,246.7936,791.3,246.7941,3,247.793,0,5,5,5,1,0.8,0.7,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,247.7935,0,247.7938,,,,250.5141,251.0088,250.0125,250.514,248.7935,278,250.0125,251.0088,251.5086,251.5087,252.2817,202,252.2823,1,253.2748,0,6,6,22,1,1.2,0.3,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,253.2752,0,253.2756,,,,256.5445,257.0404,256.0249,256.5443,254.4224,180,256.0247,257.0404,257.5403,257.5403,259.3615,1210.8,259.3617,2,260.3394,0,7,7,24,1,1.6,0.3,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,260.3402,0,260.3404,,,,263.2726,263.7718,262.7561,263.2724,261.3444,241,262.756,263.7719,264.2717,264.2719,266.3262,1461.4,266.3265,3,267.3209,0,8,8,8,1,1.4,0.7,Time
,,S18,742322,001,FEMALE,35,2025-05-21_06h23.40.551,Serial_Dependence_U,2023.2.3,Win32,59.88023952,67e184908b8cd53c87ac90a2,682cd3dfea4e15896da7c0a6,682da963736b6d0aea59f348,,,,,,,,,,,,267.3214,0,267.3217,,,,269.8753,270.37,269.3542,269.8752,268.3423,73,269.354,270.3701,270.8698,270.8699,272.3866,970.9,272.387,3,273.3859,0,9,9,6,1,1,0.7,Time
