Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,174.4071,0,174.4071,,,,177.3571,177.8568,176.8404,177.3571,175.4238,287,176.8403,177.8568,178.3569,178.3569,180.1404,1177.5,180.1406,2,181.1402,0,8,8,3,1,1.4,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,181.1404,0,181.1406,,,,183.8905,184.3903,183.3739,183.8905,182.1572,180,183.3738,184.3903,184.8904,184.8904,186.7071,1363.8,186.7072,4,187.707,0,9,9,12,1,1.2,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,187.7072,0,187.7073,,,,190.8573,191.3571,190.3405,190.8573,188.7239,47,190.3405,191.3571,191.8571,191.8571,192.3238,117,192.3239,1,193.3238,0,10,10,19,1,1.6,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,193.3239,0,193.324,,,,196.274,196.7739,195.7574,196.2739,194.3406,316,195.7572,196.7739,197.2737,197.2738,199.1406,1394.9,199.1407,3,200.1407,0,11,11,8,1,1.4,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,200.1408,0,200.1409,,,,203.2908,203.7906,202.7741,203.2908,201.1573,82,202.7741,203.7907,204.2906,204.2906,206.2074,1462,206.2074,2,207.2072,0,12,12,24,1,1.6,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,207.2074,0,207.2076,,,,209.7574,210.2573,209.2408,209.7573,208.2241,265,209.2408,210.2573,210.7574,210.7574,212.3074,1142.8,212.3075,4,213.3074,0,13,13,26,1,1,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,213.3077,0,213.3078,,,,215.8575,216.3574,215.3409,215.8575,214.3242,79,215.3408,216.3574,216.8573,216.8574,218.2741,1050.5,218.2742,4,219.2741,0,14,14,6,1,1,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,219.2744,0,219.2745,,,,221.6244,222.1241,221.1076,221.6243,220.2909,44,221.1075,222.1241,222.6241,222.6241,223.5743,586.8,223.5743,2,224.5741,0,15,15,15,1,0.8,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,224.5743,0,224.5744,,,,227.1244,227.6242,226.6077,227.1243,225.591,34,226.6076,227.6242,228.1242,228.1243,229.5743,1010.6,229.5744,3,230.5742,0,16,16,1,1,1,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,230.5744,0,230.5744,,,,232.9245,233.4243,232.4077,232.9244,231.5911,122,232.4077,233.4243,233.9243,233.9243,235.1077,810.8,235.1077,3,236.1077,0,17,17,20,1,0.8,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,236.108,0,236.108,,,,239.0412,239.541,238.5245,239.0412,237.1078,299,238.5244,239.541,240.041,240.041,241.9245,1496.4,241.9247,4,242.9245,0,18,18,23,1,1.4,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,242.9246,0,242.9246,,,,245.4746,245.9744,244.9579,245.4746,243.9412,319,244.9579,245.9744,246.4745,246.4745,247.6746,796.8,247.6747,2,248.6744,0,19,19,11,1,1,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,248.6746,0,248.6747,,,,251.6247,252.1244,251.1079,251.6246,249.6912,130,251.1079,252.1244,252.6245,252.6245,254.5247,1528.5,254.5247,4,255.5245,0,20,20,28,1,1.4,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,255.5247,0,255.5248,,,,257.8582,258.358,257.3414,257.8581,256.5248,211,257.3413,258.358,258.858,258.858,260.258,1036.9,260.258,4,261.258,0,21,21,5,1,0.8,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,261.2581,0,261.2581,,,,263.8082,264.3079,263.2915,263.8082,262.2748,235,263.2914,264.3079,264.808,264.808,265.9748,834.4,265.9748,2,266.9747,0,22,22,21,1,1,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,266.9748,0,266.975,,,,269.7109,270.208,269.1916,269.7108,267.9749,167,269.1915,270.208,270.708,270.708,272.3916,1278.7,272.3917,4,273.3914,0,23,23,27,1,1.2,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,273.3916,0,273.3917,,,,275.7417,276.2415,275.225,275.7416,274.4082,253,275.2249,276.2415,276.7416,276.7416,277.9749,887.6,277.975,4,278.9748,0,24,24,25,1,0.8,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,278.9749,0,278.975,,,,282.1251,282.6248,281.6084,282.1251,279.9917,8,281.6083,282.6248,283.1251,283.1251,285.1417,1501.5,285.1417,2,286.1415,0,25,25,9,1,1.6,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,286.1418,0,286.1418,,,,288.8918,289.3916,288.3751,288.8918,287.1585,95,288.375,289.3916,289.8916,289.8916,291.3917,1135.5,291.3918,2,292.3917,0,26,26,22,1,1.2,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,292.3919,0,292.3919,,,,294.7418,295.2418,294.2253,294.7418,293.4087,27,294.2253,295.2418,295.7417,295.7417,297.0751,1003.1,297.0753,4,298.0751,0,27,27,10,1,0.8,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,298.0752,0,298.0753,,,,301.0252,301.525,300.5086,301.0252,299.092,168,300.5086,301.525,302.0251,302.0251,303.8086,1412.7,303.8087,3,304.8085,0,28,28,18,1,1.4,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,304.8087,0,304.8088,,,,307.9587,308.4585,307.442,307.9587,305.8253,352,307.4419,308.4585,308.9586,308.9586,311.1087,1795.4,311.1088,4,312.1086,0,29,29,14,1,1.6,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,312.1088,1,315.9087,s,3.7754,,318.2588,318.7587,317.7421,318.2588,316.9254,25,317.7421,318.7587,319.2586,319.2586,320.5088,839,320.5089,3,321.5088,1,0,30,5,1,0.8,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,321.509,1,321.5096,,,,324.6587,325.1588,324.1423,324.6587,322.5255,165,324.1422,325.1588,325.6588,325.6588,327.5588,1558.7,327.559,3,328.5588,1,1,31,4,1,1.6,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,328.559,1,328.5591,,,,331.6923,332.1922,331.1756,331.6923,329.559,172,331.1755,332.1922,332.6922,332.6922,334.1423,1116,334.1424,1,335.1422,1,2,32,29,1,1.6,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,335.1423,1,335.1424,,,,337.6758,338.1756,337.159,337.6758,336.1425,25,337.159,338.1756,338.6755,338.6755,339.9758,925.2,339.9759,2,340.9757,1,3,33,6,1,1,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,340.9758,1,340.9758,,,,343.7258,344.2257,343.2091,343.7257,341.9925,352,343.2091,344.2257,344.7256,344.7256,346.1258,1003,346.1259,2,347.1257,1,4,34,2,1,1.2,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,347.1259,1,347.126,,,,349.4593,349.959,348.9426,349.4593,348.1259,60,348.9425,349.9591,350.4592,350.4592,351.6426,817.6,351.6426,3,352.6423,1,5,35,25,1,0.8,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,352.6426,1,352.6427,,,,355.1761,355.6757,354.6592,355.1761,353.6426,263,354.6592,355.6757,356.1758,356.1758,357.4259,890.9,357.426,2,358.4258,1,6,36,16,1,1,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,358.426,1,358.426,,,,361.5761,362.0759,361.0593,361.5761,359.4427,334,361.0593,362.0759,362.5759,362.5759,364.4426,1473.6,364.4428,2,365.4426,1,7,37,14,1,1.6,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,365.4427,1,365.4428,,,,368.1927,368.6926,367.676,368.1927,366.4594,6,367.676,368.6927,369.1927,369.1927,370.8595,1284.7,370.8595,4,371.8593,1,8,38,22,1,1.2,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,371.8595,1,371.8595,,,,374.8095,375.3094,374.293,374.8095,372.8762,26,374.2929,375.3094,375.8094,375.8094,377.5095,1330.6,377.5096,3,378.5097,1,9,39,13,1,1.4,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,378.5099,1,378.5101,,,,381.4596,381.9594,380.943,381.4596,379.5263,92,380.943,381.9594,382.4595,382.4596,384.2598,1474.8,384.2598,4,385.2595,1,10,40,8,1,1.4,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,385.2598,1,385.2598,,,,387.993,388.4929,387.4764,387.993,386.2598,53,387.4763,388.4929,388.993,388.993,390.6097,1311.4,390.6098,4,391.6096,1,11,41,17,1,1.2,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,391.6098,1,391.6098,,,,394.1598,394.6596,393.6431,394.1597,392.6263,35,393.643,394.6596,395.1596,395.1596,396.9931,1130.9,396.9932,4,397.9931,1,12,42,1,1,1,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,397.9932,1,397.9932,,,,400.7265,401.2264,400.2125,400.7265,398.9932,161,400.2125,401.2264,401.7264,401.7264,403.2766,1250.4,403.2766,3,404.2764,1,13,43,27,1,1.2,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,404.2766,1,404.2767,,,,406.6266,407.1265,406.11,406.6266,405.2932,175,406.1099,407.1265,407.6264,407.6264,408.8265,845.2,408.8266,4,409.8265,1,14,44,0,1,0.8,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,409.8267,1,409.8268,,,,412.76,413.2599,412.2433,412.7599,410.8268,287,412.2433,413.2599,413.7599,413.7599,415.5267,1362.8,415.5268,3,416.5265,1,15,45,18,1,1.4,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,416.5267,1,416.5268,,,,418.8767,419.3767,418.3601,418.8767,417.5461,243,418.3601,419.3767,419.8766,419.8766,420.96,701.9,420.9601,2,421.96,1,16,46,20,1,0.8,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,421.9602,1,421.9603,,,,424.4935,424.9934,423.9769,424.4935,422.9601,357,423.9768,424.9934,425.4933,425.4933,426.9121,1055.7,426.9121,4,427.9101,1,17,47,11,1,1,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,427.9103,1,427.9104,,,,430.8435,431.3434,430.3269,430.8435,428.9104,280,430.3269,431.3434,431.8434,431.8435,433.427,1256.8,433.427,2,434.4269,1,18,48,23,1,1.4,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,434.427,1,434.427,,,,437.3603,437.8602,436.8436,437.3603,435.427,297,436.8436,437.8602,438.3602,438.3602,440.2104,1501.4,440.2104,4,441.2102,1,19,49,3,1,1.4,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,441.2104,1,441.2105,,,,444.1603,444.6603,443.6438,444.1603,442.2271,6,443.6437,444.6603,445.1602,445.1602,446.6966,1250.1,446.6967,2,447.6937,1,20,50,28,1,1.4,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,447.6938,1,447.6939,,,,450.8272,451.327,450.3105,450.8272,448.6939,274,450.3105,451.327,451.8271,451.8271,453.5271,1397.5,453.5272,2,454.5271,1,21,51,24,1,1.6,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,454.5273,1,454.5273,,,,457.0606,457.5604,456.544,457.0605,455.5272,134,456.5439,457.5604,458.0604,458.0604,459.4105,998.2,459.4106,3,460.4105,1,22,52,26,1,1,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,460.4107,1,460.4107,,,,462.7607,463.2604,462.244,462.7607,461.4273,144,462.2439,463.2605,463.7605,463.7605,465.0773,977.4,465.0773,4,466.0773,1,23,53,15,1,0.8,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,466.0774,1,466.0775,,,,468.6275,469.1272,468.1107,468.6274,467.094,134,468.1107,469.1272,469.6273,469.6273,471.1608,1113.9,471.1608,4,472.1607,1,24,54,21,1,1,0.3,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,472.1609,1,472.1611,,,,474.8942,475.394,474.3774,474.8942,473.1609,280,474.3774,475.394,475.894,475.894,477.2608,1018.5,477.2609,2,478.2607,1,25,55,7,1,1.2,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,478.2609,1,478.2609,,,,481.3801,481.8774,480.8775,481.3801,479.2609,144,480.8775,481.8774,482.3774,482.3774,484.6109,1886.1,484.6111,4,485.6108,1,26,56,9,1,1.6,0.7,Time
,,S16,611856,001,Female,30,2025-05-21_20h44.20.780,Serial_Dependence_U,2023.2.3,Win32,59.88023952,6599bf63f1a902105cb4f395,682cd3dfea4e15896da7c0a6,682dad9203229cb8b0066756,,,,,,,,,,,,485.611,1,485.6111,,,,488.3443,488.8443,487.8277,488.3443,486.611,355,487.8277,488.8443,489.3442,489.3442,491.0609,1388.7,491.0611,4,492.0608,1,27,57,12,1,1.2,0.3,Time
