Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,direction,Block_id,block.stopped,trial_direction,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,encoding.started,encoding.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.000200000001115,0.0004000000003685,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,131.8416000000015,315.4398000000008,space,183.5701999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,315.451,253.0,0.0,345.38410000000147,253.0,s,29.916499999999985,,349.15610000000146,349.65470000000107,348.6494000000004,349.15599999999995,346.3855,348.6493000000007,349.65490000000034,350.15470000000107,350.1548000000007,351.8078000000007,215.0,351.80799999999994,1.0,352.80749999999995,0.0,0.0,0.0,2.0,1.0,1.2,0.3,Time
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,352.80799999999994,178.0,0.0,352.8088000000007,178.0,,,,356.94710000000146,357.4464000000003,356.4407000000011,356.94710000000146,353.8083000000007,356.4407000000011,357.4464000000003,357.9427000000011,357.9428000000007,362.0242000000011,1074.0,362.0243000000007,1.0,363.02270000000107,0.0,1.0,1.0,9.0,1.0,1.6,0.7,Time
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,363.02290000000033,345.0,0.0,363.023,345.0,,,,366.9688000000007,367.467200000001,366.4616000000015,366.9685,364.02990000000034,366.4615,367.467200000001,367.96710000000144,367.967200000001,371.2382000000011,1086.0,371.2383000000007,2.0,372.239,0.0,2.0,2.0,18.0,1.0,1.4,0.7,Time
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,372.23920000000106,342.0,0.0,372.2393000000007,342.0,,,,375.8094000000003,376.3075,375.30890000000034,375.8094000000003,373.2423000000007,375.30890000000034,376.3075,376.811,376.811,382.5645,1695.0,382.5647000000011,5.0,383.5644000000003,0.0,3.0,3.0,21.0,1.0,1.0,0.3,Time
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,383.5646000000015,33.0,0.0,383.5647000000011,33.0,,,,387.1132000000011,387.6129000000003,386.6064000000004,387.1131000000015,384.5717000000011,386.6063000000007,387.6129000000003,388.1129000000003,388.1129000000003,389.9327000000011,984.0,389.9328000000007,3.0,390.9326000000015,0.0,4.0,4.0,6.0,1.0,1.0,0.7,Time
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,390.9328000000007,89.0,0.0,390.9329000000004,89.0,,,,394.6758000000007,395.1755,394.1688000000007,394.6758000000007,391.93390000000034,394.1688000000007,395.1755,395.6755,395.6756000000015,398.0298000000007,1513.0,398.0298000000007,4.0,399.0307000000011,0.0,5.0,5.0,27.0,1.0,1.2,0.7,Time
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,399.0309000000003,274.0,0.0,399.031,274.0,,,,402.4062000000011,402.90460000000144,401.8994000000004,402.4061000000015,400.038,401.8993000000007,402.90460000000144,403.40460000000144,403.404700000001,407.719,3514.0,407.719,5.0,408.7209000000003,0.0,6.0,6.0,20.0,1.0,0.8,0.3,Time
,,S66,1,男,20,anonymized,Serial_Dependence_U,2023.2.3,Win32,144.92753623170066,,,,,,408.7212000000011,161.0,0.0,408.7212000000011,161.0,,,,412.295,412.7936000000015,411.7903000000007,412.2949000000003,409.7254000000003,411.79020000000105,412.7936000000015,413.2935,413.2935,417.7468000000007,3582.0,417.7468000000007,5.0,418.7449000000003,0.0,7.0,7.0,11.0,1.0,1.0,0.3,Time
