Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
1E-04,0.0004,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,0.002,9.9728,0.0524,0.0486,9.9732,16.2221,16.2228,28.4026,space,12.1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,28.4247,0,30.1519,s,1.7014,,33.1066,33.6016,32.5898,33.1065,31.1759,199,32.5896,33.6021,34.1013,34.1021,36.6757,720.5,36.6769,1,37.6675,0,0,0,23,1,1.4,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,37.669,0,37.6735,,,,40.8175,41.3167,40.3009,40.8173,38.685,52,40.3007,41.3169,41.8163,41.8165,44.4665,1618.2,44.4668,3,45.4667,0,1,1,29,1,1.6,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,45.4683,0,45.4689,,,,47.989,48.4828,47.4864,47.9887,46.4723,139,47.4861,48.4829,48.9826,48.9828,50.5721,965.9,50.5724,3,51.5654,0,2,2,1,1,1,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,51.5668,0,51.5675,,,,54.6878,55.1814,54.1829,54.6876,52.5718,185,54.1827,55.1816,55.6815,55.6816,58.137,1257,58.1373,2,59.1311,0,3,3,9,1,1.6,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,59.1325,0,59.1332,,,,61.6678,62.1632,61.1534,61.6675,60.1368,264,61.1533,62.1634,62.664,62.6643,64.2855,916.4,64.2859,2,65.2798,0,4,4,6,1,1,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,65.2812,0,65.282,,,,67.6188,68.1128,67.1024,67.6186,66.2857,168,67.1022,68.1129,68.6127,68.613,70.2192,999.1,70.2196,4,71.2118,0,5,5,25,1,0.8,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,71.2133,0,71.2141,,,,74.3349,74.8277,73.8311,74.3348,72.2179,323,73.8308,74.828,75.3282,75.3284,77.2336,1465.6,77.2341,2,78.2276,0,6,6,14,1,1.6,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,78.229,0,78.2298,,,,81.1643,81.66,80.6498,81.1642,79.2337,58,80.6495,81.6601,82.1481,82.1482,83.9162,1382.7,83.9165,3,84.9098,0,7,7,3,1,1.4,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,84.9113,0,84.9119,,,,87.4488,87.9424,86.9321,87.4486,85.9157,220,86.9319,87.9426,88.4425,88.4429,90.2837,1251.2,90.2842,4,91.2747,0,8,8,21,1,1,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,91.2762,0,91.2764,,,,93.9979,94.4915,93.496,93.9976,92.2817,138,93.4958,94.4917,94.9917,94.9918,96.6817,1315.5,96.6821,4,97.6745,0,9,9,22,1,1.2,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,97.6758,0,97.6768,,,,100.009,100.5072,99.497,100.0088,98.6804,331,99.4968,100.5074,101.0074,101.0075,102.2137,866.7,102.214,4,103.2066,0,10,10,10,1,0.8,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,103.2082,0,103.2088,,,,106.3411,106.8392,105.827,106.341,104.2115,290,105.8267,106.8394,107.3393,107.3395,109.3127,1566.6,109.3131,3,110.3059,0,11,11,19,1,1.6,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,110.3071,0,110.3078,,,,113.0279,113.5217,112.526,113.0278,111.3116,17,112.5259,113.5218,114.0225,114.0226,115.2949,949.5,115.2952,2,116.2874,0,12,12,7,1,1.2,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,116.2885,0,116.289,,,,118.6386,119.137,118.1216,118.6385,117.3052,323,118.1214,119.137,119.6368,119.6372,120.9541,1120.6,120.9546,5,121.9531,0,13,13,0,1,0.8,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,121.9541,0,121.9547,,,,124.7043,125.2023,124.1873,124.7042,122.9731,333,124.1871,125.2024,125.7026,125.7027,126.8534,878.8,126.8538,2,127.8528,0,14,14,2,1,1.2,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,127.854,0,127.8547,,,,130.6031,131.1019,130.0859,130.603,128.8705,286,130.0857,131.102,131.6019,131.6021,133.3354,1114.2,133.3358,2,134.3348,0,15,15,17,1,1.2,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,134.3361,0,134.3371,,,,137.0854,137.5843,136.5692,137.0854,135.3522,107,136.569,137.5844,138.0843,138.0845,139.4508,1080.2,139.4512,2,140.4508,0,16,16,27,1,1.2,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,140.4522,0,140.4533,,,,143.4011,143.8996,142.8845,143.401,141.4682,7,142.8844,143.8996,144.3999,144.4,145.8497,1293.5,145.85,2,146.8494,0,17,17,8,1,1.4,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,146.8506,0,146.8516,,,,149.2005,149.6988,148.6837,149.2003,147.8673,229,148.6836,149.6988,150.1993,150.1995,151.8839,1003.4,151.8848,4,152.8816,0,18,18,15,1,0.8,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,152.8826,0,152.8836,,,,155.8322,156.3313,155.3152,155.832,153.9003,310,155.3151,156.3316,156.8317,156.8318,158.4542,1345.9,158.4545,3,159.4473,0,19,19,18,1,1.4,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,159.4491,0,159.45,,,,161.7986,162.2968,161.2815,161.7984,160.4654,111,161.2813,162.2969,162.7967,162.7968,164.3309,1137.1,164.3313,5,165.3299,0,20,20,20,1,0.8,0.3,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,165.3312,0,165.3319,,,,167.8689,168.3622,167.3529,167.8687,166.3368,108,167.3527,168.3622,168.8501,168.8501,170.1697,932.4,170.17,2,171.1622,0,21,21,26,1,1,0.7,Time
,,S20,815266,001,M,33,2025-05-21_13h55.09.172,Serial_Dependence_U,2023.2.3,Win32,59.52380952,62fd14d7b1e0729dc8aadb79,682cd3dfea4e15896da7c0a6,682dccded68f4d345aa86ec9,,,,,,,,,,,,171.1634,0,171.1643,,,,173.68,174.1826,173.168,173.6798,172.166,220,173.1677,174.1827,174.6786,174.6788,175.9017,883.1,175.902,2,176.8946,0,22,22,16,1,1,0.7,Time
