Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,direction,Block_id,block.stopped,trial_direction,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,encoding.started,encoding.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0006000000089443,0.0010000000000047,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,12.17160000000895,65.33910000000894,space,53.10410000000894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,65.366,355.0,0.0,68.93810000000896,355.0,s,3.526899999991059,,72.54110000000894,73.03760000000894,72.025700000003,72.54070000000299,69.94690000000595,72.02540000000597,73.03790000000596,73.53750000000001,73.53790000000596,84.29710000000894,167.0,84.29770000000299,1.0,85.287700000003,0.0,0.0,0.0,1.0,1.0,1.0,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,85.28890000000597,313.0,0.0,85.29379999999703,313.0,,,,89.04520000000299,89.53750000000001,88.53000000000002,89.045,86.2915,88.52979999999702,89.53760000000894,90.03760000000894,90.03790000000596,92.79640000000596,2267.0,92.79660000000897,5.0,93.78760000000894,0.0,1.0,1.0,17.0,1.0,1.2,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,93.788200000003,345.0,0.0,93.7885,345.0,,,,97.562799999997,98.05400000000002,97.06179999999704,97.5625,94.78940000000595,97.06160000000894,98.05420000000298,98.55679999999704,98.55679999999704,102.67900000000002,3716.0,102.67920000000298,5.0,103.67140000000596,0.0,2.0,2.0,2.0,1.0,1.2,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,103.67290000000597,186.0,0.0,103.6735,186.0,,,,107.043,107.537700000003,106.52360000000895,107.041,104.68040000000596,106.5235,107.537700000003,108.03860000000894,108.03879999999704,110.34060000000892,2214.0,110.34129999999702,5.0,111.33890000000598,0.0,3.0,3.0,25.0,1.0,0.8,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,111.339700000003,61.0,0.0,111.34000000000002,61.0,,,,115.29110000000894,115.789,114.774299999997,115.29079999999702,112.34040000000596,114.77400000000002,115.789,116.289,116.28910000000896,116.75779999999703,229.0,116.758,1.0,117.75429999999704,0.0,4.0,4.0,28.0,1.0,1.4,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,117.75540000000596,155.0,0.0,117.75590000000598,155.0,,,,121.11310000000894,121.60410000000896,120.61140000000596,121.11290000000598,118.763700000003,120.61110000000896,121.604200000003,122.1075,122.107700000003,126.34520000000298,3848.0,126.3455,5.0,127.337200000003,0.0,5.0,5.0,5.0,1.0,0.8,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,127.33770000000298,112.0,0.0,127.338200000003,112.0,,,,131.29020000000298,131.78760000000892,130.77429999999703,131.289799999997,128.34050000000002,130.77420000000296,131.787700000003,132.28779999999705,132.288,146.69010000000895,3351.0,146.69040000000598,5.0,147.68760000000896,0.0,6.0,6.0,8.0,1.0,1.4,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,147.688799999997,40.0,0.0,147.68920000000298,40.0,,,,151.241200000003,151.73729999999705,150.72370000000296,151.241,148.689900000006,150.72340000000594,151.73740000000595,152.23729999999705,152.23740000000595,156.406700000003,3420.0,156.40690000000598,5.0,157.404799999997,0.0,7.0,7.0,6.0,1.0,1.0,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,157.40570000000298,319.0,0.0,157.40620000000297,319.0,,,,161.57510000000894,162.070700000003,161.05660000000893,161.57490000000598,158.40760000000893,161.056299999997,162.070799999997,162.570700000003,162.570799999997,166.10899999999998,3037.0,166.109299999997,5.0,167.105900000006,0.0,8.0,8.0,19.0,1.0,1.6,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,167.106799999997,149.0,0.0,167.10710000000893,149.0,,,,170.890299999997,171.3875,170.37400000000002,170.89010000000894,168.107200000003,170.373799999997,171.38760000000894,171.88760000000894,171.887799999997,172.44210000000896,137.0,172.442400000006,1.0,173.438200000003,0.0,9.0,9.0,22.0,1.0,1.2,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,173.43890000000596,267.0,0.0,173.43910000000892,267.0,,,,176.79510000000897,177.28950000000003,176.27940000000598,176.79500000000002,174.44140000000596,176.27929999999702,177.28950000000003,177.78750000000002,177.78760000000892,180.796400000006,2615.0,180.7966000000089,5.0,181.79279999999704,0.0,10.0,10.0,15.0,1.0,0.8,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,181.79329999999703,234.0,0.0,181.79360000000892,234.0,,,,185.96179999999703,186.45620000000295,185.44600000000003,185.96160000000896,182.795900000006,185.445799999997,186.45629999999704,186.95410000000896,186.95429999999703,190.89610000000897,3448.0,190.89629999999704,5.0,191.8926000000089,0.0,11.0,11.0,29.0,1.0,1.6,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,191.893200000003,128.0,0.0,191.8935,128.0,,,,195.878400000006,196.370900000006,195.3625,195.8781000000089,192.89610000000897,195.36229999999705,196.370900000006,196.87100000000004,196.8711000000089,201.730400000006,4500.0,201.73060000000896,5.0,202.725900000006,0.0,12.0,12.0,13.0,1.0,1.4,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,202.726700000003,77.0,0.0,202.726900000006,77.0,,,,206.496200000003,206.98970000000295,205.97900000000004,206.49600000000004,203.729200000003,205.97860000000892,206.98970000000295,207.48779999999704,207.48779999999704,212.42960000000895,4532.0,212.42979999999704,5.0,213.420900000006,0.0,13.0,13.0,27.0,1.0,1.2,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,213.421700000003,79.0,0.0,213.422200000003,79.0,,,,216.812,217.3086000000089,216.29560000000896,216.811700000003,214.43,216.29529999999704,217.3086000000089,217.80910000000895,217.80910000000895,222.47860000000892,4464.0,222.47879999999705,5.0,223.47070000000295,0.0,14.0,14.0,0.0,1.0,0.8,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,223.472400000006,1.0,0.0,223.47279999999705,1.0,,,,227.04560000000896,227.53760000000895,226.5285,227.0455,224.48010000000895,226.52810000000895,227.53770000000296,228.03779999999705,228.03779999999705,238.28979999999703,3106.0,238.29010000000895,5.0,239.28710000000893,0.0,15.0,15.0,16.0,1.0,1.0,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,239.288,158.0,0.0,239.28829999999704,158.0,,,,242.878200000003,243.3705,242.36210000000895,242.877900000006,240.28950000000003,242.361900000006,243.37060000000892,243.87079999999705,243.87100000000004,246.46429999999705,2217.0,246.46450000000004,5.0,247.454,0.0,16.0,16.0,11.0,1.0,1.0,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,247.4551000000089,9.0,0.0,247.45560000000896,9.0,,,,251.640299999997,252.13710000000896,251.12479999999704,251.640200000003,248.456900000006,251.12460000000897,252.13720000000305,252.63750000000005,252.63760000000892,256.939700000003,3917.0,256.94,5.0,257.937400000006,0.0,17.0,17.0,24.0,1.0,1.6,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,257.93810000000894,228.0,0.0,257.938299999997,228.0,,,,262.12510000000896,262.621900000006,261.62350000000004,262.124900000006,258.944200000003,261.623200000003,262.622,263.12129999999706,263.121400000006,267.728799999997,4308.0,267.72900000000004,5.0,268.720900000006,0.0,18.0,18.0,4.0,1.0,1.6,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,268.721700000003,44.0,0.0,268.72210000000894,44.0,,,,272.30679999999705,272.803700000003,271.7961000000089,272.3065,269.728799999997,271.79579999999703,272.803700000003,273.30529999999703,273.305400000006,282.74100000000004,4517.0,282.741400000006,5.0,283.736900000006,0.0,19.0,19.0,21.0,1.0,1.0,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,283.737400000006,312.0,0.0,283.73779999999704,312.0,,,,287.8915,288.386900000006,287.390200000003,287.89129999999705,284.740700000003,287.39000000000004,288.387,288.887200000003,288.887400000006,293.2585,4036.0,293.258900000006,5.0,294.254100000009,0.0,20.0,20.0,9.0,1.0,1.6,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,294.254900000006,1.0,0.0,294.255200000003,1.0,,,,298.04060000000896,298.53700000000003,297.525600000009,298.040400000006,295.2585,297.52529999999706,298.53710000000893,299.036799999997,299.036900000006,305.640299999997,2919.0,305.640600000009,5.0,306.63710000000896,0.0,21.0,21.0,12.0,1.0,1.2,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,306.637900000006,156.0,0.0,306.63810000000893,156.0,,,,310.023700000003,310.5205,309.50629999999705,310.0235,307.639700000003,309.506100000009,310.5205,311.02029999999706,311.020400000006,315.758400000006,4150.0,315.7585,5.0,316.75379999999706,0.0,22.0,22.0,20.0,1.0,0.8,0.3,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,316.7545,156.0,0.0,316.75479999999703,156.0,,,,320.706100000009,321.203700000003,320.191200000003,320.70590000000595,317.75600000000003,320.190900000006,321.203700000003,321.7045,321.7045,326.22329999999704,3982.0,326.22360000000896,5.0,327.22040000000595,0.0,23.0,23.0,18.0,1.0,1.4,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,327.220900000006,62.0,0.0,327.221200000003,62.0,,,,330.77510000000893,331.270400000006,330.259900000006,330.774900000006,328.2235,330.259700000003,331.270400000006,331.77029999999706,331.770400000006,336.123299999997,4033.0,336.123900000006,5.0,337.120400000006,0.0,24.0,24.0,26.0,1.0,1.0,0.7,Time
,,S28,1,男,34,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096385545337,,,,,,337.12110000000894,152.0,0.0,337.121400000006,152.0,,,,341.3081000000089,341.80400000000003,340.791400000006,341.307900000006,338.123900000006,340.790900000006,341.804200000003,342.30379999999707,342.303900000006,353.424600000009,3273.0,353.424900000006,5.0,354.420700000003,0.0,25.0,25.0,14.0,1.0,1.6,0.3,Time
